RC-4HC Temperature+Humidity Data Logger;;;
User Information;00V300;;
156;2022-05-16 22:52:51;12,1;59,1
157;2022-05-16 22:57:51;12,1;59,3
158;2022-05-16 23:02:51;12,1;59,2
159;2022-05-16 23:07:51;12;59,2
160;2022-05-16 23:12:51;12;59,3
161;2022-05-16 23:17:51;12;59,2
162;2022-05-16 23:22:51;11,9;59,3
163;2022-05-16 23:27:51;11,9;59,4
164;2022-05-16 23:32:51;11,9;59,4
165;2022-05-16 23:37:51;11,8;59,4
166;2022-05-16 23:42:51;11,8;59,4
167;2022-05-16 23:47:51;11,8;59,5
168;2022-05-16 23:52:51;11,8;59,5
169;2022-05-16 23:57:51;11,7;59,5
170;2022-05-17 00:02:51;11,7;59,5
171;2022-05-17 00:07:51;11,7;59,5
172;2022-05-17 00:12:51;11,6;59,5
173;2022-05-17 00:17:51;11,6;59,6
174;2022-05-17 00:22:51;11,6;59,6
175;2022-05-17 00:27:51;11,6;59,6
176;2022-05-17 00:32:51;11,5;59,6
177;2022-05-17 00:37:51;11,5;59,5
178;2022-05-17 00:42:51;11,4;59,6
179;2022-05-17 00:47:51;11,3;59,6
180;2022-05-17 00:52:51;11,3;59,7
181;2022-05-17 00:57:51;11,3;59,8
182;2022-05-17 01:02:51;11,3;59,8
183;2022-05-17 01:07:51;11,2;59,7
184;2022-05-17 01:12:51;11,2;59,7
185;2022-05-17 01:17:51;11,1;59,7
186;2022-05-17 01:22:51;11,1;59,7
187;2022-05-17 01:27:51;11,1;59,7
188;2022-05-17 01:32:51;11;59,7
189;2022-05-17 01:37:51;11;59,7
190;2022-05-17 01:42:51;11;59,8
191;2022-05-17 01:47:51;10,9;59,7
192;2022-05-17 01:52:51;10,9;59,7
193;2022-05-17 01:57:51;10,9;59,7
194;2022-05-17 02:02:51;10,8;59,7
195;2022-05-17 02:07:51;10,8;59,6
196;2022-05-17 02:12:51;10,8;59,6
197;2022-05-17 02:17:51;10,8;59,6
198;2022-05-17 02:22:51;10,7;59,6
199;2022-05-17 02:27:51;10,7;59,6
200;2022-05-17 02:32:51;10,7;59,5
201;2022-05-17 02:37:51;10,6;59,4
202;2022-05-17 02:42:51;10,6;59,4
203;2022-05-17 02:47:51;10,6;59,4
204;2022-05-17 02:52:51;10,5;59,3
205;2022-05-17 02:57:51;10,5;59,3
206;2022-05-17 03:02:51;10,5;59,3
207;2022-05-17 03:07:51;10,4;59,3
208;2022-05-17 03:12:51;10,4;59,2
209;2022-05-17 03:17:51;10,4;59,1
210;2022-05-17 03:22:51;10,3;59
211;2022-05-17 03:27:51;10,3;59,1
212;2022-05-17 03:32:51;10,3;59,1
213;2022-05-17 03:37:51;10,3;59,1
214;2022-05-17 03:42:51;10,2;59,1
215;2022-05-17 03:47:51;10,2;58,9
216;2022-05-17 03:52:51;10,2;58,9
217;2022-05-17 03:57:51;10,2;59
218;2022-05-17 04:02:51;10,2;58,9
219;2022-05-17 04:07:51;10,2;58,9
220;2022-05-17 04:12:51;10,1;58,9
221;2022-05-17 04:17:51;10,1;58,8
222;2022-05-17 04:22:51;10,1;58,8
223;2022-05-17 04:27:51;10,1;58,7
224;2022-05-17 04:32:51;10;58,6
225;2022-05-17 04:37:51;10;58,6
226;2022-05-17 04:42:51;10;58,6
227;2022-05-17 04:47:51;9,9;58,5
228;2022-05-17 04:52:51;9,9;58,6
229;2022-05-17 04:57:51;9,8;58,6
230;2022-05-17 05:02:51;9,8;58,6
231;2022-05-17 05:07:51;9,8;58,6
232;2022-05-17 05:12:51;9,8;58,7
233;2022-05-17 05:17:51;9,8;58,7
234;2022-05-17 05:22:51;9,8;58,8
235;2022-05-17 05:27:51;9,8;58,8
236;2022-05-17 05:32:51;9,8;58,8
237;2022-05-17 05:37:51;9,8;58,7
238;2022-05-17 05:42:51;9,8;58,6
239;2022-05-17 05:47:51;9,8;58,6
240;2022-05-17 05:52:51;9,7;58,5
241;2022-05-17 05:57:51;9,7;58,5
242;2022-05-17 06:02:51;9,7;58,5
243;2022-05-17 06:07:51;9,7;58,4
244;2022-05-17 06:12:51;9,7;58,5
245;2022-05-17 06:17:51;9,7;58,6
246;2022-05-17 06:22:51;9,7;58,4
247;2022-05-17 06:27:51;9,7;58,4
248;2022-05-17 06:32:51;9,6;58,4
249;2022-05-17 06:37:51;9,6;58,3
250;2022-05-17 06:42:51;9,5;58,4
251;2022-05-17 06:47:51;9,5;58,4
252;2022-05-17 06:52:51;9,5;58,5
253;2022-05-17 06:57:51;9,5;58,5
254;2022-05-17 07:02:51;9,5;58,6
255;2022-05-17 07:07:51;9,5;58,6
256;2022-05-17 07:12:51;9,4;58,5
257;2022-05-17 07:17:51;9,4;58,5
258;2022-05-17 07:22:51;9,4;58,5
259;2022-05-17 07:27:51;9,4;58,6
260;2022-05-17 07:32:51;9,4;58,6
261;2022-05-17 07:37:51;9,4;58,6
262;2022-05-17 07:42:51;9,4;58,7
263;2022-05-17 07:47:51;9,4;58,8
264;2022-05-17 07:52:51;9,5;58,7
265;2022-05-17 07:57:51;9,5;58,7
266;2022-05-17 08:02:51;9,5;58,7
267;2022-05-17 08:07:51;9,5;58,8
268;2022-05-17 08:12:51;9,6;58,8
269;2022-05-17 08:17:51;9,8;58,6
270;2022-05-17 08:22:51;9,8;58,7
271;2022-05-17 08:27:51;10;58,6
272;2022-05-17 08:32:51;10,2;58,3
273;2022-05-17 08:37:51;10,3;58,3
274;2022-05-17 08:42:51;10,4;58,2
275;2022-05-17 08:47:51;10,5;58,1
276;2022-05-17 08:52:51;10,6;57,8
277;2022-05-17 08:57:51;10,7;57,7
278;2022-05-17 09:02:51;10,8;57,5
279;2022-05-17 09:07:51;11;57
280;2022-05-17 09:12:51;11;56,9
281;2022-05-17 09:17:51;11,1;56,9
282;2022-05-17 09:22:51;11,2;56,8
283;2022-05-17 09:27:51;11,3;56,4
284;2022-05-17 09:32:51;11,4;56,1
285;2022-05-17 09:37:51;11,5;55,9
286;2022-05-17 09:42:51;11,5;55,7
287;2022-05-17 09:47:51;11,6;55,7
288;2022-05-17 09:52:51;11,7;55,7
289;2022-05-17 09:57:51;11,8;55,7
290;2022-05-17 10:02:51;11,8;55,7
291;2022-05-17 10:07:51;11,9;55,7
292;2022-05-17 10:12:51;12;55,6
293;2022-05-17 10:17:51;12;55,7
294;2022-05-17 10:22:51;12,1;55,9
295;2022-05-17 10:27:51;12,2;55,8
296;2022-05-17 10:32:51;12,3;55,7
297;2022-05-17 10:37:51;12,4;55,6
298;2022-05-17 10:42:51;12,4;55,7
299;2022-05-17 10:47:51;12,5;55,5
300;2022-05-17 10:52:51;12,5;55,6
301;2022-05-17 10:57:51;12,6;55,7
302;2022-05-17 11:02:51;12,7;55,7
303;2022-05-17 11:07:51;12,7;55,6
304;2022-05-17 11:12:51;12,8;55,6
305;2022-05-17 11:17:51;12,9;55,7
306;2022-05-17 11:22:51;13;55,7
307;2022-05-17 11:27:51;13;55,7
308;2022-05-17 11:32:51;13,1;55,5
309;2022-05-17 11:37:51;13,1;55,5
310;2022-05-17 11:42:51;13,2;55,3
311;2022-05-17 11:47:51;13,2;55,4
312;2022-05-17 11:52:51;13,3;55,4
313;2022-05-17 11:57:51;13,3;55,4
314;2022-05-17 12:02:51;13,4;55,6
315;2022-05-17 12:07:51;13,5;55,6
316;2022-05-17 12:12:51;13,5;55,6
317;2022-05-17 12:17:51;13,6;55,6
318;2022-05-17 12:22:51;13,7;55,6
319;2022-05-17 12:27:51;13,7;55,7
320;2022-05-17 12:32:51;13,8;55,8
321;2022-05-17 12:37:51;13,8;55,8
322;2022-05-17 12:42:51;13,9;55,7
323;2022-05-17 12:47:51;13,9;55,7
324;2022-05-17 12:52:51;14;55,8
325;2022-05-17 12:57:51;14,1;55,8
326;2022-05-17 13:02:51;14,2;55,8
327;2022-05-17 13:07:51;14,2;55,9
328;2022-05-17 13:12:51;14,3;55,8
329;2022-05-17 13:17:51;14,4;55,8
330;2022-05-17 13:22:51;14,5;55,7
331;2022-05-17 13:27:51;14,6;55,6
332;2022-05-17 13:32:51;14,7;55,5
333;2022-05-17 13:37:51;14,7;55,4
334;2022-05-17 13:42:51;14,8;55,4
335;2022-05-17 13:47:51;14,8;55,3
336;2022-05-17 13:52:51;14,9;55
337;2022-05-17 13:57:51;15;55
338;2022-05-17 14:02:51;15;54,9
339;2022-05-17 14:07:51;15;54,9
340;2022-05-17 14:12:51;15,1;54,9
341;2022-05-17 14:17:51;15,1;54,9
342;2022-05-17 14:22:51;15,2;54,9
343;2022-05-17 14:27:51;15,2;54,9
344;2022-05-17 14:32:51;15,2;54,9
345;2022-05-17 14:37:51;15,3;54,7
346;2022-05-17 14:42:51;15,4;54,6
347;2022-05-17 14:47:51;15,4;54,5
348;2022-05-17 14:52:51;15,4;54,5
349;2022-05-17 14:57:51;15,5;54,5
350;2022-05-17 15:02:51;15,5;54,4
351;2022-05-17 15:07:51;15,5;54,5
352;2022-05-17 15:12:51;15,6;54,4
353;2022-05-17 15:17:51;15,6;54,4
354;2022-05-17 15:22:51;15,6;54,5
355;2022-05-17 15:27:51;15,7;54,4
356;2022-05-17 15:32:51;15,7;54,3
357;2022-05-17 15:37:51;15,8;54,3
358;2022-05-17 15:42:51;15,8;54,4
359;2022-05-17 15:47:51;15,8;54,4
360;2022-05-17 15:52:51;15,8;54,4
361;2022-05-17 15:57:51;15,8;54,4
362;2022-05-17 16:02:51;15,9;54,5
363;2022-05-17 16:07:51;15,9;54,6
364;2022-05-17 16:12:51;15,9;54,6
365;2022-05-17 16:17:51;15,9;54,6
366;2022-05-17 16:22:51;15,9;54,6
367;2022-05-17 16:27:51;15,9;54,6
368;2022-05-17 16:32:51;15,9;54,6
369;2022-05-17 16:37:51;15,9;54,6
370;2022-05-17 16:42:51;15,9;54,6
371;2022-05-17 16:47:51;15,9;54,7
372;2022-05-17 16:52:51;15,9;54,6
373;2022-05-17 16:57:51;15,9;54,6
374;2022-05-17 17:02:51;15,9;54,6
375;2022-05-17 17:07:51;15,8;54,6
376;2022-05-17 17:12:51;15,8;54,7
377;2022-05-17 17:17:51;15,8;54,7
378;2022-05-17 17:22:51;15,7;54,9
379;2022-05-17 17:27:51;15,7;54,9
380;2022-05-17 17:32:51;15,6;55
381;2022-05-17 17:37:51;15,6;55,1
382;2022-05-17 17:42:51;15,5;54,9
383;2022-05-17 17:47:51;15,4;54,8
384;2022-05-17 17:52:51;15,4;54,8
385;2022-05-17 17:57:51;15,3;54,7
386;2022-05-17 18:02:51;15,3;54,6
387;2022-05-17 18:07:51;15,2;54,7
388;2022-05-17 18:12:51;15,2;54,7
389;2022-05-17 18:17:51;15,1;54,8
390;2022-05-17 18:22:51;15;54,8
391;2022-05-17 18:27:51;15;54,8
392;2022-05-17 18:32:51;14,9;54,9
393;2022-05-17 18:37:51;14,9;55
394;2022-05-17 18:42:51;14,8;55
395;2022-05-17 18:47:51;14,7;55,1
396;2022-05-17 18:52:51;14,7;55,1
397;2022-05-17 18:57:51;14,6;55,2
398;2022-05-17 19:02:51;14,5;55,3
399;2022-05-17 19:07:51;14,4;55,4
400;2022-05-17 19:12:51;14,3;55,6
401;2022-05-17 19:17:51;14,3;55,7
402;2022-05-17 19:22:51;14,2;55,8
403;2022-05-17 19:27:51;14,2;55,9
404;2022-05-17 19:32:51;14,1;56
405;2022-05-17 19:37:51;14;56,1
406;2022-05-17 19:42:51;14;56,2
407;2022-05-17 19:47:51;13,9;56,3
408;2022-05-17 19:52:51;13,8;56,4
409;2022-05-17 19:57:51;13,8;56,5
410;2022-05-17 20:02:51;13,7;56,5
411;2022-05-17 20:07:51;13,7;56,5
412;2022-05-17 20:12:51;13,6;56,6
413;2022-05-17 20:17:51;13,5;56,6
414;2022-05-17 20:22:51;13,5;56,7
415;2022-05-17 20:27:51;13,4;56,7
416;2022-05-17 20:32:51;13,4;56,8
417;2022-05-17 20:37:51;13,4;56,8
418;2022-05-17 20:42:51;13,3;56,9
419;2022-05-17 20:47:51;13,3;56,8
420;2022-05-17 20:52:51;13,2;56,9
421;2022-05-17 20:57:51;13,1;57
422;2022-05-17 21:02:51;13,1;57
423;2022-05-17 21:07:51;13;57,1
424;2022-05-17 21:12:51;13;57,1
425;2022-05-17 21:17:51;12,9;57,1
426;2022-05-17 21:22:51;12,9;57,2
427;2022-05-17 21:27:51;12,8;57,3
428;2022-05-17 21:32:51;12,8;57,3
429;2022-05-17 21:37:51;12,8;57,4
430;2022-05-17 21:42:51;12,7;57,4
431;2022-05-17 21:47:51;12,7;57,4
432;2022-05-17 21:52:51;12,7;57,4
433;2022-05-17 21:57:51;12,7;57,5
434;2022-05-17 22:02:51;12,6;57,3
435;2022-05-17 22:07:51;12,6;57,4
436;2022-05-17 22:12:51;12,5;57,6
437;2022-05-17 22:17:51;12,5;57,5
438;2022-05-17 22:22:51;12,4;57,5
439;2022-05-17 22:27:51;12,4;57,5
440;2022-05-17 22:32:51;12,3;57,6
441;2022-05-17 22:37:51;12,3;57,5
442;2022-05-17 22:42:51;12,3;57,7
443;2022-05-17 22:47:51;12,3;57,6
444;2022-05-17 22:52:51;12,3;57,6
445;2022-05-17 22:57:51;12,2;57,7
446;2022-05-17 23:02:51;12,2;57,8
447;2022-05-17 23:07:51;12,2;57,7
448;2022-05-17 23:12:51;12,2;57,7
449;2022-05-17 23:17:51;12,1;57,7
450;2022-05-17 23:22:51;12,1;57,6
451;2022-05-17 23:27:51;12,1;57,7
452;2022-05-17 23:32:51;12,1;57,7
453;2022-05-17 23:37:51;12,1;57,7
454;2022-05-17 23:42:51;12;57,8
455;2022-05-17 23:47:51;12;57,8
456;2022-05-17 23:52:51;12;57,8
457;2022-05-17 23:57:51;12;57,7
458;2022-05-18 00:02:51;12;57,8
459;2022-05-18 00:07:51;12;57,8
460;2022-05-18 00:12:51;11,9;57,9
461;2022-05-18 00:17:51;11,9;57,9
462;2022-05-18 00:22:51;11,9;57,9
463;2022-05-18 00:27:51;11,9;57,9
464;2022-05-18 00:32:51;11,9;58
465;2022-05-18 00:37:51;11,8;58
466;2022-05-18 00:42:51;11,8;57,9
467;2022-05-18 00:47:51;11,8;58
468;2022-05-18 00:52:51;11,8;57,9
469;2022-05-18 00:57:51;11,7;58
470;2022-05-18 01:02:51;11,7;58
471;2022-05-18 01:07:51;11,7;58
472;2022-05-18 01:12:51;11,7;58
473;2022-05-18 01:17:51;11,7;58
474;2022-05-18 01:22:51;11,6;57,9
475;2022-05-18 01:27:51;11,6;57,9
476;2022-05-18 01:32:51;11,6;57,8
477;2022-05-18 01:37:51;11,6;57,9
478;2022-05-18 01:42:51;11,6;57,9
479;2022-05-18 01:47:51;11,5;57,8
480;2022-05-18 01:52:51;11,5;57,6
481;2022-05-18 01:57:51;11,5;57,6
482;2022-05-18 02:02:51;11,4;57,7
483;2022-05-18 02:07:51;11,4;57,8
484;2022-05-18 02:12:51;11,4;57,6
485;2022-05-18 02:17:51;11,3;57,6
486;2022-05-18 02:22:51;11,3;57,8
487;2022-05-18 02:27:51;11,3;57,5
488;2022-05-18 02:32:51;11,3;57,7
489;2022-05-18 02:37:51;11,2;57,6
490;2022-05-18 02:42:51;11,2;57,7
491;2022-05-18 02:47:51;11,2;57,7
492;2022-05-18 02:52:51;11,2;57,6
493;2022-05-18 02:57:51;11,2;57,5
494;2022-05-18 03:02:51;11,2;57,4
495;2022-05-18 03:07:51;11,2;57,3
496;2022-05-18 03:12:51;11,2;57,3
497;2022-05-18 03:17:51;11,2;57,4
498;2022-05-18 03:22:51;11,2;57,2
499;2022-05-18 03:27:51;11,1;57,2
500;2022-05-18 03:32:51;11,1;57,3
501;2022-05-18 03:37:51;11,1;57,1
502;2022-05-18 03:42:51;11;57,1
503;2022-05-18 03:47:51;11;57,2
504;2022-05-18 03:52:51;11;57,1
505;2022-05-18 03:57:51;11;57
506;2022-05-18 04:02:51;11;57
507;2022-05-18 04:07:51;11;56,9
508;2022-05-18 04:12:51;11;56,9
509;2022-05-18 04:17:51;11;56,9
510;2022-05-18 04:22:51;10,9;56,7
511;2022-05-18 04:27:51;10,9;56,6
512;2022-05-18 04:32:51;10,9;56,7
513;2022-05-18 04:37:51;10,8;56,7
514;2022-05-18 04:42:51;10,8;56,6
515;2022-05-18 04:47:51;10,8;56,5
516;2022-05-18 04:52:51;10,7;56,4
517;2022-05-18 04:57:51;10,7;56,6
518;2022-05-18 05:02:51;10,7;56,3
519;2022-05-18 05:07:51;10,7;56,5
520;2022-05-18 05:12:51;10,7;56,5
521;2022-05-18 05:17:51;10,6;56,2
522;2022-05-18 05:22:51;10,6;56,3
523;2022-05-18 05:27:51;10,5;56,2
524;2022-05-18 05:32:51;10,5;56,1
525;2022-05-18 05:37:51;10,5;56
526;2022-05-18 05:42:51;10,5;56,1
527;2022-05-18 05:47:51;10,5;56,2
528;2022-05-18 05:52:51;10,4;56,3
529;2022-05-18 05:57:51;10,4;56,1
530;2022-05-18 06:02:51;10,5;56
531;2022-05-18 06:07:51;10,5;56,2
532;2022-05-18 06:12:51;10,5;56,1
533;2022-05-18 06:17:51;10,4;56
534;2022-05-18 06:22:51;10,4;55,9
535;2022-05-18 06:27:51;10,4;56
536;2022-05-18 06:32:51;10,4;55,9
537;2022-05-18 06:37:51;10,4;56
538;2022-05-18 06:42:51;10,4;56
539;2022-05-18 06:47:51;10,4;55,9
540;2022-05-18 06:52:51;10,4;55,9
541;2022-05-18 06:57:51;10,4;55,9
542;2022-05-18 07:02:51;10,4;55,8
543;2022-05-18 07:07:51;10,3;55,9
544;2022-05-18 07:12:51;10,3;55,8
545;2022-05-18 07:17:51;10,3;55,7
546;2022-05-18 07:22:51;10,3;55,9
547;2022-05-18 07:27:51;10,2;55,9
548;2022-05-18 07:32:51;10,2;56
549;2022-05-18 07:37:51;10,2;55,9
550;2022-05-18 07:42:51;10,2;55,9
551;2022-05-18 07:47:51;10,2;56
552;2022-05-18 07:52:51;10,2;55,9
553;2022-05-18 07:57:51;10,2;56,1
554;2022-05-18 08:02:51;10,2;56,1
555;2022-05-18 08:07:51;10,2;56,1
556;2022-05-18 08:12:51;10,2;56,1
557;2022-05-18 08:17:51;10,2;56,1
558;2022-05-18 08:22:51;10,2;56,2
559;2022-05-18 08:27:51;10,3;56,2
560;2022-05-18 08:32:51;10,3;56,2
561;2022-05-18 08:37:51;10,4;56,4
562;2022-05-18 08:42:51;10,4;56,4
563;2022-05-18 08:47:51;10,4;56,5
564;2022-05-18 08:52:51;10,4;56,5
565;2022-05-18 08:57:51;10,4;56,6
566;2022-05-18 09:02:51;10,4;56,6
567;2022-05-18 09:07:51;10,4;56,6
568;2022-05-18 09:12:51;10,5;56,5
569;2022-05-18 09:17:51;10,6;56,6
570;2022-05-18 09:22:51;10,6;56,6
571;2022-05-18 09:27:51;10,7;56,5
572;2022-05-18 09:32:51;10,8;56,5
573;2022-05-18 09:37:51;10,8;56,4
574;2022-05-18 09:42:51;10,8;56,5
575;2022-05-18 09:47:51;10,9;56,4
576;2022-05-18 09:52:51;10,9;56,4
577;2022-05-18 09:57:51;11;56,3
578;2022-05-18 10:02:51;11,1;56,4
579;2022-05-18 10:07:51;11,1;56,4
580;2022-05-18 10:12:51;11,2;56,4
581;2022-05-18 10:17:51;11,2;56,4
582;2022-05-18 10:22:51;11,2;56,4
583;2022-05-18 10:27:51;11,3;56,4
584;2022-05-18 10:32:51;11,3;56,5
585;2022-05-18 10:37:51;11,4;56,4
586;2022-05-18 10:42:51;11,5;56,4
587;2022-05-18 10:47:51;11,6;56,5
588;2022-05-18 10:52:51;11,6;56,5
589;2022-05-18 10:57:51;11,7;56,5
590;2022-05-18 11:02:51;11,8;56,5
591;2022-05-18 11:07:51;11,8;56,5
592;2022-05-18 11:12:51;11,9;56,5
593;2022-05-18 11:17:51;11,9;56,5
594;2022-05-18 11:22:51;12;56,6
595;2022-05-18 11:27:51;12;56,5
596;2022-05-18 11:32:51;12,1;56,3
597;2022-05-18 11:37:51;12,2;56,4
598;2022-05-18 11:42:51;12,2;56,3
599;2022-05-18 11:47:51;12,3;56,2
600;2022-05-18 11:52:51;12,3;56,1
