Place;Date;Time;Value;Unit;Value;Unit;Value;Unit;Value;Unit
139;10-02-2021;11:36:20;-9,9;T1 KTemp C;-0,8;T2 KTemp C;-0,7;T3 KTemp C;-0,9;T4 KTemp C
141;10-02-2021;11:37:20;-11,8;T1 KTemp C;-0,8;T2 KTemp C;-0,7;T3 KTemp C;-1,1;T4 KTemp C
143;10-02-2021;11:38:20;-13,8;T1 KTemp C;-0,8;T2 KTemp C;-0,8;T3 KTemp C;-1,1;T4 KTemp C
145;10-02-2021;11:39:20;-15,3;T1 KTemp C;-0,9;T2 KTemp C;-0,8;T3 KTemp C;-1,4;T4 KTemp C
147;10-02-2021;11:40:20;-17,1;T1 KTemp C;-1,1;T2 KTemp C;-0,9;T3 KTemp C;-1,9;T4 KTemp C
149;10-02-2021;11:41:20;-18,9;T1 KTemp C;-1,6;T2 KTemp C;-1,1;T3 KTemp C;-2,8;T4 KTemp C
151;10-02-2021;11:42:20;-20,5;T1 KTemp C;-2,4;T2 KTemp C;-1,3;T3 KTemp C;-3,9;T4 KTemp C
153;10-02-2021;11:43:20;-22,4;T1 KTemp C;-3,3;T2 KTemp C;-1,9;T3 KTemp C;-4,6;T4 KTemp C
155;10-02-2021;11:44:20;-23,4;T1 KTemp C;-4,3;T2 KTemp C;-3,6;T3 KTemp C;-5,6;T4 KTemp C
157;10-02-2021;11:45:20;-24,9;T1 KTemp C;-5,1;T2 KTemp C;-5,2;T3 KTemp C;-6,6;T4 KTemp C
159;10-02-2021;11:46:20;-26,5;T1 KTemp C;-5,9;T2 KTemp C;-6,5;T3 KTemp C;-7,4;T4 KTemp C
161;10-02-2021;11:47:20;-27,8;T1 KTemp C;-6,8;T2 KTemp C;-7,5;T3 KTemp C;-8,4;T4 KTemp C
163;10-02-2021;11:48:20;-29,2;T1 KTemp C;-7,6;T2 KTemp C;-8,2;T3 KTemp C;-9,6;T4 KTemp C
165;10-02-2021;11:49:20;-30,4;T1 KTemp C;-8,5;T2 KTemp C;-9,4;T3 KTemp C;-10,5;T4 KTemp C
167;10-02-2021;11:50:20;-31,8;T1 KTemp C;-9,6;T2 KTemp C;-10,2;T3 KTemp C;-11,5;T4 KTemp C
169;10-02-2021;11:51:20;-32,9;T1 KTemp C;-10,1;T2 KTemp C;-11,3;T3 KTemp C;-12,4;T4 KTemp C
171;10-02-2021;11:52:20;-34;T1 KTemp C;-11,3;T2 KTemp C;-12,3;T3 KTemp C;-13,3;T4 KTemp C
173;10-02-2021;11:53:20;-35,2;T1 KTemp C;-12,4;T2 KTemp C;-13,2;T3 KTemp C;-14,3;T4 KTemp C
175;10-02-2021;11:54:20;-36,2;T1 KTemp C;-13,2;T2 KTemp C;-14,4;T3 KTemp C;-15,4;T4 KTemp C
177;10-02-2021;11:55:20;-37,2;T1 KTemp C;-14,2;T2 KTemp C;-15;T3 KTemp C;-16,5;T4 KTemp C
179;10-02-2021;11:56:20;-38;T1 KTemp C;-15,3;T2 KTemp C;-16,4;T3 KTemp C;-17,3;T4 KTemp C
181;10-02-2021;11:57:20;-39,1;T1 KTemp C;-16,3;T2 KTemp C;-17,4;T3 KTemp C;-18,6;T4 KTemp C
183;10-02-2021;11:58:20;-40,1;T1 KTemp C;-17,2;T2 KTemp C;-18,4;T3 KTemp C;-19,5;T4 KTemp C
185;10-02-2021;11:59:20;-40,8;T1 KTemp C;-18,4;T2 KTemp C;-19,4;T3 KTemp C;-20,6;T4 KTemp C
187;10-02-2021;12:00:20;-41,6;T1 KTemp C;-19,5;T2 KTemp C;-20,6;T3 KTemp C;-21,8;T4 KTemp C
189;10-02-2021;12:01:20;-42,6;T1 KTemp C;-20,6;T2 KTemp C;-21,7;T3 KTemp C;-23;T4 KTemp C
191;10-02-2021;12:02:20;-43,5;T1 KTemp C;-21,7;T2 KTemp C;-22,6;T3 KTemp C;-24;T4 KTemp C
193;10-02-2021;12:03:20;-44,1;T1 KTemp C;-22,7;T2 KTemp C;-23,6;T3 KTemp C;-25;T4 KTemp C
195;10-02-2021;12:04:20;-44,9;T1 KTemp C;-23,8;T2 KTemp C;-24,8;T3 KTemp C;-26;T4 KTemp C
197;10-02-2021;12:05:20;-45,6;T1 KTemp C;-25;T2 KTemp C;-25,8;T3 KTemp C;-27,5;T4 KTemp C
199;10-02-2021;12:06:20;-46,4;T1 KTemp C;-26,2;T2 KTemp C;-26,8;T3 KTemp C;-28,1;T4 KTemp C
201;10-02-2021;12:07:20;-47,1;T1 KTemp C;-27,2;T2 KTemp C;-27,8;T3 KTemp C;-29,6;T4 KTemp C
203;10-02-2021;12:08:20;-47,8;T1 KTemp C;-28,1;T2 KTemp C;-28,7;T3 KTemp C;-30,3;T4 KTemp C
205;10-02-2021;12:09:20;-48,3;T1 KTemp C;-29,3;T2 KTemp C;-29,8;T3 KTemp C;-31,2;T4 KTemp C
207;10-02-2021;12:10:20;-49,1;T1 KTemp C;-30,4;T2 KTemp C;-30,7;T3 KTemp C;-32,1;T4 KTemp C
209;10-02-2021;12:11:20;-49,6;T1 KTemp C;-31,3;T2 KTemp C;-31,7;T3 KTemp C;-33,2;T4 KTemp C
211;10-02-2021;12:12:20;-50,3;T1 KTemp C;-31,9;T2 KTemp C;-32,7;T3 KTemp C;-33,8;T4 KTemp C
213;10-02-2021;12:13:20;-50,9;T1 KTemp C;-33;T2 KTemp C;-33,4;T3 KTemp C;-34,6;T4 KTemp C
215;10-02-2021;12:14:20;-51,5;T1 KTemp C;-34,2;T2 KTemp C;-34,4;T3 KTemp C;-35,7;T4 KTemp C
217;10-02-2021;12:15:20;-52;T1 KTemp C;-35,1;T2 KTemp C;-35,2;T3 KTemp C;-36,8;T4 KTemp C
219;10-02-2021;12:16:20;-52,5;T1 KTemp C;-35,9;T2 KTemp C;-36,2;T3 KTemp C;-37,2;T4 KTemp C
221;10-02-2021;12:17:20;-53,1;T1 KTemp C;-37;T2 KTemp C;-37,2;T3 KTemp C;-38,1;T4 KTemp C
223;10-02-2021;12:18:20;-53,7;T1 KTemp C;-37,9;T2 KTemp C;-37,9;T3 KTemp C;-39;T4 KTemp C
225;10-02-2021;12:19:20;-54,2;T1 KTemp C;-38,5;T2 KTemp C;-38,8;T3 KTemp C;-40,1;T4 KTemp C
227;10-02-2021;12:20:20;-54,6;T1 KTemp C;-39,1;T2 KTemp C;-39,6;T3 KTemp C;-40,8;T4 KTemp C
229;10-02-2021;12:21:20;-55,2;T1 KTemp C;-40,2;T2 KTemp C;-40,3;T3 KTemp C;-41,4;T4 KTemp C
231;10-02-2021;12:22:20;-55,8;T1 KTemp C;-41,1;T2 KTemp C;-41,2;T3 KTemp C;-42;T4 KTemp C
233;10-02-2021;12:23:20;-56,4;T1 KTemp C;-41,9;T2 KTemp C;-41,9;T3 KTemp C;-42,8;T4 KTemp C
235;10-02-2021;12:24:20;-56,5;T1 KTemp C;-42,4;T2 KTemp C;-42,5;T3 KTemp C;-43,2;T4 KTemp C
237;10-02-2021;12:25:20;-56,7;T1 KTemp C;-42,9;T2 KTemp C;-42,7;T3 KTemp C;-43,5;T4 KTemp C
239;10-02-2021;12:26:20;-56,5;T1 KTemp C;-43;T2 KTemp C;-43;T3 KTemp C;-43,6;T4 KTemp C
241;10-02-2021;12:27:20;-56,5;T1 KTemp C;-43,2;T2 KTemp C;-43,2;T3 KTemp C;-43,5;T4 KTemp C
243;10-02-2021;12:28:20;-56,2;T1 KTemp C;-43,3;T2 KTemp C;-43,3;T3 KTemp C;-43,3;T4 KTemp C
245;10-02-2021;12:29:20;-56,2;T1 KTemp C;-43,4;T2 KTemp C;-43,3;T3 KTemp C;-43,8;T4 KTemp C
247;10-02-2021;12:30:20;-56;T1 KTemp C;-43,5;T2 KTemp C;-43,4;T3 KTemp C;-43,8;T4 KTemp C
249;10-02-2021;12:31:20;-55,9;T1 KTemp C;-43,5;T2 KTemp C;-43,5;T3 KTemp C;-44;T4 KTemp C
251;10-02-2021;12:32:20;-55,9;T1 KTemp C;-44,3;T2 KTemp C;-44;T3 KTemp C;-44,4;T4 KTemp C
253;10-02-2021;12:33:20;-56,1;T1 KTemp C;-45,1;T2 KTemp C;-44,8;T3 KTemp C;-45,2;T4 KTemp C
255;10-02-2021;12:34:20;-56,4;T1 KTemp C;-45,7;T2 KTemp C;-45,2;T3 KTemp C;-45,6;T4 KTemp C
257;10-02-2021;12:35:20;-57;T1 KTemp C;-46,4;T2 KTemp C;-45,7;T3 KTemp C;-46,1;T4 KTemp C
259;10-02-2021;12:36:20;-57,5;T1 KTemp C;-46,8;T2 KTemp C;-46,1;T3 KTemp C;-46,5;T4 KTemp C
261;10-02-2021;12:37:20;-58,1;T1 KTemp C;-47,3;T2 KTemp C;-46,7;T3 KTemp C;-47,1;T4 KTemp C
263;10-02-2021;12:38:20;-58,5;T1 KTemp C;-47,9;T2 KTemp C;-47,2;T3 KTemp C;-47,7;T4 KTemp C
265;10-02-2021;12:39:20;-58,9;T1 KTemp C;-48,4;T2 KTemp C;-47,7;T3 KTemp C;-48,1;T4 KTemp C
267;10-02-2021;12:40:20;-59,4;T1 KTemp C;-48,9;T2 KTemp C;-48;T3 KTemp C;-48,6;T4 KTemp C
269;10-02-2021;12:41:20;-59,8;T1 KTemp C;-49,3;T2 KTemp C;-48,6;T3 KTemp C;-49,2;T4 KTemp C
271;10-02-2021;12:42:20;-60,2;T1 KTemp C;-49,7;T2 KTemp C;-48,9;T3 KTemp C;-49,4;T4 KTemp C
273;10-02-2021;12:43:20;-60,3;T1 KTemp C;-49,9;T2 KTemp C;-49,1;T3 KTemp C;-49,4;T4 KTemp C
275;10-02-2021;12:44:20;-60,3;T1 KTemp C;-50;T2 KTemp C;-49,4;T3 KTemp C;-49,5;T4 KTemp C
277;10-02-2021;12:45:20;-60,2;T1 KTemp C;-50,1;T2 KTemp C;-49,6;T3 KTemp C;-49,8;T4 KTemp C
279;10-02-2021;12:46:20;-60;T1 KTemp C;-50,1;T2 KTemp C;-49,6;T3 KTemp C;-49,7;T4 KTemp C
281;10-02-2021;12:47:20;-59,9;T1 KTemp C;-50,1;T2 KTemp C;-49,6;T3 KTemp C;-49,6;T4 KTemp C
283;10-02-2021;12:48:20;-59,7;T1 KTemp C;-50,2;T2 KTemp C;-49,6;T3 KTemp C;-49,5;T4 KTemp C
285;10-02-2021;12:49:20;-59,5;T1 KTemp C;-50,2;T2 KTemp C;-49,5;T3 KTemp C;-49,6;T4 KTemp C
287;10-02-2021;12:50:20;-59,2;T1 KTemp C;-50,1;T2 KTemp C;-49,4;T3 KTemp C;-49,4;T4 KTemp C
289;10-02-2021;12:51:20;-59;T1 KTemp C;-50;T2 KTemp C;-49,3;T3 KTemp C;-49,3;T4 KTemp C
291;10-02-2021;12:52:20;-58,9;T1 KTemp C;-50,1;T2 KTemp C;-49,5;T3 KTemp C;-49,2;T4 KTemp C
293;10-02-2021;12:53:20;-58,8;T1 KTemp C;-50,7;T2 KTemp C;-49,9;T3 KTemp C;-50;T4 KTemp C
295;10-02-2021;12:54:20;-59;T1 KTemp C;-51,2;T2 KTemp C;-50,4;T3 KTemp C;-50,4;T4 KTemp C
297;10-02-2021;12:55:20;-59,3;T1 KTemp C;-51,6;T2 KTemp C;-50,6;T3 KTemp C;-50,9;T4 KTemp C
299;10-02-2021;12:56:20;-59,7;T1 KTemp C;-51,9;T2 KTemp C;-50,8;T3 KTemp C;-51;T4 KTemp C
301;10-02-2021;12:57:20;-60,2;T1 KTemp C;-52,2;T2 KTemp C;-51,1;T3 KTemp C;-51,4;T4 KTemp C
303;10-02-2021;12:58:20;-60,8;T1 KTemp C;-52,5;T2 KTemp C;-51,4;T3 KTemp C;-51,7;T4 KTemp C
305;10-02-2021;12:59:20;-61,3;T1 KTemp C;-53,1;T2 KTemp C;-51,9;T3 KTemp C;-52,2;T4 KTemp C
307;10-02-2021;13:00:20;-61,7;T1 KTemp C;-53,4;T2 KTemp C;-52,5;T3 KTemp C;-52,9;T4 KTemp C
309;10-02-2021;13:01:20;-62,3;T1 KTemp C;-53,8;T2 KTemp C;-52,8;T3 KTemp C;-53,2;T4 KTemp C
311;10-02-2021;13:02:20;-62,7;T1 KTemp C;-54,4;T2 KTemp C;-53,3;T3 KTemp C;-53,7;T4 KTemp C
313;10-02-2021;13:03:20;-62,9;T1 KTemp C;-54,7;T2 KTemp C;-53,4;T3 KTemp C;-53,8;T4 KTemp C
315;10-02-2021;13:04:20;-63;T1 KTemp C;-54,8;T2 KTemp C;-53,8;T3 KTemp C;-54,1;T4 KTemp C
317;10-02-2021;13:05:20;-63;T1 KTemp C;-54,9;T2 KTemp C;-53,9;T3 KTemp C;-54,2;T4 KTemp C
319;10-02-2021;13:06:20;-62,9;T1 KTemp C;-54,9;T2 KTemp C;-54,1;T3 KTemp C;-54;T4 KTemp C
321;10-02-2021;13:07:20;-62,9;T1 KTemp C;-54,9;T2 KTemp C;-54,1;T3 KTemp C;-53,9;T4 KTemp C
323;10-02-2021;13:08:20;-62,7;T1 KTemp C;-54,8;T2 KTemp C;-54;T3 KTemp C;-53,9;T4 KTemp C
325;10-02-2021;13:09:20;-62,6;T1 KTemp C;-54,8;T2 KTemp C;-53,9;T3 KTemp C;-53,6;T4 KTemp C
327;10-02-2021;13:10:20;-62,2;T1 KTemp C;-54,6;T2 KTemp C;-53,8;T3 KTemp C;-53,5;T4 KTemp C
329;10-02-2021;13:11:20;-62,1;T1 KTemp C;-54,6;T2 KTemp C;-53,6;T3 KTemp C;-53,3;T4 KTemp C
331;10-02-2021;13:12:20;-61,8;T1 KTemp C;-54,4;T2 KTemp C;-53,5;T3 KTemp C;-53,3;T4 KTemp C
333;10-02-2021;13:13:20;-61,6;T1 KTemp C;-54,3;T2 KTemp C;-53,5;T3 KTemp C;-53,2;T4 KTemp C
335;10-02-2021;13:14:20;-61,4;T1 KTemp C;-54,3;T2 KTemp C;-53,4;T3 KTemp C;-53;T4 KTemp C
337;10-02-2021;13:15:20;-61,2;T1 KTemp C;-54;T2 KTemp C;-53,3;T3 KTemp C;-52,9;T4 KTemp C
339;10-02-2021;13:16:20;-60,9;T1 KTemp C;-53,9;T2 KTemp C;-53,2;T3 KTemp C;-52,7;T4 KTemp C
341;10-02-2021;13:17:20;-60,7;T1 KTemp C;-54,1;T2 KTemp C;-53,2;T3 KTemp C;-52,9;T4 KTemp C
343;10-02-2021;13:18:20;-60,7;T1 KTemp C;-54,6;T2 KTemp C;-53,5;T3 KTemp C;-53,5;T4 KTemp C
345;10-02-2021;13:19:20;-61;T1 KTemp C;-55,1;T2 KTemp C;-53,8;T3 KTemp C;-53,9;T4 KTemp C
347;10-02-2021;13:20:20;-61,3;T1 KTemp C;-55,3;T2 KTemp C;-54;T3 KTemp C;-54;T4 KTemp C
349;10-02-2021;13:21:20;-61,8;T1 KTemp C;-55,4;T2 KTemp C;-54,3;T3 KTemp C;-54,3;T4 KTemp C
351;10-02-2021;13:22:20;-62,4;T1 KTemp C;-55,7;T2 KTemp C;-54,5;T3 KTemp C;-54,5;T4 KTemp C
353;10-02-2021;13:23:20;-62,9;T1 KTemp C;-56;T2 KTemp C;-54,8;T3 KTemp C;-54,9;T4 KTemp C
355;10-02-2021;13:24:20;-63,4;T1 KTemp C;-56,3;T2 KTemp C;-55,2;T3 KTemp C;-55,2;T4 KTemp C
357;10-02-2021;13:25:20;-63,9;T1 KTemp C;-56,9;T2 KTemp C;-55,6;T3 KTemp C;-55,7;T4 KTemp C
359;10-02-2021;13:26:20;-64,3;T1 KTemp C;-57,2;T2 KTemp C;-55,9;T3 KTemp C;-56,3;T4 KTemp C
361;10-02-2021;13:27:20;-64,4;T1 KTemp C;-57,4;T2 KTemp C;-56;T3 KTemp C;-56,4;T4 KTemp C
363;10-02-2021;13:28:20;-64,6;T1 KTemp C;-57,6;T2 KTemp C;-56,3;T3 KTemp C;-56,4;T4 KTemp C
365;10-02-2021;13:29:20;-64,6;T1 KTemp C;-57,5;T2 KTemp C;-56,3;T3 KTemp C;-56,3;T4 KTemp C
367;10-02-2021;13:30:20;-64,6;T1 KTemp C;-57,6;T2 KTemp C;-56,3;T3 KTemp C;-56,3;T4 KTemp C
369;10-02-2021;13:31:20;-64,5;T1 KTemp C;-57,6;T2 KTemp C;-56,3;T3 KTemp C;-56,3;T4 KTemp C
371;10-02-2021;13:32:20;-64,4;T1 KTemp C;-57,6;T2 KTemp C;-56,4;T3 KTemp C;-56,3;T4 KTemp C
373;10-02-2021;13:33:20;-64,3;T1 KTemp C;-57,4;T2 KTemp C;-56,4;T3 KTemp C;-56,2;T4 KTemp C
375;10-02-2021;13:34:20;-64,2;T1 KTemp C;-57,4;T2 KTemp C;-56,2;T3 KTemp C;-56;T4 KTemp C
377;10-02-2021;13:35:20;-63,9;T1 KTemp C;-57,3;T2 KTemp C;-56,2;T3 KTemp C;-55,9;T4 KTemp C
379;10-02-2021;13:36:20;-63,7;T1 KTemp C;-57;T2 KTemp C;-56,1;T3 KTemp C;-55,7;T4 KTemp C
381;10-02-2021;13:37:20;-63,5;T1 KTemp C;-56,9;T2 KTemp C;-56;T3 KTemp C;-55,6;T4 KTemp C
383;10-02-2021;13:38:20;-63,2;T1 KTemp C;-56,7;T2 KTemp C;-55,8;T3 KTemp C;-55,3;T4 KTemp C
385;10-02-2021;13:39:20;-63;T1 KTemp C;-56,7;T2 KTemp C;-55,6;T3 KTemp C;-55,3;T4 KTemp C
387;10-02-2021;13:40:20;-62,6;T1 KTemp C;-56,5;T2 KTemp C;-55,4;T3 KTemp C;-55;T4 KTemp C
389;10-02-2021;13:41:20;-62,4;T1 KTemp C;-56,4;T2 KTemp C;-55,3;T3 KTemp C;-54,8;T4 KTemp C
391;10-02-2021;13:42:20;-62,2;T1 KTemp C;-56,3;T2 KTemp C;-55,1;T3 KTemp C;-54,6;T4 KTemp C
393;10-02-2021;13:43:20;-62,2;T1 KTemp C;-56,3;T2 KTemp C;-55,2;T3 KTemp C;-54,7;T4 KTemp C
395;10-02-2021;13:44:20;-62,1;T1 KTemp C;-56,9;T2 KTemp C;-55,6;T3 KTemp C;-55,2;T4 KTemp C
397;10-02-2021;13:45:20;-62,2;T1 KTemp C;-57,2;T2 KTemp C;-55,8;T3 KTemp C;-55,6;T4 KTemp C
399;10-02-2021;13:46:20;-62,5;T1 KTemp C;-57,4;T2 KTemp C;-56;T3 KTemp C;-55,8;T4 KTemp C
401;10-02-2021;13:47:20;-63,1;T1 KTemp C;-57,6;T2 KTemp C;-56,2;T3 KTemp C;-56;T4 KTemp C
403;10-02-2021;13:48:20;-63,5;T1 KTemp C;-57,8;T2 KTemp C;-56,3;T3 KTemp C;-56,3;T4 KTemp C
405;10-02-2021;13:49:20;-64;T1 KTemp C;-58;T2 KTemp C;-56,6;T3 KTemp C;-56,5;T4 KTemp C
407;10-02-2021;13:50:20;-64,6;T1 KTemp C;-58,3;T2 KTemp C;-56,9;T3 KTemp C;-56,9;T4 KTemp C
409;10-02-2021;13:51:20;-65;T1 KTemp C;-58,6;T2 KTemp C;-57,2;T3 KTemp C;-57,2;T4 KTemp C
411;10-02-2021;13:52:20;-65,5;T1 KTemp C;-59,1;T2 KTemp C;-57,5;T3 KTemp C;-57,7;T4 KTemp C
413;10-02-2021;13:53:20;-65,9;T1 KTemp C;-59,4;T2 KTemp C;-58;T3 KTemp C;-58,2;T4 KTemp C
415;10-02-2021;13:54:20;-66,2;T1 KTemp C;-59,7;T2 KTemp C;-58,1;T3 KTemp C;-58,3;T4 KTemp C
417;10-02-2021;13:55:20;-66,2;T1 KTemp C;-59,8;T2 KTemp C;-58,4;T3 KTemp C;-58,3;T4 KTemp C
419;10-02-2021;13:56:20;-66,3;T1 KTemp C;-59,9;T2 KTemp C;-58,4;T3 KTemp C;-58,1;T4 KTemp C
421;10-02-2021;13:57:20;-66,2;T1 KTemp C;-60;T2 KTemp C;-58,6;T3 KTemp C;-58,3;T4 KTemp C
423;10-02-2021;13:58:20;-66,2;T1 KTemp C;-59,8;T2 KTemp C;-58,4;T3 KTemp C;-58,3;T4 KTemp C
425;10-02-2021;13:59:20;-66,1;T1 KTemp C;-59,8;T2 KTemp C;-58,4;T3 KTemp C;-58,2;T4 KTemp C
427;10-02-2021;14:00:20;-65,9;T1 KTemp C;-59,7;T2 KTemp C;-58,3;T3 KTemp C;-58;T4 KTemp C
429;10-02-2021;14:01:20;-65,8;T1 KTemp C;-59,7;T2 KTemp C;-58,3;T3 KTemp C;-57,9;T4 KTemp C
431;10-02-2021;14:02:20;-65,6;T1 KTemp C;-59,7;T2 KTemp C;-58,1;T3 KTemp C;-57,7;T4 KTemp C
433;10-02-2021;14:03:20;-65,4;T1 KTemp C;-59,4;T2 KTemp C;-58;T3 KTemp C;-57,8;T4 KTemp C
435;10-02-2021;14:04:20;-65,1;T1 KTemp C;-59,2;T2 KTemp C;-57,8;T3 KTemp C;-57,5;T4 KTemp C
437;10-02-2021;14:05:20;-64,8;T1 KTemp C;-59;T2 KTemp C;-57,7;T3 KTemp C;-57,3;T4 KTemp C
439;10-02-2021;14:06:20;-64,6;T1 KTemp C;-59;T2 KTemp C;-57,6;T3 KTemp C;-57,2;T4 KTemp C
441;10-02-2021;14:07:20;-64,5;T1 KTemp C;-58,8;T2 KTemp C;-57,4;T3 KTemp C;-56,9;T4 KTemp C
443;10-02-2021;14:08:20;-64,3;T1 KTemp C;-58,6;T2 KTemp C;-57,3;T3 KTemp C;-56,8;T4 KTemp C
445;10-02-2021;14:09:20;-63,9;T1 KTemp C;-58,4;T2 KTemp C;-57,1;T3 KTemp C;-56,6;T4 KTemp C
447;10-02-2021;14:10:20;-63,7;T1 KTemp C;-58,4;T2 KTemp C;-56,9;T3 KTemp C;-56,4;T4 KTemp C
449;10-02-2021;14:11:20;-63,5;T1 KTemp C;-58,2;T2 KTemp C;-56,8;T3 KTemp C;-56,3;T4 KTemp C
451;10-02-2021;14:12:20;-63,2;T1 KTemp C;-58,1;T2 KTemp C;-56,7;T3 KTemp C;-56,2;T4 KTemp C
453;10-02-2021;14:13:20;-63;T1 KTemp C;-57,9;T2 KTemp C;-56,6;T3 KTemp C;-56,1;T4 KTemp C
455;10-02-2021;14:14:20;-62,9;T1 KTemp C;-58,4;T2 KTemp C;-56,9;T3 KTemp C;-56,4;T4 KTemp C
457;10-02-2021;14:15:20;-63;T1 KTemp C;-58,7;T2 KTemp C;-57,1;T3 KTemp C;-56,8;T4 KTemp C
459;10-02-2021;14:16:20;-63,2;T1 KTemp C;-59;T2 KTemp C;-57,3;T3 KTemp C;-57,1;T4 KTemp C
461;10-02-2021;14:17:20;-63,7;T1 KTemp C;-59;T2 KTemp C;-57,6;T3 KTemp C;-57,3;T4 KTemp C
