Place;Date;Time;Value;Unit;Value;Unit;Value;Unit;Value;Unit
34;24-12-2020;17:19:30;-024.5;T1 KTemp C;-032.4;T2 KTemp C;-025.2;T3 KTemp C;-022.3;T4 KTemp C
35;24-12-2020;17:20:00;-027.4;T1 KTemp C;-032.6;T2 KTemp C;-025.5;T3 KTemp C;-023.7;T4 KTemp C
36;24-12-2020;17:20:30;-025.2;T1 KTemp C;-032.6;T2 KTemp C;-025.7;T3 KTemp C;-024.2;T4 KTemp C
37;24-12-2020;17:21:00;-028.1;T1 KTemp C;-033.0;T2 KTemp C;-026.0;T3 KTemp C;-024.8;T4 KTemp C
38;24-12-2020;17:21:30;-025.0;T1 KTemp C;-033.3;T2 KTemp C;-026.2;T3 KTemp C;-025.3;T4 KTemp C
39;24-12-2020;17:22:00;-024.7;T1 KTemp C;-033.7;T2 KTemp C;-026.6;T3 KTemp C;-025.6;T4 KTemp C
40;24-12-2020;17:22:30;-025.5;T1 KTemp C;-033.9;T2 KTemp C;-026.9;T3 KTemp C;-026.0;T4 KTemp C
41;24-12-2020;17:23:00;-025.7;T1 KTemp C;-034.3;T2 KTemp C;-027.2;T3 KTemp C;-026.3;T4 KTemp C
42;24-12-2020;17:23:30;-026.8;T1 KTemp C;-034.7;T2 KTemp C;-027.7;T3 KTemp C;-026.7;T4 KTemp C
43;24-12-2020;17:24:00;-026.8;T1 KTemp C;-035.3;T2 KTemp C;-027.9;T3 KTemp C;-027.0;T4 KTemp C
44;24-12-2020;17:24:30;-028.0;T1 KTemp C;-035.5;T2 KTemp C;-028.2;T3 KTemp C;-027.2;T4 KTemp C
45;24-12-2020;17:25:00;-027.4;T1 KTemp C;-036.0;T2 KTemp C;-028.6;T3 KTemp C;-027.5;T4 KTemp C
46;24-12-2020;17:25:30;-027.7;T1 KTemp C;-036.3;T2 KTemp C;-028.9;T3 KTemp C;-027.8;T4 KTemp C
47;24-12-2020;17:26:00;-028.3;T1 KTemp C;-036.7;T2 KTemp C;-029.3;T3 KTemp C;-028.1;T4 KTemp C
48;24-12-2020;17:26:30;-027.9;T1 KTemp C;-037.1;T2 KTemp C;-029.6;T3 KTemp C;-028.4;T4 KTemp C
49;24-12-2020;17:27:00;-027.4;T1 KTemp C;-037.6;T2 KTemp C;-030.0;T3 KTemp C;-028.8;T4 KTemp C
50;24-12-2020;17:27:30;-028.6;T1 KTemp C;-037.9;T2 KTemp C;-030.4;T3 KTemp C;-029.1;T4 KTemp C
51;24-12-2020;17:28:00;-028.7;T1 KTemp C;-038.3;T2 KTemp C;-030.7;T3 KTemp C;-029.2;T4 KTemp C
52;24-12-2020;17:28:30;-028.7;T1 KTemp C;-038.5;T2 KTemp C;-031.0;T3 KTemp C;-029.7;T4 KTemp C
53;24-12-2020;17:29:00;-029.9;T1 KTemp C;-038.8;T2 KTemp C;-031.4;T3 KTemp C;-030.0;T4 KTemp C
54;24-12-2020;17:29:30;-029.1;T1 KTemp C;-039.3;T2 KTemp C;-031.8;T3 KTemp C;-030.4;T4 KTemp C
55;24-12-2020;17:30:00;-029.9;T1 KTemp C;-039.6;T2 KTemp C;-032.2;T3 KTemp C;-030.7;T4 KTemp C
56;24-12-2020;17:30:30;-030.8;T1 KTemp C;-040.0;T2 KTemp C;-032.5;T3 KTemp C;-031.1;T4 KTemp C
57;24-12-2020;17:31:00;-029.6;T1 KTemp C;-040.3;T2 KTemp C;-032.8;T3 KTemp C;-031.3;T4 KTemp C
58;24-12-2020;17:31:30;-030.6;T1 KTemp C;-040.7;T2 KTemp C;-033.2;T3 KTemp C;-031.7;T4 KTemp C
59;24-12-2020;17:32:00;-030.1;T1 KTemp C;-041.0;T2 KTemp C;-033.6;T3 KTemp C;-032.0;T4 KTemp C
60;24-12-2020;17:32:30;-030.6;T1 KTemp C;-041.2;T2 KTemp C;-034.0;T3 KTemp C;-032.3;T4 KTemp C
61;24-12-2020;17:33:00;-030.8;T1 KTemp C;-041.7;T2 KTemp C;-034.3;T3 KTemp C;-032.6;T4 KTemp C
62;24-12-2020;17:33:30;-032.3;T1 KTemp C;-042.0;T2 KTemp C;-034.8;T3 KTemp C;-033.0;T4 KTemp C
63;24-12-2020;17:34:00;-032.8;T1 KTemp C;-042.4;T2 KTemp C;-035.2;T3 KTemp C;-033.2;T4 KTemp C
64;24-12-2020;17:34:30;-031.5;T1 KTemp C;-042.7;T2 KTemp C;-035.5;T3 KTemp C;-033.6;T4 KTemp C
65;24-12-2020;17:35:00;-032.9;T1 KTemp C;-043.1;T2 KTemp C;-036.0;T3 KTemp C;-033.8;T4 KTemp C
66;24-12-2020;17:35:30;-033.2;T1 KTemp C;-043.6;T2 KTemp C;-036.4;T3 KTemp C;-034.3;T4 KTemp C
67;24-12-2020;17:36:00;-033.5;T1 KTemp C;-043.8;T2 KTemp C;-036.8;T3 KTemp C;-034.7;T4 KTemp C
68;24-12-2020;17:36:30;-033.8;T1 KTemp C;-044.2;T2 KTemp C;-037.2;T3 KTemp C;-035.0;T4 KTemp C
69;24-12-2020;17:37:00;-034.1;T1 KTemp C;-044.5;T2 KTemp C;-037.5;T3 KTemp C;-035.1;T4 KTemp C
70;24-12-2020;17:37:30;-034.5;T1 KTemp C;-045.0;T2 KTemp C;-038.0;T3 KTemp C;-035.5;T4 KTemp C
71;24-12-2020;17:38:00;-035.7;T1 KTemp C;-045.2;T2 KTemp C;-038.2;T3 KTemp C;-035.6;T4 KTemp C
72;24-12-2020;17:38:30;-034.0;T1 KTemp C;-045.7;T2 KTemp C;-038.7;T3 KTemp C;-036.2;T4 KTemp C
73;24-12-2020;17:39:00;-036.1;T1 KTemp C;-046.2;T2 KTemp C;-039.1;T3 KTemp C;-036.6;T4 KTemp C
74;24-12-2020;17:39:30;-035.5;T1 KTemp C;-046.4;T2 KTemp C;-039.4;T3 KTemp C;-036.9;T4 KTemp C
75;24-12-2020;17:40:00;-034.9;T1 KTemp C;-047.2;T2 KTemp C;-039.8;T3 KTemp C;-037.3;T4 KTemp C
76;24-12-2020;17:40:30;-036.3;T1 KTemp C;-047.6;T2 KTemp C;-040.1;T3 KTemp C;-037.7;T4 KTemp C
77;24-12-2020;17:41:00;-036.5;T1 KTemp C;-047.9;T2 KTemp C;-040.5;T3 KTemp C;-038.0;T4 KTemp C
78;24-12-2020;17:41:30;-037.7;T1 KTemp C;-048.4;T2 KTemp C;-040.9;T3 KTemp C;-038.3;T4 KTemp C
79;24-12-2020;17:42:00;-037.7;T1 KTemp C;-048.8;T2 KTemp C;-041.4;T3 KTemp C;-038.8;T4 KTemp C
80;24-12-2020;17:42:30;-038.2;T1 KTemp C;-049.4;T2 KTemp C;-041.6;T3 KTemp C;-039.1;T4 KTemp C
81;24-12-2020;17:43:00;-037.7;T1 KTemp C;-049.7;T2 KTemp C;-042.1;T3 KTemp C;-039.5;T4 KTemp C
82;24-12-2020;17:43:30;-038.0;T1 KTemp C;-050.1;T2 KTemp C;-042.4;T3 KTemp C;-039.8;T4 KTemp C
83;24-12-2020;17:44:00;-038.6;T1 KTemp C;-050.7;T2 KTemp C;-042.7;T3 KTemp C;-040.2;T4 KTemp C
84;24-12-2020;17:44:30;-039.6;T1 KTemp C;-051.0;T2 KTemp C;-043.1;T3 KTemp C;-040.7;T4 KTemp C
85;24-12-2020;17:45:00;-038.9;T1 KTemp C;-051.4;T2 KTemp C;-043.6;T3 KTemp C;-040.6;T4 KTemp C
86;24-12-2020;17:45:30;-039.6;T1 KTemp C;-051.9;T2 KTemp C;-044.0;T3 KTemp C;-041.3;T4 KTemp C
87;24-12-2020;17:46:00;-039.7;T1 KTemp C;-052.4;T2 KTemp C;-044.3;T3 KTemp C;-041.5;T4 KTemp C
88;24-12-2020;17:46:30;-039.1;T1 KTemp C;-053.0;T2 KTemp C;-044.7;T3 KTemp C;-042.1;T4 KTemp C
89;24-12-2020;17:47:00;-040.3;T1 KTemp C;-053.4;T2 KTemp C;-045.0;T3 KTemp C;-042.4;T4 KTemp C
90;24-12-2020;17:47:30;-041.5;T1 KTemp C;-053.7;T2 KTemp C;-045.4;T3 KTemp C;-042.8;T4 KTemp C
91;24-12-2020;17:48:00;-041.0;T1 KTemp C;-054.1;T2 KTemp C;-045.8;T3 KTemp C;-042.9;T4 KTemp C
92;24-12-2020;17:48:30;-040.8;T1 KTemp C;-054.6;T2 KTemp C;-046.2;T3 KTemp C;-043.6;T4 KTemp C
93;24-12-2020;17:49:00;-041.8;T1 KTemp C;-055.1;T2 KTemp C;-046.6;T3 KTemp C;-044.0;T4 KTemp C
94;24-12-2020;17:49:30;-041.2;T1 KTemp C;-055.6;T2 KTemp C;-047.0;T3 KTemp C;-044.5;T4 KTemp C
95;24-12-2020;17:50:00;-042.6;T1 KTemp C;-056.0;T2 KTemp C;-047.5;T3 KTemp C;-044.7;T4 KTemp C
96;24-12-2020;17:50:30;-039.8;T1 KTemp C;-056.5;T2 KTemp C;-047.7;T3 KTemp C;-045.1;T4 KTemp C
97;24-12-2020;17:51:00;-043.1;T1 KTemp C;-057.0;T2 KTemp C;-048.1;T3 KTemp C;-045.4;T4 KTemp C
98;24-12-2020;17:51:30;-043.5;T1 KTemp C;-057.3;T2 KTemp C;-048.5;T3 KTemp C;-045.9;T4 KTemp C
99;24-12-2020;17:52:00;-043.6;T1 KTemp C;-057.9;T2 KTemp C;-048.8;T3 KTemp C;-046.1;T4 KTemp C
100;24-12-2020;17:52:30;-043.5;T1 KTemp C;-058.2;T2 KTemp C;-049.2;T3 KTemp C;-046.7;T4 KTemp C
101;24-12-2020;17:53:00;-044.6;T1 KTemp C;-058.6;T2 KTemp C;-049.5;T3 KTemp C;-046.9;T4 KTemp C
102;24-12-2020;17:53:30;-044.2;T1 KTemp C;-059.1;T2 KTemp C;-049.8;T3 KTemp C;-047.4;T4 KTemp C
103;24-12-2020;17:54:00;-044.7;T1 KTemp C;-059.5;T2 KTemp C;-050.2;T3 KTemp C;-047.8;T4 KTemp C
104;24-12-2020;17:54:30;-045.6;T1 KTemp C;-059.8;T2 KTemp C;-050.6;T3 KTemp C;-048.0;T4 KTemp C
105;24-12-2020;17:55:00;-045.2;T1 KTemp C;-060.3;T2 KTemp C;-050.9;T3 KTemp C;-048.5;T4 KTemp C
106;24-12-2020;17:55:30;-045.5;T1 KTemp C;-060.6;T2 KTemp C;-051.2;T3 KTemp C;-048.6;T4 KTemp C
107;24-12-2020;17:56:00;-046.5;T1 KTemp C;-061.1;T2 KTemp C;-051.5;T3 KTemp C;-049.1;T4 KTemp C
108;24-12-2020;17:56:30;-046.6;T1 KTemp C;-061.4;T2 KTemp C;-051.8;T3 KTemp C;-049.3;T4 KTemp C
109;24-12-2020;17:57:00;-046.4;T1 KTemp C;-061.9;T2 KTemp C;-052.2;T3 KTemp C;-049.8;T4 KTemp C
110;24-12-2020;17:57:30;-047.8;T1 KTemp C;-062.4;T2 KTemp C;-052.5;T3 KTemp C;-050.1;T4 KTemp C
111;24-12-2020;17:58:00;-047.2;T1 KTemp C;-062.7;T2 KTemp C;-052.8;T3 KTemp C;-050.5;T4 KTemp C
112;24-12-2020;17:58:30;-047.8;T1 KTemp C;-063.0;T2 KTemp C;-053.2;T3 KTemp C;-050.9;T4 KTemp C
113;24-12-2020;17:59:00;-047.6;T1 KTemp C;-063.3;T2 KTemp C;-053.4;T3 KTemp C;-051.3;T4 KTemp C
114;24-12-2020;17:59:30;-048.5;T1 KTemp C;-063.8;T2 KTemp C;-053.8;T3 KTemp C;-051.7;T4 KTemp C
115;24-12-2020;18:00:00;-048.0;T1 KTemp C;-064.5;T2 KTemp C;-054.1;T3 KTemp C;-052.0;T4 KTemp C
116;24-12-2020;18:00:30;-049.4;T1 KTemp C;-065.2;T2 KTemp C;-054.4;T3 KTemp C;-052.3;T4 KTemp C
117;24-12-2020;18:01:00;-048.8;T1 KTemp C;-065.8;T2 KTemp C;-054.7;T3 KTemp C;-052.7;T4 KTemp C
118;24-12-2020;18:01:30;-050.3;T1 KTemp C;-066.3;T2 KTemp C;-055.0;T3 KTemp C;-053.1;T4 KTemp C
119;24-12-2020;18:02:00;-050.3;T1 KTemp C;-066.8;T2 KTemp C;-055.3;T3 KTemp C;-053.4;T4 KTemp C
120;24-12-2020;18:02:30;-049.8;T1 KTemp C;-067.2;T2 KTemp C;-055.6;T3 KTemp C;-053.9;T4 KTemp C
121;24-12-2020;18:03:00;-052.1;T1 KTemp C;-067.6;T2 KTemp C;-055.9;T3 KTemp C;-054.3;T4 KTemp C
122;24-12-2020;18:03:30;-051.9;T1 KTemp C;-067.9;T2 KTemp C;-056.1;T3 KTemp C;-054.7;T4 KTemp C
123;24-12-2020;18:04:00;-051.5;T1 KTemp C;-068.4;T2 KTemp C;-056.4;T3 KTemp C;-055.1;T4 KTemp C
124;24-12-2020;18:04:30;-052.3;T1 KTemp C;-068.7;T2 KTemp C;-056.7;T3 KTemp C;-055.4;T4 KTemp C
125;24-12-2020;18:05:00;-052.6;T1 KTemp C;-068.9;T2 KTemp C;-057.0;T3 KTemp C;-055.7;T4 KTemp C
126;24-12-2020;18:05:30;-052.1;T1 KTemp C;-069.3;T2 KTemp C;-057.3;T3 KTemp C;-056.1;T4 KTemp C
127;24-12-2020;18:06:00;-052.9;T1 KTemp C;-069.7;T2 KTemp C;-057.6;T3 KTemp C;-056.5;T4 KTemp C
128;24-12-2020;18:06:30;-053.9;T1 KTemp C;-070.1;T2 KTemp C;-057.9;T3 KTemp C;-056.8;T4 KTemp C
129;24-12-2020;18:07:00;-054.6;T1 KTemp C;-070.3;T2 KTemp C;-058.1;T3 KTemp C;-057.2;T4 KTemp C
130;24-12-2020;18:07:30;-054.0;T1 KTemp C;-070.5;T2 KTemp C;-058.4;T3 KTemp C;-057.4;T4 KTemp C
131;24-12-2020;18:08:00;-055.1;T1 KTemp C;-070.8;T2 KTemp C;-058.5;T3 KTemp C;-057.8;T4 KTemp C
132;24-12-2020;18:08:30;-055.4;T1 KTemp C;-071.2;T2 KTemp C;-058.8;T3 KTemp C;-058.0;T4 KTemp C
133;24-12-2020;18:09:00;-055.7;T1 KTemp C;-071.6;T2 KTemp C;-059.1;T3 KTemp C;-058.3;T4 KTemp C
134;24-12-2020;18:09:30;-055.5;T1 KTemp C;-072.1;T2 KTemp C;-059.3;T3 KTemp C;-058.6;T4 KTemp C
135;24-12-2020;18:10:00;-056.3;T1 KTemp C;-072.5;T2 KTemp C;-059.6;T3 KTemp C;-059.0;T4 KTemp C
136;24-12-2020;18:10:30;-056.9;T1 KTemp C;-072.2;T2 KTemp C;-059.9;T3 KTemp C;-059.3;T4 KTemp C
137;24-12-2020;18:11:00;-056.4;T1 KTemp C;-072.4;T2 KTemp C;-060.2;T3 KTemp C;-059.6;T4 KTemp C
138;24-12-2020;18:11:30;-057.5;T1 KTemp C;-072.6;T2 KTemp C;-060.3;T3 KTemp C;-059.9;T4 KTemp C
139;24-12-2020;18:12:00;-058.5;T1 KTemp C;-073.0;T2 KTemp C;-060.6;T3 KTemp C;-060.1;T4 KTemp C
140;24-12-2020;18:12:30;-058.1;T1 KTemp C;-073.0;T2 KTemp C;-060.8;T3 KTemp C;-060.4;T4 KTemp C
141;24-12-2020;18:13:00;-059.0;T1 KTemp C;-073.3;T2 KTemp C;-061.1;T3 KTemp C;-060.8;T4 KTemp C
142;24-12-2020;18:13:30;-058.8;T1 KTemp C;-073.6;T2 KTemp C;-061.3;T3 KTemp C;-061.1;T4 KTemp C
143;24-12-2020;18:14:00;-059.9;T1 KTemp C;-073.7;T2 KTemp C;-061.5;T3 KTemp C;-061.3;T4 KTemp C
144;24-12-2020;18:14:30;-059.4;T1 KTemp C;-073.8;T2 KTemp C;-061.8;T3 KTemp C;-061.6;T4 KTemp C
145;24-12-2020;18:15:00;-059.1;T1 KTemp C;-073.9;T2 KTemp C;-062.1;T3 KTemp C;-061.8;T4 KTemp C
146;24-12-2020;18:15:30;-059.8;T1 KTemp C;-074.0;T2 KTemp C;-062.3;T3 KTemp C;-062.1;T4 KTemp C
147;24-12-2020;18:16:00;-061.1;T1 KTemp C;-074.2;T2 KTemp C;-062.5;T3 KTemp C;-062.4;T4 KTemp C
148;24-12-2020;18:16:30;-060.6;T1 KTemp C;-074.3;T2 KTemp C;-062.7;T3 KTemp C;-062.6;T4 KTemp C
149;24-12-2020;18:17:00;-061.0;T1 KTemp C;-074.2;T2 KTemp C;-063.0;T3 KTemp C;-063.0;T4 KTemp C
150;24-12-2020;18:17:30;-061.6;T1 KTemp C;-074.5;T2 KTemp C;-063.3;T3 KTemp C;-063.3;T4 KTemp C
151;24-12-2020;18:18:00;-061.4;T1 KTemp C;-074.7;T2 KTemp C;-063.5;T3 KTemp C;-063.6;T4 KTemp C
152;24-12-2020;18:18:30;-062.2;T1 KTemp C;-074.7;T2 KTemp C;-063.8;T3 KTemp C;-063.8;T4 KTemp C
153;24-12-2020;18:19:00;-062.4;T1 KTemp C;-075.0;T2 KTemp C;-064.0;T3 KTemp C;-064.1;T4 KTemp C
154;24-12-2020;18:19:30;-063.6;T1 KTemp C;-074.9;T2 KTemp C;-064.2;T3 KTemp C;-064.4;T4 KTemp C
155;24-12-2020;18:20:00;-063.2;T1 KTemp C;-075.1;T2 KTemp C;-064.4;T3 KTemp C;-064.5;T4 KTemp C
156;24-12-2020;18:20:30;-064.0;T1 KTemp C;-075.3;T2 KTemp C;-064.7;T3 KTemp C;-064.8;T4 KTemp C
157;24-12-2020;18:21:00;-064.6;T1 KTemp C;-075.3;T2 KTemp C;-064.8;T3 KTemp C;-065.0;T4 KTemp C
158;24-12-2020;18:21:30;-063.8;T1 KTemp C;-075.4;T2 KTemp C;-065.0;T3 KTemp C;-065.3;T4 KTemp C
159;24-12-2020;18:22:00;-064.2;T1 KTemp C;-075.6;T2 KTemp C;-065.3;T3 KTemp C;-065.5;T4 KTemp C
160;24-12-2020;18:22:30;-064.5;T1 KTemp C;-075.6;T2 KTemp C;-065.5;T3 KTemp C;-065.7;T4 KTemp C
161;24-12-2020;18:23:00;-064.9;T1 KTemp C;-075.8;T2 KTemp C;-065.6;T3 KTemp C;-065.9;T4 KTemp C
162;24-12-2020;18:23:30;-065.8;T1 KTemp C;-076.0;T2 KTemp C;-065.9;T3 KTemp C;-066.1;T4 KTemp C
163;24-12-2020;18:24:00;-065.5;T1 KTemp C;-076.1;T2 KTemp C;-066.1;T3 KTemp C;-066.3;T4 KTemp C
164;24-12-2020;18:24:30;-065.6;T1 KTemp C;-076.3;T2 KTemp C;-066.3;T3 KTemp C;-066.6;T4 KTemp C
165;24-12-2020;18:25:00;-065.9;T1 KTemp C;-076.3;T2 KTemp C;-066.5;T3 KTemp C;-066.8;T4 KTemp C
166;24-12-2020;18:25:30;-066.2;T1 KTemp C;-076.4;T2 KTemp C;-066.6;T3 KTemp C;-067.0;T4 KTemp C
167;24-12-2020;18:26:00;-066.5;T1 KTemp C;-076.5;T2 KTemp C;-066.8;T3 KTemp C;-067.2;T4 KTemp C
168;24-12-2020;18:26:30;-066.4;T1 KTemp C;-076.6;T2 KTemp C;-067.0;T3 KTemp C;-067.4;T4 KTemp C
169;24-12-2020;18:27:00;-067.8;T1 KTemp C;-076.6;T2 KTemp C;-067.2;T3 KTemp C;-067.6;T4 KTemp C
170;24-12-2020;18:27:30;-067.4;T1 KTemp C;-076.8;T2 KTemp C;-067.4;T3 KTemp C;-067.8;T4 KTemp C
171;24-12-2020;18:28:00;-067.5;T1 KTemp C;-076.9;T2 KTemp C;-067.5;T3 KTemp C;-068.0;T4 KTemp C
172;24-12-2020;18:28:30;-067.0;T1 KTemp C;-077.0;T2 KTemp C;-067.8;T3 KTemp C;-068.1;T4 KTemp C
173;24-12-2020;18:29:00;-067.9;T1 KTemp C;-077.0;T2 KTemp C;-067.9;T3 KTemp C;-068.4;T4 KTemp C
174;24-12-2020;18:29:30;-068.4;T1 KTemp C;-077.2;T2 KTemp C;-068.1;T3 KTemp C;-068.6;T4 KTemp C
175;24-12-2020;18:30:00;-068.7;T1 KTemp C;-077.2;T2 KTemp C;-068.2;T3 KTemp C;-068.7;T4 KTemp C
176;24-12-2020;18:30:30;-068.8;T1 KTemp C;-077.4;T2 KTemp C;-068.4;T3 KTemp C;-069.0;T4 KTemp C
177;24-12-2020;18:31:00;-069.1;T1 KTemp C;-077.4;T2 KTemp C;-068.6;T3 KTemp C;-069.1;T4 KTemp C
178;24-12-2020;18:31:30;-069.3;T1 KTemp C;-077.4;T2 KTemp C;-068.7;T3 KTemp C;-069.3;T4 KTemp C
179;24-12-2020;18:32:00;-069.6;T1 KTemp C;-077.6;T2 KTemp C;-068.9;T3 KTemp C;-069.6;T4 KTemp C
180;24-12-2020;18:32:30;-069.8;T1 KTemp C;-077.7;T2 KTemp C;-069.0;T3 KTemp C;-069.7;T4 KTemp C
181;24-12-2020;18:33:00;-070.0;T1 KTemp C;-077.8;T2 KTemp C;-069.3;T3 KTemp C;-069.9;T4 KTemp C
182;24-12-2020;18:33:30;-070.3;T1 KTemp C;-077.8;T2 KTemp C;-069.4;T3 KTemp C;-070.0;T4 KTemp C
183;24-12-2020;18:34:00;-069.7;T1 KTemp C;-077.9;T2 KTemp C;-069.6;T3 KTemp C;-070.3;T4 KTemp C
184;24-12-2020;18:34:30;-070.7;T1 KTemp C;-077.8;T2 KTemp C;-069.7;T3 KTemp C;-070.4;T4 KTemp C
185;24-12-2020;18:35:00;-071.0;T1 KTemp C;-077.4;T2 KTemp C;-069.9;T3 KTemp C;-070.6;T4 KTemp C
186;24-12-2020;18:35:30;-071.2;T1 KTemp C;-077.1;T2 KTemp C;-070.0;T3 KTemp C;-070.7;T4 KTemp C
187;24-12-2020;18:36:00;-070.6;T1 KTemp C;-076.9;T2 KTemp C;-070.1;T3 KTemp C;-070.8;T4 KTemp C
188;24-12-2020;18:36:30;-071.0;T1 KTemp C;-076.7;T2 KTemp C;-070.2;T3 KTemp C;-071.0;T4 KTemp C
189;24-12-2020;18:37:00;-071.1;T1 KTemp C;-076.4;T2 KTemp C;-070.3;T3 KTemp C;-071.0;T4 KTemp C
190;24-12-2020;18:37:30;-071.8;T1 KTemp C;-076.2;T2 KTemp C;-070.4;T3 KTemp C;-071.0;T4 KTemp C
191;24-12-2020;18:38:00;-071.3;T1 KTemp C;-076.0;T2 KTemp C;-070.5;T3 KTemp C;-071.1;T4 KTemp C
192;24-12-2020;18:38:30;-072.1;T1 KTemp C;-075.8;T2 KTemp C;-070.6;T3 KTemp C;-071.1;T4 KTemp C
193;24-12-2020;18:39:00;-072.3;T1 KTemp C;-075.6;T2 KTemp C;-070.7;T3 KTemp C;-071.2;T4 KTemp C
194;24-12-2020;18:39:30;-072.1;T1 KTemp C;-075.3;T2 KTemp C;-070.7;T3 KTemp C;-071.2;T4 KTemp C
195;24-12-2020;18:40:00;-072.6;T1 KTemp C;-075.2;T2 KTemp C;-070.8;T3 KTemp C;-071.2;T4 KTemp C
