Place;Date;Time;Value;Unit;Value;Unit;Value;Unit;Value;Unit
145;23-01-2021;9:11:45;20,2;T1 KTemp C;-12,1;T2 KTemp C;-13,6;T3 KTemp C;9,3;T4 KTemp C
147;23-01-2021;9:12:45;20,2;T1 KTemp C;-13,5;T2 KTemp C;-13,8;T3 KTemp C;7,3;T4 KTemp C
149;23-01-2021;9:13:45;20,3;T1 KTemp C;-14,9;T2 KTemp C;-15,6;T3 KTemp C;6,1;T4 KTemp C
151;23-01-2021;9:14:45;20,3;T1 KTemp C;-16,2;T2 KTemp C;-15,9;T3 KTemp C;4;T4 KTemp C
153;23-01-2021;9:15:45;20,3;T1 KTemp C;-17;T2 KTemp C;-17,1;T3 KTemp C;3,2;T4 KTemp C
155;23-01-2021;9:16:45;20,3;T1 KTemp C;-18,2;T2 KTemp C;-18;T3 KTemp C;2,8;T4 KTemp C
157;23-01-2021;9:17:45;20,3;T1 KTemp C;-19,1;T2 KTemp C;-19,1;T3 KTemp C;1,1;T4 KTemp C
159;23-01-2021;9:18:45;20,3;T1 KTemp C;-20,2;T2 KTemp C;-19,9;T3 KTemp C;-0,5;T4 KTemp C
161;23-01-2021;9:19:45;20,3;T1 KTemp C;-21;T2 KTemp C;-20,8;T3 KTemp C;-1,7;T4 KTemp C
163;23-01-2021;9:20:45;20,3;T1 KTemp C;-21,7;T2 KTemp C;-21,7;T3 KTemp C;-3,4;T4 KTemp C
165;23-01-2021;9:21:45;20,3;T1 KTemp C;-22,7;T2 KTemp C;-22,8;T3 KTemp C;-4,3;T4 KTemp C
167;23-01-2021;9:22:45;20,3;T1 KTemp C;-23,5;T2 KTemp C;-23,5;T3 KTemp C;-6;T4 KTemp C
169;23-01-2021;9:23:45;20,3;T1 KTemp C;-24,2;T2 KTemp C;-24,2;T3 KTemp C;-6,6;T4 KTemp C
171;23-01-2021;9:24:45;20,3;T1 KTemp C;-24,9;T2 KTemp C;-24,8;T3 KTemp C;-7,8;T4 KTemp C
173;23-01-2021;9:25:45;20,3;T1 KTemp C;-25,7;T2 KTemp C;-25,3;T3 KTemp C;-8,7;T4 KTemp C
175;23-01-2021;9:26:45;20,3;T1 KTemp C;-26,3;T2 KTemp C;-26,5;T3 KTemp C;-10,1;T4 KTemp C
177;23-01-2021;9:27:45;20,3;T1 KTemp C;-27,1;T2 KTemp C;-26,5;T3 KTemp C;-10,7;T4 KTemp C
179;23-01-2021;9:28:45;20,3;T1 KTemp C;-27,8;T2 KTemp C;-27,2;T3 KTemp C;-11,6;T4 KTemp C
181;23-01-2021;9:29:45;20,3;T1 KTemp C;-28,4;T2 KTemp C;-28,3;T3 KTemp C;-12,8;T4 KTemp C
183;23-01-2021;9:30:45;20,3;T1 KTemp C;-29,1;T2 KTemp C;-29,1;T3 KTemp C;-14,1;T4 KTemp C
185;23-01-2021;9:31:45;20,3;T1 KTemp C;-29,8;T2 KTemp C;-29,7;T3 KTemp C;-15,4;T4 KTemp C
187;23-01-2021;9:32:45;20,3;T1 KTemp C;-30,5;T2 KTemp C;-29,9;T3 KTemp C;-15,9;T4 KTemp C
189;23-01-2021;9:33:45;20,3;T1 KTemp C;-31;T2 KTemp C;-30,6;T3 KTemp C;-17,5;T4 KTemp C
191;23-01-2021;9:34:45;20,3;T1 KTemp C;-31,6;T2 KTemp C;-31,1;T3 KTemp C;-19,1;T4 KTemp C
193;23-01-2021;9:35:45;20,3;T1 KTemp C;-32,2;T2 KTemp C;-31,8;T3 KTemp C;-20;T4 KTemp C
195;23-01-2021;9:36:45;20,3;T1 KTemp C;-32,7;T2 KTemp C;-32,3;T3 KTemp C;-20,6;T4 KTemp C
197;23-01-2021;9:37:45;20,3;T1 KTemp C;-33,4;T2 KTemp C;-32,8;T3 KTemp C;-21,1;T4 KTemp C
199;23-01-2021;9:38:45;20,3;T1 KTemp C;-34;T2 KTemp C;-33,5;T3 KTemp C;-22,7;T4 KTemp C
201;23-01-2021;9:39:45;20,3;T1 KTemp C;-34,5;T2 KTemp C;-34,1;T3 KTemp C;-22,6;T4 KTemp C
203;23-01-2021;9:40:45;20,3;T1 KTemp C;-35,1;T2 KTemp C;-34,6;T3 KTemp C;-24,4;T4 KTemp C
205;23-01-2021;9:41:45;20,3;T1 KTemp C;-35,4;T2 KTemp C;-35,2;T3 KTemp C;-24,8;T4 KTemp C
207;23-01-2021;9:42:45;20,3;T1 KTemp C;-35,9;T2 KTemp C;-35,7;T3 KTemp C;-26;T4 KTemp C
209;23-01-2021;9:43:45;20,3;T1 KTemp C;-36,6;T2 KTemp C;-36,5;T3 KTemp C;-26,4;T4 KTemp C
211;23-01-2021;9:44:45;20,3;T1 KTemp C;-37,2;T2 KTemp C;-36,9;T3 KTemp C;-27,2;T4 KTemp C
213;23-01-2021;9:45:45;20,3;T1 KTemp C;-37,7;T2 KTemp C;-37,8;T3 KTemp C;-27,6;T4 KTemp C
215;23-01-2021;9:46:45;20,3;T1 KTemp C;-38,5;T2 KTemp C;-38,1;T3 KTemp C;-28,4;T4 KTemp C
217;23-01-2021;9:47:45;20,3;T1 KTemp C;-38,8;T2 KTemp C;-38,5;T3 KTemp C;-29,4;T4 KTemp C
219;23-01-2021;9:48:45;20,3;T1 KTemp C;-39,3;T2 KTemp C;-39,3;T3 KTemp C;-30,3;T4 KTemp C
221;23-01-2021;9:49:45;20,3;T1 KTemp C;-39,8;T2 KTemp C;-39,6;T3 KTemp C;-30,5;T4 KTemp C
223;23-01-2021;9:50:45;20,3;T1 KTemp C;-40,3;T2 KTemp C;-40;T3 KTemp C;-31,7;T4 KTemp C
225;23-01-2021;9:51:45;20,3;T1 KTemp C;-40,7;T2 KTemp C;-40,5;T3 KTemp C;-32,8;T4 KTemp C
227;23-01-2021;9:52:45;20,3;T1 KTemp C;-41,3;T2 KTemp C;-40,7;T3 KTemp C;-33,1;T4 KTemp C
229;23-01-2021;9:53:45;20,3;T1 KTemp C;-41,8;T2 KTemp C;-41,9;T3 KTemp C;-33,8;T4 KTemp C
231;23-01-2021;9:54:45;20,3;T1 KTemp C;-42,2;T2 KTemp C;-42,2;T3 KTemp C;-34,6;T4 KTemp C
233;23-01-2021;9:55:45;20,3;T1 KTemp C;-42,6;T2 KTemp C;-42,5;T3 KTemp C;-34,8;T4 KTemp C
235;23-01-2021;9:56:45;20,3;T1 KTemp C;-43,2;T2 KTemp C;-42,9;T3 KTemp C;-35,5;T4 KTemp C
237;23-01-2021;9:57:45;20,3;T1 KTemp C;-43,8;T2 KTemp C;-43,4;T3 KTemp C;-36,7;T4 KTemp C
239;23-01-2021;9:58:45;20,3;T1 KTemp C;-44,2;T2 KTemp C;-44,2;T3 KTemp C;-37;T4 KTemp C
241;23-01-2021;9:59:45;20,3;T1 KTemp C;-44,6;T2 KTemp C;-44,6;T3 KTemp C;-37,6;T4 KTemp C
243;23-01-2021;10:00:45;20,3;T1 KTemp C;-45,1;T2 KTemp C;-44,7;T3 KTemp C;-38,2;T4 KTemp C
245;23-01-2021;10:01:45;20,3;T1 KTemp C;-45,3;T2 KTemp C;-45,1;T3 KTemp C;-39,1;T4 KTemp C
247;23-01-2021;10:02:45;20,3;T1 KTemp C;-46;T2 KTemp C;-45,8;T3 KTemp C;-39,6;T4 KTemp C
249;23-01-2021;10:03:45;20,3;T1 KTemp C;-46,1;T2 KTemp C;-46,3;T3 KTemp C;-40,3;T4 KTemp C
251;23-01-2021;10:04:45;20,3;T1 KTemp C;-46,9;T2 KTemp C;-46,5;T3 KTemp C;-41,1;T4 KTemp C
253;23-01-2021;10:05:45;20,3;T1 KTemp C;-47,1;T2 KTemp C;-47,3;T3 KTemp C;-41,5;T4 KTemp C
255;23-01-2021;10:06:45;20,3;T1 KTemp C;-47,5;T2 KTemp C;-47,4;T3 KTemp C;-41,9;T4 KTemp C
257;23-01-2021;10:07:45;20,3;T1 KTemp C;-47,9;T2 KTemp C;-47,8;T3 KTemp C;-42,4;T4 KTemp C
259;23-01-2021;10:08:45;20,3;T1 KTemp C;-48,3;T2 KTemp C;-48,3;T3 KTemp C;-42,9;T4 KTemp C
261;23-01-2021;10:09:45;20,3;T1 KTemp C;-48,7;T2 KTemp C;-48,6;T3 KTemp C;-43,8;T4 KTemp C
263;23-01-2021;10:10:45;20,3;T1 KTemp C;-49,1;T2 KTemp C;-48,9;T3 KTemp C;-44;T4 KTemp C
265;23-01-2021;10:11:45;20,3;T1 KTemp C;-49,5;T2 KTemp C;-49,3;T3 KTemp C;-44,9;T4 KTemp C
267;23-01-2021;10:12:45;20,3;T1 KTemp C;-49,7;T2 KTemp C;-49,9;T3 KTemp C;-45,2;T4 KTemp C
269;23-01-2021;10:13:45;20,3;T1 KTemp C;-50,3;T2 KTemp C;-50,3;T3 KTemp C;-46,1;T4 KTemp C
271;23-01-2021;10:14:45;20,3;T1 KTemp C;-50,8;T2 KTemp C;-50,8;T3 KTemp C;-46,4;T4 KTemp C
273;23-01-2021;10:15:45;20,3;T1 KTemp C;-51;T2 KTemp C;-51;T3 KTemp C;-46,8;T4 KTemp C
275;23-01-2021;10:16:45;20,3;T1 KTemp C;-51,5;T2 KTemp C;-51,3;T3 KTemp C;-47,2;T4 KTemp C
277;23-01-2021;10:17:45;20,3;T1 KTemp C;-51,9;T2 KTemp C;-51,8;T3 KTemp C;-48;T4 KTemp C
279;23-01-2021;10:18:45;20,3;T1 KTemp C;-52,2;T2 KTemp C;-52,2;T3 KTemp C;-48,3;T4 KTemp C
281;23-01-2021;10:19:45;20,3;T1 KTemp C;-52,5;T2 KTemp C;-52,4;T3 KTemp C;-48,3;T4 KTemp C
283;23-01-2021;10:20:45;20,3;T1 KTemp C;-52,9;T2 KTemp C;-53;T3 KTemp C;-49;T4 KTemp C
285;23-01-2021;10:21:45;20,3;T1 KTemp C;-53,4;T2 KTemp C;-53,1;T3 KTemp C;-49,8;T4 KTemp C
287;23-01-2021;10:22:45;20,4;T1 KTemp C;-53,7;T2 KTemp C;-53,5;T3 KTemp C;-50,1;T4 KTemp C
289;23-01-2021;10:23:45;20,4;T1 KTemp C;-54;T2 KTemp C;-53,9;T3 KTemp C;-50,7;T4 KTemp C
291;23-01-2021;10:24:45;20,4;T1 KTemp C;-54,3;T2 KTemp C;-54,3;T3 KTemp C;-51,1;T4 KTemp C
293;23-01-2021;10:25:45;20,4;T1 KTemp C;-54,7;T2 KTemp C;-54,6;T3 KTemp C;-51,3;T4 KTemp C
295;23-01-2021;10:26:45;20,4;T1 KTemp C;-55,1;T2 KTemp C;-54,7;T3 KTemp C;-51,7;T4 KTemp C
297;23-01-2021;10:27:45;20,4;T1 KTemp C;-55,3;T2 KTemp C;-55,2;T3 KTemp C;-52,1;T4 KTemp C
299;23-01-2021;10:28:45;20,4;T1 KTemp C;-55,7;T2 KTemp C;-55,5;T3 KTemp C;-52,1;T4 KTemp C
301;23-01-2021;10:29:45;20,4;T1 KTemp C;-56,1;T2 KTemp C;-55,9;T3 KTemp C;-53,1;T4 KTemp C
303;23-01-2021;10:30:45;20,4;T1 KTemp C;-56,4;T2 KTemp C;-56,2;T3 KTemp C;-53,2;T4 KTemp C
305;23-01-2021;10:31:45;20,4;T1 KTemp C;-56,6;T2 KTemp C;-56,5;T3 KTemp C;-53,9;T4 KTemp C
307;23-01-2021;10:32:45;20,4;T1 KTemp C;-56,9;T2 KTemp C;-56,9;T3 KTemp C;-54,4;T4 KTemp C
309;23-01-2021;10:33:45;20,4;T1 KTemp C;-57,2;T2 KTemp C;-57,3;T3 KTemp C;-54,3;T4 KTemp C
311;23-01-2021;10:34:45;20,4;T1 KTemp C;-57,6;T2 KTemp C;-57,5;T3 KTemp C;-54,6;T4 KTemp C
313;23-01-2021;10:35:45;20,4;T1 KTemp C;-57,9;T2 KTemp C;-57,9;T3 KTemp C;-55,5;T4 KTemp C
315;23-01-2021;10:36:45;20,4;T1 KTemp C;-58,2;T2 KTemp C;-58,1;T3 KTemp C;-55,5;T4 KTemp C
317;23-01-2021;10:37:45;20,4;T1 KTemp C;-58,5;T2 KTemp C;-58,5;T3 KTemp C;-56;T4 KTemp C
319;23-01-2021;10:38:45;20,4;T1 KTemp C;-58,8;T2 KTemp C;-58,8;T3 KTemp C;-56,2;T4 KTemp C
321;23-01-2021;10:39:45;20,4;T1 KTemp C;-59;T2 KTemp C;-59,1;T3 KTemp C;-56,5;T4 KTemp C
323;23-01-2021;10:40:45;20,4;T1 KTemp C;-59,4;T2 KTemp C;-59,5;T3 KTemp C;-57,1;T4 KTemp C
325;23-01-2021;10:41:45;20,4;T1 KTemp C;-59,8;T2 KTemp C;-59,6;T3 KTemp C;-57,3;T4 KTemp C
327;23-01-2021;10:42:45;20,4;T1 KTemp C;-60;T2 KTemp C;-59,9;T3 KTemp C;-57,9;T4 KTemp C
329;23-01-2021;10:43:45;20,4;T1 KTemp C;-60,3;T2 KTemp C;-60,2;T3 KTemp C;-57,9;T4 KTemp C
331;23-01-2021;10:44:45;20,4;T1 KTemp C;-60,5;T2 KTemp C;-60,3;T3 KTemp C;-58,5;T4 KTemp C
333;23-01-2021;10:45:45;20,4;T1 KTemp C;-60,2;T2 KTemp C;-60,1;T3 KTemp C;-58;T4 KTemp C
335;23-01-2021;10:46:45;20,4;T1 KTemp C;-59,8;T2 KTemp C;-59,5;T3 KTemp C;-58,2;T4 KTemp C
337;23-01-2021;10:47:45;20,5;T1 KTemp C;-59,6;T2 KTemp C;-59,3;T3 KTemp C;-58,4;T4 KTemp C
339;23-01-2021;10:48:45;20,4;T1 KTemp C;-59,4;T2 KTemp C;-59;T3 KTemp C;-57,7;T4 KTemp C
341;23-01-2021;10:49:45;20,5;T1 KTemp C;-59,3;T2 KTemp C;-58,7;T3 KTemp C;-57,3;T4 KTemp C
343;23-01-2021;10:50:45;20,5;T1 KTemp C;-59,1;T2 KTemp C;-58,5;T3 KTemp C;-57,2;T4 KTemp C
345;23-01-2021;10:51:45;20,5;T1 KTemp C;-59,1;T2 KTemp C;-58,3;T3 KTemp C;-56,8;T4 KTemp C
347;23-01-2021;10:52:45;20,5;T1 KTemp C;-59;T2 KTemp C;-58,5;T3 KTemp C;-56,8;T4 KTemp C
349;23-01-2021;10:53:45;20,5;T1 KTemp C;-59,1;T2 KTemp C;-58,6;T3 KTemp C;-57,4;T4 KTemp C
351;23-01-2021;10:54:45;20,5;T1 KTemp C;-59,3;T2 KTemp C;-58,8;T3 KTemp C;-57,6;T4 KTemp C
353;23-01-2021;10:55:45;20,5;T1 KTemp C;-59,4;T2 KTemp C;-59;T3 KTemp C;-57,9;T4 KTemp C
355;23-01-2021;10:56:45;20,5;T1 KTemp C;-59,5;T2 KTemp C;-59,2;T3 KTemp C;-57,7;T4 KTemp C
357;23-01-2021;10:57:45;20,5;T1 KTemp C;-59,6;T2 KTemp C;-59,4;T3 KTemp C;-58,2;T4 KTemp C
359;23-01-2021;10:58:45;20,5;T1 KTemp C;-59,8;T2 KTemp C;-59,5;T3 KTemp C;-58,3;T4 KTemp C
361;23-01-2021;10:59:45;20,4;T1 KTemp C;-59,9;T2 KTemp C;-59,7;T3 KTemp C;-58,2;T4 KTemp C
363;23-01-2021;11:00:45;20,4;T1 KTemp C;-60,1;T2 KTemp C;-59,7;T3 KTemp C;-58,6;T4 KTemp C
365;23-01-2021;11:01:45;20,4;T1 KTemp C;-60,3;T2 KTemp C;-60;T3 KTemp C;-58,8;T4 KTemp C
367;23-01-2021;11:02:45;20,4;T1 KTemp C;-60,4;T2 KTemp C;-60,2;T3 KTemp C;-59;T4 KTemp C
369;23-01-2021;11:03:45;20,5;T1 KTemp C;-60,5;T2 KTemp C;-60,3;T3 KTemp C;-58,9;T4 KTemp C
371;23-01-2021;11:04:45;20,5;T1 KTemp C;-60,7;T2 KTemp C;-60,4;T3 KTemp C;-59,2;T4 KTemp C
373;23-01-2021;11:05:45;20,5;T1 KTemp C;-60,8;T2 KTemp C;-60,6;T3 KTemp C;-59,3;T4 KTemp C
375;23-01-2021;11:06:45;20,5;T1 KTemp C;-61;T2 KTemp C;-60,8;T3 KTemp C;-59,7;T4 KTemp C
377;23-01-2021;11:07:45;20,5;T1 KTemp C;-61,1;T2 KTemp C;-60,9;T3 KTemp C;-59,9;T4 KTemp C
379;23-01-2021;11:08:45;20,5;T1 KTemp C;-61,2;T2 KTemp C;-61;T3 KTemp C;-60;T4 KTemp C
381;23-01-2021;11:09:45;20,5;T1 KTemp C;-61,5;T2 KTemp C;-61,2;T3 KTemp C;-60;T4 KTemp C
383;23-01-2021;11:10:45;20,5;T1 KTemp C;-61,6;T2 KTemp C;-61,5;T3 KTemp C;-60,6;T4 KTemp C
385;23-01-2021;11:11:45;20,5;T1 KTemp C;-61,7;T2 KTemp C;-61,7;T3 KTemp C;-60,4;T4 KTemp C
387;23-01-2021;11:12:45;20,5;T1 KTemp C;-61,9;T2 KTemp C;-61,9;T3 KTemp C;-60,5;T4 KTemp C
389;23-01-2021;11:13:45;20,5;T1 KTemp C;-62,1;T2 KTemp C;-61,9;T3 KTemp C;-61,1;T4 KTemp C
391;23-01-2021;11:14:45;20,5;T1 KTemp C;-62,1;T2 KTemp C;-61,9;T3 KTemp C;-61;T4 KTemp C
393;23-01-2021;11:15:45;20,5;T1 KTemp C;-62;T2 KTemp C;-61,6;T3 KTemp C;-60,7;T4 KTemp C
395;23-01-2021;11:16:45;20,5;T1 KTemp C;-61,9;T2 KTemp C;-61,4;T3 KTemp C;-60,6;T4 KTemp C
397;23-01-2021;11:17:45;20,5;T1 KTemp C;-61,9;T2 KTemp C;-61,1;T3 KTemp C;-60,4;T4 KTemp C
399;23-01-2021;11:18:45;20,5;T1 KTemp C;-61,7;T2 KTemp C;-60,7;T3 KTemp C;-59,9;T4 KTemp C
401;23-01-2021;11:19:45;20,5;T1 KTemp C;-61,5;T2 KTemp C;-60,5;T3 KTemp C;-59,7;T4 KTemp C
403;23-01-2021;11:20:45;20,5;T1 KTemp C;-61,4;T2 KTemp C;-60,3;T3 KTemp C;-59,3;T4 KTemp C
405;23-01-2021;11:21:45;20,5;T1 KTemp C;-61,3;T2 KTemp C;-60,2;T3 KTemp C;-59,6;T4 KTemp C
407;23-01-2021;11:22:45;20,5;T1 KTemp C;-61,4;T2 KTemp C;-60,5;T3 KTemp C;-59,7;T4 KTemp C
