Place;Date;Time;Value;Unit;Value;Unit;Value;Unit;Value;Unit
47;08-01-2021;11:09:42;18,7;T1 KTemp C;18,3;T2 KTemp C;18,7;T3 KTemp C;18,3;T4 KTemp C
49;08-01-2021;11:10:42;18,7;T1 KTemp C;18,3;T2 KTemp C;18,7;T3 KTemp C;18,3;T4 KTemp C
51;08-01-2021;11:11:42;18,7;T1 KTemp C;18,3;T2 KTemp C;18,7;T3 KTemp C;18,3;T4 KTemp C
53;08-01-2021;11:12:42;18,7;T1 KTemp C;18,3;T2 KTemp C;18,6;T3 KTemp C;18,3;T4 KTemp C
55;08-01-2021;11:13:42;18,7;T1 KTemp C;18,3;T2 KTemp C;18,6;T3 KTemp C;18,3;T4 KTemp C
57;08-01-2021;11:14:42;18,7;T1 KTemp C;18,3;T2 KTemp C;18,6;T3 KTemp C;18,3;T4 KTemp C
59;08-01-2021;11:15:42;18,6;T1 KTemp C;18,3;T2 KTemp C;18,6;T3 KTemp C;18,3;T4 KTemp C
61;08-01-2021;11:16:42;18,6;T1 KTemp C;18,3;T2 KTemp C;18,6;T3 KTemp C;18,3;T4 KTemp C
63;08-01-2021;11:17:42;18,6;T1 KTemp C;18,3;T2 KTemp C;18,6;T3 KTemp C;18,3;T4 KTemp C
65;08-01-2021;11:18:42;18,6;T1 KTemp C;18,3;T2 KTemp C;18,6;T3 KTemp C;18,3;T4 KTemp C
67;08-01-2021;11:19:42;18,6;T1 KTemp C;18,3;T2 KTemp C;18,6;T3 KTemp C;18,3;T4 KTemp C
69;08-01-2021;11:20:42;18,6;T1 KTemp C;18,3;T2 KTemp C;18,6;T3 KTemp C;18,3;T4 KTemp C
71;08-01-2021;11:21:42;18,6;T1 KTemp C;18,3;T2 KTemp C;18,6;T3 KTemp C;18,3;T4 KTemp C
73;08-01-2021;11:22:42;18,6;T1 KTemp C;18,3;T2 KTemp C;18,6;T3 KTemp C;18,3;T4 KTemp C
75;08-01-2021;11:23:42;18,6;T1 KTemp C;18,3;T2 KTemp C;18,6;T3 KTemp C;18,3;T4 KTemp C
77;08-01-2021;11:24:42;18,6;T1 KTemp C;18,3;T2 KTemp C;18,6;T3 KTemp C;18,3;T4 KTemp C
79;08-01-2021;11:25:42;18,7;T1 KTemp C;18,3;T2 KTemp C;18,7;T3 KTemp C;18,3;T4 KTemp C
81;08-01-2021;11:26:42;18,6;T1 KTemp C;18,3;T2 KTemp C;18,6;T3 KTemp C;18,3;T4 KTemp C
83;08-01-2021;11:27:42;18,6;T1 KTemp C;18,3;T2 KTemp C;18,6;T3 KTemp C;18,3;T4 KTemp C
85;08-01-2021;11:28:42;18,6;T1 KTemp C;18,3;T2 KTemp C;18,6;T3 KTemp C;18,3;T4 KTemp C
87;08-01-2021;11:29:42;18,6;T1 KTemp C;18,3;T2 KTemp C;18,6;T3 KTemp C;18,3;T4 KTemp C
89;08-01-2021;11:30:42;18,6;T1 KTemp C;18,3;T2 KTemp C;18,6;T3 KTemp C;18,3;T4 KTemp C
91;08-01-2021;11:31:42;18,6;T1 KTemp C;18,3;T2 KTemp C;18,6;T3 KTemp C;18,3;T4 KTemp C
93;08-01-2021;11:32:42;18,6;T1 KTemp C;18,3;T2 KTemp C;18,6;T3 KTemp C;18,3;T4 KTemp C
95;08-01-2021;11:33:42;18,6;T1 KTemp C;18,3;T2 KTemp C;18,6;T3 KTemp C;18,3;T4 KTemp C
97;08-01-2021;11:34:42;18,6;T1 KTemp C;18,3;T2 KTemp C;18,6;T3 KTemp C;18,3;T4 KTemp C
99;08-01-2021;11:35:42;18,5;T1 KTemp C;18,3;T2 KTemp C;18,5;T3 KTemp C;18,3;T4 KTemp C
101;08-01-2021;11:36:42;18,6;T1 KTemp C;18,3;T2 KTemp C;18,5;T3 KTemp C;18,3;T4 KTemp C
103;08-01-2021;11:37:42;18,5;T1 KTemp C;18,3;T2 KTemp C;18,5;T3 KTemp C;18,3;T4 KTemp C
105;08-01-2021;11:38:42;18,5;T1 KTemp C;18,3;T2 KTemp C;18,5;T3 KTemp C;18,3;T4 KTemp C
107;08-01-2021;11:39:42;18,5;T1 KTemp C;18,3;T2 KTemp C;18,5;T3 KTemp C;18,3;T4 KTemp C
109;08-01-2021;11:40:42;18,5;T1 KTemp C;18,3;T2 KTemp C;18,5;T3 KTemp C;18,3;T4 KTemp C
111;08-01-2021;11:41:42;18,5;T1 KTemp C;18,3;T2 KTemp C;18,5;T3 KTemp C;18,3;T4 KTemp C
113;08-01-2021;11:42:42;18,5;T1 KTemp C;18,3;T2 KTemp C;18,5;T3 KTemp C;18,3;T4 KTemp C
115;08-01-2021;11:43:42;18,5;T1 KTemp C;18,3;T2 KTemp C;18,5;T3 KTemp C;18,3;T4 KTemp C
117;08-01-2021;11:44:42;18,5;T1 KTemp C;18,2;T2 KTemp C;18,5;T3 KTemp C;18,2;T4 KTemp C
119;08-01-2021;11:45:42;18,5;T1 KTemp C;18,2;T2 KTemp C;18,5;T3 KTemp C;18,2;T4 KTemp C
121;08-01-2021;11:46:42;18,5;T1 KTemp C;18,2;T2 KTemp C;18,4;T3 KTemp C;18,2;T4 KTemp C
123;08-01-2021;11:47:42;18,3;T1 KTemp C;18,1;T2 KTemp C;18,3;T3 KTemp C;18;T4 KTemp C
125;08-01-2021;11:48:42;18,2;T1 KTemp C;17,9;T2 KTemp C;18;T3 KTemp C;17,8;T4 KTemp C
127;08-01-2021;11:49:42;18;T1 KTemp C;17,7;T2 KTemp C;17,8;T3 KTemp C;17,6;T4 KTemp C
129;08-01-2021;11:50:42;17,7;T1 KTemp C;17,5;T2 KTemp C;17,6;T3 KTemp C;17,3;T4 KTemp C
131;08-01-2021;11:51:42;17,4;T1 KTemp C;17,2;T2 KTemp C;17,2;T3 KTemp C;17,1;T4 KTemp C
133;08-01-2021;11:52:42;17,2;T1 KTemp C;16,9;T2 KTemp C;17;T3 KTemp C;16,7;T4 KTemp C
135;08-01-2021;11:53:42;16,7;T1 KTemp C;16,5;T2 KTemp C;16,5;T3 KTemp C;16,3;T4 KTemp C
137;08-01-2021;11:54:42;16,3;T1 KTemp C;16;T2 KTemp C;16,1;T3 KTemp C;15,8;T4 KTemp C
139;08-01-2021;11:55:42;15,8;T1 KTemp C;15,5;T2 KTemp C;15,4;T3 KTemp C;15,2;T4 KTemp C
141;08-01-2021;11:56:42;15,1;T1 KTemp C;14,9;T2 KTemp C;14,8;T3 KTemp C;14,7;T4 KTemp C
143;08-01-2021;11:57:42;14,7;T1 KTemp C;14,6;T2 KTemp C;14,2;T3 KTemp C;14,3;T4 KTemp C
145;08-01-2021;11:58:42;13,7;T1 KTemp C;14;T2 KTemp C;13,5;T3 KTemp C;13,7;T4 KTemp C
147;08-01-2021;11:59:42;13,3;T1 KTemp C;13,5;T2 KTemp C;12,8;T3 KTemp C;13,4;T4 KTemp C
149;08-01-2021;12:00:42;12,5;T1 KTemp C;13;T2 KTemp C;12,3;T3 KTemp C;13;T4 KTemp C
151;08-01-2021;12:01:42;11,9;T1 KTemp C;12,6;T2 KTemp C;11,5;T3 KTemp C;12,3;T4 KTemp C
153;08-01-2021;12:02:42;11,1;T1 KTemp C;12,2;T2 KTemp C;10,7;T3 KTemp C;11,8;T4 KTemp C
155;08-01-2021;12:03:42;10,2;T1 KTemp C;11,5;T2 KTemp C;9,9;T3 KTemp C;11,3;T4 KTemp C
157;08-01-2021;12:04:42;9,4;T1 KTemp C;11;T2 KTemp C;9,1;T3 KTemp C;10,9;T4 KTemp C
159;08-01-2021;12:05:42;8,6;T1 KTemp C;10,6;T2 KTemp C;8,1;T3 KTemp C;10,3;T4 KTemp C
161;08-01-2021;12:06:42;7,5;T1 KTemp C;9,9;T2 KTemp C;7,3;T3 KTemp C;9,6;T4 KTemp C
163;08-01-2021;12:07:42;6,6;T1 KTemp C;9,3;T2 KTemp C;6,1;T3 KTemp C;9,1;T4 KTemp C
165;08-01-2021;12:08:42;5,3;T1 KTemp C;8,7;T2 KTemp C;5;T3 KTemp C;8,3;T4 KTemp C
167;08-01-2021;12:09:42;4,3;T1 KTemp C;8;T2 KTemp C;3,9;T3 KTemp C;7,6;T4 KTemp C
169;08-01-2021;12:10:42;3,5;T1 KTemp C;7;T2 KTemp C;3,1;T3 KTemp C;6,8;T4 KTemp C
171;08-01-2021;12:11:42;2,4;T1 KTemp C;6,5;T2 KTemp C;2,1;T3 KTemp C;6,2;T4 KTemp C
173;08-01-2021;12:12:42;1,4;T1 KTemp C;5,9;T2 KTemp C;1;T3 KTemp C;5,4;T4 KTemp C
175;08-01-2021;12:13:42;0,3;T1 KTemp C;5;T2 KTemp C;0,1;T3 KTemp C;4,9;T4 KTemp C
177;08-01-2021;12:14:42;-0,3;T1 KTemp C;4,5;T2 KTemp C;-0,9;T3 KTemp C;4,2;T4 KTemp C
179;08-01-2021;12:15:42;-1,6;T1 KTemp C;3,9;T2 KTemp C;-1,9;T3 KTemp C;3,5;T4 KTemp C
181;08-01-2021;12:16:42;-2,3;T1 KTemp C;3,1;T2 KTemp C;-2,9;T3 KTemp C;2,5;T4 KTemp C
183;08-01-2021;12:17:42;-3,5;T1 KTemp C;2,1;T2 KTemp C;-3,8;T3 KTemp C;1,9;T4 KTemp C
185;08-01-2021;12:18:42;-4,4;T1 KTemp C;1,2;T2 KTemp C;-5;T3 KTemp C;1;T4 KTemp C
187;08-01-2021;12:19:42;-5,5;T1 KTemp C;0,7;T2 KTemp C;-5,9;T3 KTemp C;0,1;T4 KTemp C
189;08-01-2021;12:20:42;-6,2;T1 KTemp C;-0,2;T2 KTemp C;-7;T3 KTemp C;-0,3;T4 KTemp C
191;08-01-2021;12:21:42;-7,5;T1 KTemp C;-0,7;T2 KTemp C;-7,9;T3 KTemp C;-1,1;T4 KTemp C
193;08-01-2021;12:22:42;-8,3;T1 KTemp C;-1,6;T2 KTemp C;-8,7;T3 KTemp C;-2;T4 KTemp C
195;08-01-2021;12:23:42;-9,3;T1 KTemp C;-2,3;T2 KTemp C;-9,7;T3 KTemp C;-2,9;T4 KTemp C
197;08-01-2021;12:24:42;-10,4;T1 KTemp C;-3,1;T2 KTemp C;-10,7;T3 KTemp C;-3,4;T4 KTemp C
199;08-01-2021;12:25:42;-11,2;T1 KTemp C;-4;T2 KTemp C;-11,6;T3 KTemp C;-4,7;T4 KTemp C
201;08-01-2021;12:26:42;-12,1;T1 KTemp C;-4,9;T2 KTemp C;-12,4;T3 KTemp C;-5,1;T4 KTemp C
203;08-01-2021;12:27:42;-12,8;T1 KTemp C;-5,8;T2 KTemp C;-13,4;T3 KTemp C;-6;T4 KTemp C
205;08-01-2021;12:28:42;-13,9;T1 KTemp C;-6,2;T2 KTemp C;-14,4;T3 KTemp C;-6,7;T4 KTemp C
207;08-01-2021;12:29:42;-14,9;T1 KTemp C;-7;T2 KTemp C;-15,3;T3 KTemp C;-7,7;T4 KTemp C
209;08-01-2021;12:30:42;-15,7;T1 KTemp C;-8,2;T2 KTemp C;-16,4;T3 KTemp C;-8,2;T4 KTemp C
211;08-01-2021;12:31:42;-16,8;T1 KTemp C;-8,8;T2 KTemp C;-17,2;T3 KTemp C;-9,1;T4 KTemp C
213;08-01-2021;12:32:42;-17,6;T1 KTemp C;-9,4;T2 KTemp C;-18,1;T3 KTemp C;-10;T4 KTemp C
215;08-01-2021;12:33:42;-18,3;T1 KTemp C;-10,4;T2 KTemp C;-18,9;T3 KTemp C;-10,6;T4 KTemp C
217;08-01-2021;12:34:42;-19,3;T1 KTemp C;-11;T2 KTemp C;-19,8;T3 KTemp C;-11,9;T4 KTemp C
219;08-01-2021;12:35:42;-20,2;T1 KTemp C;-12;T2 KTemp C;-20,6;T3 KTemp C;-12,2;T4 KTemp C
221;08-01-2021;12:36:42;-20,9;T1 KTemp C;-12,6;T2 KTemp C;-21,2;T3 KTemp C;-13;T4 KTemp C
223;08-01-2021;12:37:42;-21,7;T1 KTemp C;-13,4;T2 KTemp C;-22,2;T3 KTemp C;-13,9;T4 KTemp C
225;08-01-2021;12:38:42;-22,8;T1 KTemp C;-14,4;T2 KTemp C;-23;T3 KTemp C;-14,3;T4 KTemp C
227;08-01-2021;12:39:42;-23,5;T1 KTemp C;-14,8;T2 KTemp C;-23,7;T3 KTemp C;-15,3;T4 KTemp C
229;08-01-2021;12:40:42;-24,2;T1 KTemp C;-15,9;T2 KTemp C;-24,7;T3 KTemp C;-16;T4 KTemp C
231;08-01-2021;12:41:42;-25,1;T1 KTemp C;-16,7;T2 KTemp C;-25,4;T3 KTemp C;-16,8;T4 KTemp C
233;08-01-2021;12:42:42;-25,9;T1 KTemp C;-17,3;T2 KTemp C;-26,4;T3 KTemp C;-17,6;T4 KTemp C
235;08-01-2021;12:43:42;-26,8;T1 KTemp C;-18;T2 KTemp C;-27,2;T3 KTemp C;-18,3;T4 KTemp C
237;08-01-2021;12:44:42;-27,5;T1 KTemp C;-18,6;T2 KTemp C;-27,7;T3 KTemp C;-19;T4 KTemp C
239;08-01-2021;12:45:42;-28,4;T1 KTemp C;-19,7;T2 KTemp C;-29;T3 KTemp C;-19,9;T4 KTemp C
241;08-01-2021;12:46:42;-29,1;T1 KTemp C;-20,3;T2 KTemp C;-29,5;T3 KTemp C;-20,6;T4 KTemp C
243;08-01-2021;12:47:42;-29,7;T1 KTemp C;-21,1;T2 KTemp C;-30,2;T3 KTemp C;-21,8;T4 KTemp C
245;08-01-2021;12:48:42;-30,4;T1 KTemp C;-22,1;T2 KTemp C;-30,9;T3 KTemp C;-22,4;T4 KTemp C
247;08-01-2021;12:49:42;-31,4;T1 KTemp C;-22,9;T2 KTemp C;-31,8;T3 KTemp C;-23,2;T4 KTemp C
249;08-01-2021;12:50:42;-32,3;T1 KTemp C;-23,6;T2 KTemp C;-32,5;T3 KTemp C;-24;T4 KTemp C
251;08-01-2021;12:51:42;-33;T1 KTemp C;-24,4;T2 KTemp C;-33,4;T3 KTemp C;-24,7;T4 KTemp C
253;08-01-2021;12:52:42;-33,8;T1 KTemp C;-24,8;T2 KTemp C;-33,9;T3 KTemp C;-25,6;T4 KTemp C
255;08-01-2021;12:53:42;-34,4;T1 KTemp C;-25,8;T2 KTemp C;-34,6;T3 KTemp C;-26,1;T4 KTemp C
257;08-01-2021;12:54:42;-35,1;T1 KTemp C;-26,5;T2 KTemp C;-35,5;T3 KTemp C;-26,8;T4 KTemp C
259;08-01-2021;12:55:42;-35,9;T1 KTemp C;-27,4;T2 KTemp C;-36,3;T3 KTemp C;-27,7;T4 KTemp C
261;08-01-2021;12:56:42;-36,6;T1 KTemp C;-28;T2 KTemp C;-36,9;T3 KTemp C;-28,5;T4 KTemp C
263;08-01-2021;12:57:42;-37,1;T1 KTemp C;-28,4;T2 KTemp C;-37,3;T3 KTemp C;-28,8;T4 KTemp C
265;08-01-2021;12:58:42;-37,8;T1 KTemp C;-29,5;T2 KTemp C;-38,2;T3 KTemp C;-29,8;T4 KTemp C
267;08-01-2021;12:59:42;-38,4;T1 KTemp C;-30;T2 KTemp C;-38,7;T3 KTemp C;-30,2;T4 KTemp C
269;08-01-2021;13:00:42;-39,2;T1 KTemp C;-30,8;T2 KTemp C;-39,6;T3 KTemp C;-30,9;T4 KTemp C
271;08-01-2021;13:01:42;-39,9;T1 KTemp C;-31,5;T2 KTemp C;-40,2;T3 KTemp C;-31,7;T4 KTemp C
273;08-01-2021;13:02:42;-40,6;T1 KTemp C;-32,1;T2 KTemp C;-41;T3 KTemp C;-32,6;T4 KTemp C
275;08-01-2021;13:03:42;-41,2;T1 KTemp C;-32,8;T2 KTemp C;-41,4;T3 KTemp C;-33,4;T4 KTemp C
277;08-01-2021;13:04:42;-41,6;T1 KTemp C;-33,4;T2 KTemp C;-42,2;T3 KTemp C;-33,8;T4 KTemp C
279;08-01-2021;13:05:42;-42,5;T1 KTemp C;-34,2;T2 KTemp C;-43;T3 KTemp C;-34,6;T4 KTemp C
281;08-01-2021;13:06:42;-43,1;T1 KTemp C;-34,7;T2 KTemp C;-43,5;T3 KTemp C;-35;T4 KTemp C
283;08-01-2021;13:07:42;-43,6;T1 KTemp C;-35,5;T2 KTemp C;-44,1;T3 KTemp C;-36;T4 KTemp C
285;08-01-2021;13:08:42;-44,3;T1 KTemp C;-36;T2 KTemp C;-44,8;T3 KTemp C;-36,3;T4 KTemp C
287;08-01-2021;13:09:42;-44,8;T1 KTemp C;-36,7;T2 KTemp C;-45,2;T3 KTemp C;-37;T4 KTemp C
289;08-01-2021;13:10:42;-45,5;T1 KTemp C;-37,3;T2 KTemp C;-45,8;T3 KTemp C;-37,8;T4 KTemp C
291;08-01-2021;13:11:42;-46,1;T1 KTemp C;-37,9;T2 KTemp C;-46,4;T3 KTemp C;-38,4;T4 KTemp C
293;08-01-2021;13:12:42;-46,7;T1 KTemp C;-39;T2 KTemp C;-46,9;T3 KTemp C;-39,2;T4 KTemp C
295;08-01-2021;13:13:42;-47,4;T1 KTemp C;-39,4;T2 KTemp C;-47,7;T3 KTemp C;-39,5;T4 KTemp C
297;08-01-2021;13:14:42;-47,9;T1 KTemp C;-40,1;T2 KTemp C;-48,2;T3 KTemp C;-40,6;T4 KTemp C
299;08-01-2021;13:15:42;-48,4;T1 KTemp C;-40,7;T2 KTemp C;-48,7;T3 KTemp C;-40,8;T4 KTemp C
301;08-01-2021;13:16:42;-49;T1 KTemp C;-41,1;T2 KTemp C;-49,4;T3 KTemp C;-41,6;T4 KTemp C
303;08-01-2021;13:17:42;-49,5;T1 KTemp C;-42;T2 KTemp C;-49,5;T3 KTemp C;-42,4;T4 KTemp C
305;08-01-2021;13:18:42;-50;T1 KTemp C;-42,8;T2 KTemp C;-50,3;T3 KTemp C;-42,9;T4 KTemp C
307;08-01-2021;13:19:42;-50,3;T1 KTemp C;-43,2;T2 KTemp C;-50,7;T3 KTemp C;-43,5;T4 KTemp C
309;08-01-2021;13:20:42;-50,9;T1 KTemp C;-44,1;T2 KTemp C;-51,3;T3 KTemp C;-44,3;T4 KTemp C
311;08-01-2021;13:21:42;-51,5;T1 KTemp C;-44,6;T2 KTemp C;-52;T3 KTemp C;-44,8;T4 KTemp C
313;08-01-2021;13:22:42;-52,2;T1 KTemp C;-45;T2 KTemp C;-52,5;T3 KTemp C;-45,5;T4 KTemp C
315;08-01-2021;13:23:42;-52,5;T1 KTemp C;-45,9;T2 KTemp C;-53,1;T3 KTemp C;-46;T4 KTemp C
317;08-01-2021;13:24:42;-53,4;T1 KTemp C;-46,3;T2 KTemp C;-53,6;T3 KTemp C;-47,1;T4 KTemp C
319;08-01-2021;13:25:42;-54;T1 KTemp C;-47,3;T2 KTemp C;-54,1;T3 KTemp C;-47,3;T4 KTemp C
321;08-01-2021;13:26:42;-54,2;T1 KTemp C;-47,3;T2 KTemp C;-54,7;T3 KTemp C;-47,7;T4 KTemp C
323;08-01-2021;13:27:42;-54,9;T1 KTemp C;-47,8;T2 KTemp C;-55;T3 KTemp C;-48,2;T4 KTemp C
325;08-01-2021;13:28:42;-55,4;T1 KTemp C;-48,6;T2 KTemp C;-55,5;T3 KTemp C;-48,9;T4 KTemp C
327;08-01-2021;13:29:42;-55,8;T1 KTemp C;-49,4;T2 KTemp C;-55,8;T3 KTemp C;-49,8;T4 KTemp C
329;08-01-2021;13:30:42;-56,1;T1 KTemp C;-49,9;T2 KTemp C;-56,5;T3 KTemp C;-50;T4 KTemp C
331;08-01-2021;13:31:42;-56,7;T1 KTemp C;-50,4;T2 KTemp C;-56,4;T3 KTemp C;-50,2;T4 KTemp C
333;08-01-2021;13:32:42;-56,5;T1 KTemp C;-50,3;T2 KTemp C;-56,4;T3 KTemp C;-50,3;T4 KTemp C
335;08-01-2021;13:33:42;-56,4;T1 KTemp C;-50,5;T2 KTemp C;-56,2;T3 KTemp C;-50,3;T4 KTemp C
337;08-01-2021;13:34:42;-56;T1 KTemp C;-50,3;T2 KTemp C;-55,7;T3 KTemp C;-50,6;T4 KTemp C
339;08-01-2021;13:35:42;-55,8;T1 KTemp C;-50,5;T2 KTemp C;-55,6;T3 KTemp C;-50,8;T4 KTemp C
341;08-01-2021;13:36:42;-55,4;T1 KTemp C;-50,7;T2 KTemp C;-55,3;T3 KTemp C;-50,6;T4 KTemp C
343;08-01-2021;13:37:42;-55,6;T1 KTemp C;-51;T2 KTemp C;-55,5;T3 KTemp C;-51,2;T4 KTemp C
345;08-01-2021;13:38:42;-55,6;T1 KTemp C;-51,3;T2 KTemp C;-55,7;T3 KTemp C;-51,6;T4 KTemp C
347;08-01-2021;13:39:42;-55,7;T1 KTemp C;-51,7;T2 KTemp C;-55,9;T3 KTemp C;-51,6;T4 KTemp C
349;08-01-2021;13:40:42;-55,8;T1 KTemp C;-51,7;T2 KTemp C;-56,2;T3 KTemp C;-51,8;T4 KTemp C
351;08-01-2021;13:41:42;-56,2;T1 KTemp C;-51,9;T2 KTemp C;-56,3;T3 KTemp C;-52,2;T4 KTemp C
353;08-01-2021;13:42:42;-56,5;T1 KTemp C;-52,2;T2 KTemp C;-56,7;T3 KTemp C;-52,3;T4 KTemp C
355;08-01-2021;13:43:42;-56,9;T1 KTemp C;-52,4;T2 KTemp C;-56,8;T3 KTemp C;-52,6;T4 KTemp C
357;08-01-2021;13:44:42;-56,9;T1 KTemp C;-52,7;T2 KTemp C;-57,3;T3 KTemp C;-52,9;T4 KTemp C
359;08-01-2021;13:45:42;-57,3;T1 KTemp C;-52,8;T2 KTemp C;-57,4;T3 KTemp C;-53,3;T4 KTemp C
361;08-01-2021;13:46:42;-57,4;T1 KTemp C;-53,4;T2 KTemp C;-57,5;T3 KTemp C;-53,4;T4 KTemp C
363;08-01-2021;13:47:42;-57,8;T1 KTemp C;-53,6;T2 KTemp C;-58;T3 KTemp C;-53,7;T4 KTemp C
365;08-01-2021;13:48:42;-57,9;T1 KTemp C;-53,9;T2 KTemp C;-57,9;T3 KTemp C;-54;T4 KTemp C
367;08-01-2021;13:49:42;-57,9;T1 KTemp C;-54,1;T2 KTemp C;-58;T3 KTemp C;-54,1;T4 KTemp C
369;08-01-2021;13:50:42;-58,4;T1 KTemp C;-54,2;T2 KTemp C;-58,5;T3 KTemp C;-54,5;T4 KTemp C
371;08-01-2021;13:51:42;-58,8;T1 KTemp C;-54,6;T2 KTemp C;-58,8;T3 KTemp C;-54,7;T4 KTemp C
373;08-01-2021;13:52:42;-58,7;T1 KTemp C;-54,9;T2 KTemp C;-58,7;T3 KTemp C;-55;T4 KTemp C
375;08-01-2021;13:53:42;-59;T1 KTemp C;-55,1;T2 KTemp C;-59,1;T3 KTemp C;-55,5;T4 KTemp C
377;08-01-2021;13:54:42;-59,2;T1 KTemp C;-55,6;T2 KTemp C;-59,5;T3 KTemp C;-55,7;T4 KTemp C
379;08-01-2021;13:55:42;-59,6;T1 KTemp C;-55,7;T2 KTemp C;-59,6;T3 KTemp C;-55,9;T4 KTemp C
381;08-01-2021;13:56:42;-59,7;T1 KTemp C;-56,1;T2 KTemp C;-59,9;T3 KTemp C;-56,2;T4 KTemp C
383;08-01-2021;13:57:42;-59,8;T1 KTemp C;-56,4;T2 KTemp C;-59,9;T3 KTemp C;-56,7;T4 KTemp C
385;08-01-2021;13:58:42;-60;T1 KTemp C;-56,7;T2 KTemp C;-60,2;T3 KTemp C;-56,9;T4 KTemp C
387;08-01-2021;13:59:42;-60,2;T1 KTemp C;-57,1;T2 KTemp C;-60,2;T3 KTemp C;-57,3;T4 KTemp C
389;08-01-2021;14:00:42;-60,3;T1 KTemp C;-57,4;T2 KTemp C;-60,4;T3 KTemp C;-57,4;T4 KTemp C
391;08-01-2021;14:01:42;-60,5;T1 KTemp C;-57,4;T2 KTemp C;-60,4;T3 KTemp C;-57,4;T4 KTemp C
393;08-01-2021;14:02:42;-60,3;T1 KTemp C;-57,4;T2 KTemp C;-60,2;T3 KTemp C;-57,4;T4 KTemp C
395;08-01-2021;14:03:42;-60,2;T1 KTemp C;-57,3;T2 KTemp C;-60,2;T3 KTemp C;-57,3;T4 KTemp C
397;08-01-2021;14:04:42;-59,9;T1 KTemp C;-57,2;T2 KTemp C;-59,9;T3 KTemp C;-57,2;T4 KTemp C
399;08-01-2021;14:05:42;-59,8;T1 KTemp C;-57;T2 KTemp C;-59,6;T3 KTemp C;-57;T4 KTemp C
401;08-01-2021;14:06:42;-59,5;T1 KTemp C;-56,9;T2 KTemp C;-59,5;T3 KTemp C;-56,9;T4 KTemp C
403;08-01-2021;14:07:42;-59,4;T1 KTemp C;-57,3;T2 KTemp C;-59,4;T3 KTemp C;-57,5;T4 KTemp C
405;08-01-2021;14:08:42;-59,5;T1 KTemp C;-57,5;T2 KTemp C;-59,5;T3 KTemp C;-57,6;T4 KTemp C
