RC-4HC Temperature+Humidity Data Logger;;;
User Information;00V308;;
294;2022-05-17 10:16:15;13,4;52,3
295;2022-05-17 10:21:15;13,4;52
296;2022-05-17 10:26:15;13,5;52
297;2022-05-17 10:31:15;13,6;51,8
298;2022-05-17 10:36:15;13,7;51,8
299;2022-05-17 10:41:15;13,7;51,7
300;2022-05-17 10:46:15;13,8;51,7
301;2022-05-17 10:51:15;13,9;51,6
302;2022-05-17 10:56:15;14;51,6
303;2022-05-17 11:01:15;14;51,4
304;2022-05-17 11:06:15;14,1;51,4
305;2022-05-17 11:11:15;14,2;51,4
306;2022-05-17 11:16:15;14,2;51,4
307;2022-05-17 11:21:15;14,3;51,3
308;2022-05-17 11:26:15;14,4;51,3
309;2022-05-17 11:31:15;14,5;51,2
310;2022-05-17 11:36:15;14,5;51,1
311;2022-05-17 11:41:15;14,6;51
312;2022-05-17 11:46:15;14,7;51
313;2022-05-17 11:51:15;14,7;51,1
314;2022-05-17 11:56:15;14,8;51,1
315;2022-05-17 12:01:15;14,8;51,1
316;2022-05-17 12:06:15;14,9;51,1
317;2022-05-17 12:11:15;15;51,1
318;2022-05-17 12:16:15;15;51
319;2022-05-17 12:21:15;15,1;51,1
320;2022-05-17 12:26:15;15,2;51
321;2022-05-17 12:31:15;15,2;51,1
322;2022-05-17 12:36:15;15,3;51,3
323;2022-05-17 12:41:15;15,4;51,3
324;2022-05-17 12:46:15;15,4;51,3
325;2022-05-17 12:51:15;15,4;51,3
326;2022-05-17 12:56:15;15,5;51,3
327;2022-05-17 13:01:15;15,6;51,2
328;2022-05-17 13:06:15;15,7;51,1
329;2022-05-17 13:11:15;15,8;50,9
330;2022-05-17 13:16:15;15,9;51
331;2022-05-17 13:21:15;16;51,2
332;2022-05-17 13:26:15;16;51,4
333;2022-05-17 13:31:15;16,1;51,3
334;2022-05-17 13:36:15;16,1;51,5
335;2022-05-17 13:41:15;16,2;51,3
336;2022-05-17 13:46:15;16,3;51,5
337;2022-05-17 13:51:15;16,3;51,7
338;2022-05-17 13:56:15;16,4;51,8
339;2022-05-17 14:01:15;16,4;51,9
340;2022-05-17 14:06:15;16,5;51,7
341;2022-05-17 14:11:15;16,6;51,9
342;2022-05-17 14:16:15;16,6;51,9
343;2022-05-17 14:21:15;16,7;51,9
344;2022-05-17 14:26:15;16,7;51,9
345;2022-05-17 14:31:15;16,7;51,8
346;2022-05-17 14:36:15;16,7;51,6
347;2022-05-17 14:41:15;16,8;51,6
348;2022-05-17 14:46:15;16,8;51,6
349;2022-05-17 14:51:15;16,9;51,5
350;2022-05-17 14:56:15;16,9;51,4
351;2022-05-17 15:01:15;16,9;51,3
352;2022-05-17 15:06:15;17;51,2
353;2022-05-17 15:11:15;17;51,1
354;2022-05-17 15:16:15;17,1;50,9
355;2022-05-17 15:21:15;17,1;50,8
356;2022-05-17 15:26:15;17,1;50,6
357;2022-05-17 15:31:15;17,2;50,5
358;2022-05-17 15:36:15;17,2;50,5
359;2022-05-17 15:41:15;17,3;50,7
360;2022-05-17 15:46:15;17,3;50,8
361;2022-05-17 15:51:15;17,3;50,9
362;2022-05-17 15:56:15;17,3;50,9
363;2022-05-17 16:01:15;17,3;50,9
364;2022-05-17 16:06:15;17,3;50,9
365;2022-05-17 16:11:15;17,3;50,9
366;2022-05-17 16:16:15;17,3;50,9
367;2022-05-17 16:21:15;17,3;50,9
368;2022-05-17 16:26:15;17,3;51
369;2022-05-17 16:31:15;17,3;51
370;2022-05-17 16:36:15;17,3;51
371;2022-05-17 16:41:15;17,3;50,9
372;2022-05-17 16:46:15;17,2;50,9
373;2022-05-17 16:51:15;17,2;51
374;2022-05-17 16:56:15;17,2;51
375;2022-05-17 17:01:15;17,2;51
376;2022-05-17 17:06:15;17,2;51,1
377;2022-05-17 17:11:15;17,1;51,2
378;2022-05-17 17:16:15;17,1;51,3
379;2022-05-17 17:21:15;17,1;51,2
380;2022-05-17 17:26:15;17;51
381;2022-05-17 17:31:15;16,9;51
382;2022-05-17 17:36:15;16,9;50,9
383;2022-05-17 17:41:15;16,8;50,9
384;2022-05-17 17:46:15;16,7;50,9
385;2022-05-17 17:51:15;16,7;50,9
386;2022-05-17 17:56:15;16,6;51,1
387;2022-05-17 18:01:15;16,5;51,1
388;2022-05-17 18:06:15;16,5;51,2
389;2022-05-17 18:11:15;16,4;51,3
390;2022-05-17 18:16:15;16,3;51,5
391;2022-05-17 18:21:15;16,2;51,6
392;2022-05-17 18:26:15;16,2;51,8
393;2022-05-17 18:31:15;16,1;51,9
394;2022-05-17 18:36:15;16;52
395;2022-05-17 18:41:15;16;52,1
396;2022-05-17 18:46:15;15,9;52,1
397;2022-05-17 18:51:15;15,9;52,2
398;2022-05-17 18:56:15;15,8;52,3
399;2022-05-17 19:01:15;15,7;52,4
400;2022-05-17 19:06:15;15,6;52,5
401;2022-05-17 19:11:15;15,6;52,6
402;2022-05-17 19:16:15;15,5;52,7
403;2022-05-17 19:21:15;15,4;52,8
404;2022-05-17 19:26:15;15,4;52,9
405;2022-05-17 19:31:15;15,4;53
406;2022-05-17 19:36:15;15,3;53,1
407;2022-05-17 19:41:15;15,2;53,2
408;2022-05-17 19:46:15;15,2;53,3
409;2022-05-17 19:51:15;15,1;53,4
410;2022-05-17 19:56:15;15;53,4
411;2022-05-17 20:01:15;15;53,5
412;2022-05-17 20:06:15;14,9;53,6
413;2022-05-17 20:11:15;14,9;53,7
414;2022-05-17 20:16:15;14,8;53,7
415;2022-05-17 20:21:15;14,8;53,7
416;2022-05-17 20:26:15;14,7;53,7
417;2022-05-17 20:31:15;14,7;53,8
418;2022-05-17 20:36:15;14,7;53,8
419;2022-05-17 20:41:15;14,6;53,8
420;2022-05-17 20:46:15;14,6;53,9
421;2022-05-17 20:51:15;14,5;53,9
422;2022-05-17 20:56:15;14,5;53,9
423;2022-05-17 21:01:15;14,4;54
424;2022-05-17 21:06:15;14,4;54
425;2022-05-17 21:11:15;14,3;54
426;2022-05-17 21:16:15;14,3;54
427;2022-05-17 21:21:15;14,2;54
428;2022-05-17 21:26:15;14,2;53,9
429;2022-05-17 21:31:15;14,2;53,9
430;2022-05-17 21:36:15;14,1;53,9
431;2022-05-17 21:41:15;14,1;53,8
432;2022-05-17 21:46:15;14;53,8
433;2022-05-17 21:51:15;14;53,8
434;2022-05-17 21:56:15;14;53,7
435;2022-05-17 22:01:15;14;53,8
436;2022-05-17 22:06:15;14;53,8
437;2022-05-17 22:11:15;13,9;53,8
438;2022-05-17 22:16:15;13,9;53,8
439;2022-05-17 22:21:15;13,9;53,7
440;2022-05-17 22:26:15;13,8;53,7
441;2022-05-17 22:31:15;13,8;53,7
442;2022-05-17 22:36:15;13,7;53,7
443;2022-05-17 22:41:15;13,7;53,7
444;2022-05-17 22:46:15;13,7;53,7
445;2022-05-17 22:51:15;13,7;53,7
446;2022-05-17 22:56:15;13,6;53,7
447;2022-05-17 23:01:15;13,6;53,7
448;2022-05-17 23:06:15;13,6;53,7
449;2022-05-17 23:11:15;13,6;53,6
450;2022-05-17 23:16:15;13,5;53,6
451;2022-05-17 23:21:15;13,5;53,6
452;2022-05-17 23:26:15;13,5;53,6
453;2022-05-17 23:31:15;13,5;53,6
454;2022-05-17 23:36:15;13,4;53,6
455;2022-05-17 23:41:15;13,4;53,6
456;2022-05-17 23:46:15;13,4;53,6
457;2022-05-17 23:51:15;13,4;53,6
458;2022-05-17 23:56:15;13,4;53,6
459;2022-05-18 00:01:15;13,4;53,6
460;2022-05-18 00:06:15;13,4;53,6
461;2022-05-18 00:11:15;13,4;53,6
462;2022-05-18 00:16:15;13,3;53,6
463;2022-05-18 00:21:15;13,3;53,6
464;2022-05-18 00:26:15;13,3;53,7
465;2022-05-18 00:31:15;13,3;53,7
466;2022-05-18 00:36:15;13,2;53,7
467;2022-05-18 00:41:15;13,2;53,7
468;2022-05-18 00:46:15;13,2;53,7
469;2022-05-18 00:51:15;13,2;53,7
470;2022-05-18 00:56:15;13,2;53,6
471;2022-05-18 01:01:15;13,2;53,6
472;2022-05-18 01:06:15;13,1;53,6
473;2022-05-18 01:11:15;13,1;53,6
474;2022-05-18 01:16:15;13,1;53,6
475;2022-05-18 01:21:15;13,1;53,5
476;2022-05-18 01:26:15;13,1;53,5
477;2022-05-18 01:31:15;13;53,4
478;2022-05-18 01:36:15;13;53,4
479;2022-05-18 01:41:15;13;53,4
480;2022-05-18 01:46:15;13;53,3
481;2022-05-18 01:51:15;13;53,3
482;2022-05-18 01:56:15;12,9;53,2
483;2022-05-18 02:01:15;12,9;53,2
484;2022-05-18 02:06:15;12,9;53,1
485;2022-05-18 02:11:15;12,9;53,1
486;2022-05-18 02:16:15;12,9;53
487;2022-05-18 02:21:15;12,8;52,9
488;2022-05-18 02:26:15;12,8;52,9
489;2022-05-18 02:31:15;12,8;52,9
490;2022-05-18 02:36:15;12,7;52,9
491;2022-05-18 02:41:15;12,7;52,9
492;2022-05-18 02:46:15;12,7;52,8
493;2022-05-18 02:51:15;12,7;52,8
494;2022-05-18 02:56:15;12,7;52,8
495;2022-05-18 03:01:15;12,7;52,7
496;2022-05-18 03:06:15;12,7;52,7
497;2022-05-18 03:11:15;12,7;52,7
498;2022-05-18 03:16:15;12,7;52,6
499;2022-05-18 03:21:15;12,7;52,6
500;2022-05-18 03:26:15;12,6;52,6
501;2022-05-18 03:31:15;12,6;52,5
502;2022-05-18 03:36:15;12,6;52,4
503;2022-05-18 03:41:15;12,6;52,4
504;2022-05-18 03:46:15;12,6;52,4
505;2022-05-18 03:51:15;12,5;52,4
506;2022-05-18 03:56:15;12,5;52,3
507;2022-05-18 04:01:15;12,5;52,3
508;2022-05-18 04:06:15;12,5;52,2
509;2022-05-18 04:11:15;12,5;52,2
510;2022-05-18 04:16:15;12,5;52,2
511;2022-05-18 04:21:15;12,4;52,1
512;2022-05-18 04:26:15;12,4;52
513;2022-05-18 04:31:15;12,4;52
514;2022-05-18 04:36:15;12,4;51,9
515;2022-05-18 04:41:15;12,4;51,9
516;2022-05-18 04:46:15;12,3;51,8
517;2022-05-18 04:51:15;12,3;51,7
518;2022-05-18 04:56:15;12,3;51,7
519;2022-05-18 05:01:15;12,3;51,7
520;2022-05-18 05:06:15;12,3;51,7
521;2022-05-18 05:11:15;12,2;51,7
522;2022-05-18 05:16:15;12,2;51,5
523;2022-05-18 05:21:15;12,2;51,5
524;2022-05-18 05:26:15;12,2;51,5
525;2022-05-18 05:31:15;12,1;51,4
526;2022-05-18 05:36:15;12,1;51,3
527;2022-05-18 05:41:15;12,1;51,3
528;2022-05-18 05:46:15;12;51,4
529;2022-05-18 05:51:15;12;51,4
530;2022-05-18 05:56:15;12;51,4
531;2022-05-18 06:01:15;12;51,4
532;2022-05-18 06:06:15;12;51,4
533;2022-05-18 06:11:15;12;51,4
534;2022-05-18 06:16:15;12;51,3
535;2022-05-18 06:21:15;12;51,4
536;2022-05-18 06:26:15;12;51,4
537;2022-05-18 06:31:15;12;51,3
538;2022-05-18 06:36:15;12;51,4
539;2022-05-18 06:41:15;12;51,5
540;2022-05-18 06:46:15;12;51,5
541;2022-05-18 06:51:15;12;51,5
542;2022-05-18 06:56:15;12;51,5
543;2022-05-18 07:01:15;12;51,5
544;2022-05-18 07:06:15;12;51,6
545;2022-05-18 07:11:15;11,9;51,6
546;2022-05-18 07:16:15;11,9;51,6
547;2022-05-18 07:21:15;11,9;51,6
548;2022-05-18 07:26:15;11,9;51,6
549;2022-05-18 07:31:15;11,9;51,7
550;2022-05-18 07:36:15;11,8;51,7
551;2022-05-18 07:41:15;11,8;51,8
552;2022-05-18 07:46:15;11,8;51,8
553;2022-05-18 07:51:15;11,8;51,9
554;2022-05-18 07:56:15;11,8;52
555;2022-05-18 08:01:15;11,8;52,2
556;2022-05-18 08:06:15;11,8;52,3
557;2022-05-18 08:11:15;11,8;52,4
558;2022-05-18 08:16:15;11,8;52,5
559;2022-05-18 08:21:15;11,8;52,5
560;2022-05-18 08:26:15;11,8;52,7
561;2022-05-18 08:31:15;11,8;52,7
562;2022-05-18 08:36:15;11,9;52,7
563;2022-05-18 08:41:15;11,9;52,7
564;2022-05-18 08:46:15;11,9;52,8
565;2022-05-18 08:51:15;11,9;52,8
566;2022-05-18 08:56:15;11,9;52,9
567;2022-05-18 09:01:15;11,9;52,9
568;2022-05-18 09:06:15;11,9;53
569;2022-05-18 09:11:15;12;53,1
570;2022-05-18 09:16:15;12;53,1
571;2022-05-18 09:21:15;12;53,1
572;2022-05-18 09:26:15;12,1;53,2
573;2022-05-18 09:31:15;12,1;53,2
574;2022-05-18 09:36:15;12,2;53,2
575;2022-05-18 09:41:15;12,2;53,3
576;2022-05-18 09:46:15;12,3;53,4
577;2022-05-18 09:51:15;12,4;53,5
578;2022-05-18 09:56:15;12,4;53,6
579;2022-05-18 10:01:15;12,5;53,7
580;2022-05-18 10:06:15;12,5;53,7
581;2022-05-18 10:11:15;12,6;53,7
582;2022-05-18 10:16:15;12,7;53,6
583;2022-05-18 10:21:15;12,7;53,6
584;2022-05-18 10:26:15;12,7;53,5
585;2022-05-18 10:31:15;12,8;53,6
586;2022-05-18 10:36:15;12,9;53,4
587;2022-05-18 10:41:15;13;53,4
588;2022-05-18 10:46:15;13;53,4
589;2022-05-18 10:51:15;13,1;53,3
590;2022-05-18 10:56:15;13,2;53,3
591;2022-05-18 11:01:15;13,2;53,4
592;2022-05-18 11:06:15;13,3;53,4
593;2022-05-18 11:11:15;13,4;53,3
594;2022-05-18 11:16:15;13,4;53,3
595;2022-05-18 11:21:15;13,4;53,3
596;2022-05-18 11:26:15;13,5;53,2
597;2022-05-18 11:31:15;13,5;53,2
598;2022-05-18 11:36:15;13,6;53,1
599;2022-05-18 11:41:15;13,7;53,1
600;2022-05-18 11:46:15;13,7;53
601;2022-05-18 11:51:15;13,8;53
