RC-4HC Temperature+Humidity Data Logger;;;
User Information;00V313;;
96;2022-05-16 17:41:21;17,7;48,5
97;2022-05-16 17:46:21;17,6;48,6
98;2022-05-16 17:51:21;17,4;48,8
99;2022-05-16 17:56:21;17,4;49,1
100;2022-05-16 18:01:21;17,3;49,2
101;2022-05-16 18:06:21;17,2;49,3
102;2022-05-16 18:11:21;17,1;49,5
103;2022-05-16 18:16:21;16,9;49,6
104;2022-05-16 18:21:21;16,8;49,8
105;2022-05-16 18:26:21;16,7;49,9
106;2022-05-16 18:31:21;16,7;50,1
107;2022-05-16 18:36:21;16,6;50,3
108;2022-05-16 18:41:21;16,5;50,4
109;2022-05-16 18:46:21;16,4;50,6
110;2022-05-16 18:51:21;16,3;50,7
111;2022-05-16 18:56:21;16,2;50,9
112;2022-05-16 19:01:21;16,2;51
113;2022-05-16 19:06:21;16,1;51,1
114;2022-05-16 19:11:21;16;51,2
115;2022-05-16 19:16:21;16;51,3
116;2022-05-16 19:21:21;16;51,4
117;2022-05-16 19:26:21;15,9;51,5
118;2022-05-16 19:31:21;15,8;51,6
119;2022-05-16 19:36:21;15,8;51,7
120;2022-05-16 19:41:21;15,7;51,8
121;2022-05-16 19:46:21;15,6;51,9
122;2022-05-16 19:51:21;15,6;52
123;2022-05-16 19:56:21;15,5;52,1
124;2022-05-16 20:01:21;15,5;52,1
125;2022-05-16 20:06:21;15,4;52,2
126;2022-05-16 20:11:21;15,4;52,3
127;2022-05-16 20:16:21;15,4;52,4
128;2022-05-16 20:21:21;15,3;52,5
129;2022-05-16 20:26:21;15,3;52,6
130;2022-05-16 20:31:21;15,3;52,6
131;2022-05-16 20:36:21;15,2;52,7
132;2022-05-16 20:41:21;15,2;52,8
133;2022-05-16 20:46:21;15,1;52,9
134;2022-05-16 20:51:21;15,1;53
135;2022-05-16 20:56:21;15,1;53,1
136;2022-05-16 21:01:21;15;53,2
137;2022-05-16 21:06:21;15;53,2
138;2022-05-16 21:11:21;15;53,3
139;2022-05-16 21:16:21;14,9;53,4
140;2022-05-16 21:21:21;14,9;53,4
141;2022-05-16 21:26:21;14,9;53,5
142;2022-05-16 21:31:21;14,8;53,6
143;2022-05-16 21:36:21;14,8;53,6
144;2022-05-16 21:41:21;14,7;53,7
145;2022-05-16 21:46:21;14,7;53,8
146;2022-05-16 21:51:21;14,7;53,8
147;2022-05-16 21:56:21;14,7;53,9
148;2022-05-16 22:01:21;14,7;53,9
149;2022-05-16 22:06:21;14,6;54
150;2022-05-16 22:11:21;14,6;54
151;2022-05-16 22:16:21;14,6;54,1
152;2022-05-16 22:21:21;14,5;54,1
153;2022-05-16 22:26:21;14,5;54,2
154;2022-05-16 22:31:21;14,4;54,2
155;2022-05-16 22:36:21;14,4;54,2
156;2022-05-16 22:41:21;14,4;54,2
157;2022-05-16 22:46:21;14,3;54,3
158;2022-05-16 22:51:21;14,3;54,3
159;2022-05-16 22:56:21;14,3;54,2
160;2022-05-16 23:01:21;14,2;54,3
161;2022-05-16 23:06:21;14,2;54,3
162;2022-05-16 23:11:21;14,2;54,3
163;2022-05-16 23:16:21;14,1;54,3
164;2022-05-16 23:21:21;14,1;54,3
165;2022-05-16 23:26:21;14;54,4
166;2022-05-16 23:31:21;14;54,4
167;2022-05-16 23:36:21;14;54,5
168;2022-05-16 23:41:21;14;54,5
169;2022-05-16 23:46:21;14;54,5
170;2022-05-16 23:51:21;14;54,5
171;2022-05-16 23:56:21;13,9;54,5
172;2022-05-17 00:01:21;13,9;54,5
173;2022-05-17 00:06:21;13,9;54,6
174;2022-05-17 00:11:21;13,9;54,6
175;2022-05-17 00:16:21;13,8;54,6
176;2022-05-17 00:21:21;13,8;54,7
177;2022-05-17 00:26:21;13,8;54,7
178;2022-05-17 00:31:21;13,8;54,7
179;2022-05-17 00:36:21;13,7;54,7
180;2022-05-17 00:41:21;13,7;54,7
181;2022-05-17 00:46:21;13,7;54,7
182;2022-05-17 00:51:21;13,6;54,8
183;2022-05-17 00:56:21;13,6;54,7
184;2022-05-17 01:01:21;13,6;54,7
185;2022-05-17 01:06:21;13,6;54,7
186;2022-05-17 01:11:21;13,5;54,7
187;2022-05-17 01:16:21;13,5;54,7
188;2022-05-17 01:21:21;13,5;54,7
189;2022-05-17 01:26:21;13,4;54,7
190;2022-05-17 01:31:21;13,4;54,6
191;2022-05-17 01:36:21;13,4;54,6
192;2022-05-17 01:41:21;13,4;54,6
193;2022-05-17 01:46:21;13,4;54,5
194;2022-05-17 01:51:21;13,4;54,5
195;2022-05-17 01:56:21;13,3;54,5
196;2022-05-17 02:01:21;13,3;54,4
197;2022-05-17 02:06:21;13,3;54,4
198;2022-05-17 02:11:21;13,2;54,4
199;2022-05-17 02:16:21;13,2;54,3
200;2022-05-17 02:21:21;13,2;54,3
201;2022-05-17 02:26:21;13,2;54,3
202;2022-05-17 02:31:21;13,1;54,2
203;2022-05-17 02:36:21;13,1;54,2
204;2022-05-17 02:41:21;13,1;54,2
205;2022-05-17 02:46:21;13,1;54
206;2022-05-17 02:51:21;13;54
207;2022-05-17 02:56:21;13;53,9
208;2022-05-17 03:01:21;13;53,8
209;2022-05-17 03:06:21;13;53,7
210;2022-05-17 03:11:21;12,9;53,6
211;2022-05-17 03:16:21;12,9;53,5
212;2022-05-17 03:21:21;12,9;53,5
213;2022-05-17 03:26:21;12,8;53,5
214;2022-05-17 03:31:21;12,8;53,3
215;2022-05-17 03:36:21;12,8;53,3
216;2022-05-17 03:41:21;12,8;53,2
217;2022-05-17 03:46:21;12,7;53,1
218;2022-05-17 03:51:21;12,7;53,2
219;2022-05-17 03:56:21;12,7;53,1
220;2022-05-17 04:01:21;12,7;53,1
221;2022-05-17 04:06:21;12,7;53,1
222;2022-05-17 04:11:21;12,7;53
223;2022-05-17 04:16:21;12,6;53
224;2022-05-17 04:21:21;12,6;53
225;2022-05-17 04:26:21;12,6;52,9
226;2022-05-17 04:31:21;12,6;52,9
227;2022-05-17 04:36:21;12,5;52,9
228;2022-05-17 04:41:21;12,5;52,9
229;2022-05-17 04:46:21;12,5;52,8
230;2022-05-17 04:51:21;12,5;52,8
231;2022-05-17 04:56:21;12,5;52,8
232;2022-05-17 05:01:21;12,4;52,7
233;2022-05-17 05:06:21;12,4;52,7
234;2022-05-17 05:11:21;12,4;52,6
235;2022-05-17 05:16:21;12,4;52,6
236;2022-05-17 05:21:21;12,3;52,6
237;2022-05-17 05:26:21;12,3;52,5
238;2022-05-17 05:31:21;12,3;52,5
239;2022-05-17 05:36:21;12,3;52,5
240;2022-05-17 05:41:21;12,3;52,5
241;2022-05-17 05:46:21;12,3;52,6
242;2022-05-17 05:51:21;12,3;52,5
243;2022-05-17 05:56:21;12,2;52,5
244;2022-05-17 06:01:21;12,2;52,6
245;2022-05-17 06:06:21;12,2;52,5
246;2022-05-17 06:11:21;12,2;52,6
247;2022-05-17 06:16:21;12,2;52,5
248;2022-05-17 06:21:21;12,2;52,6
249;2022-05-17 06:26:21;12,2;52,5
250;2022-05-17 06:31:21;12,1;52,5
251;2022-05-17 06:36:21;12,1;52,5
252;2022-05-17 06:41:21;12,1;52,5
253;2022-05-17 06:46:21;12,1;52,5
254;2022-05-17 06:51:21;12,1;52,5
255;2022-05-17 06:56:21;12;52,5
256;2022-05-17 07:01:21;12;52,5
257;2022-05-17 07:06:21;12;52,5
258;2022-05-17 07:11:21;12;52,5
259;2022-05-17 07:16:21;12;52,5
260;2022-05-17 07:21:21;12;52,5
261;2022-05-17 07:26:21;12;52,5
262;2022-05-17 07:31:21;12;52,5
263;2022-05-17 07:36:21;12;52,5
264;2022-05-17 07:41:21;12;52,5
265;2022-05-17 07:46:21;12;52,5
266;2022-05-17 07:51:21;11,9;52,5
267;2022-05-17 07:56:21;11,9;52,5
268;2022-05-17 08:01:21;11,9;52,5
269;2022-05-17 08:06:21;11,9;52,5
270;2022-05-17 08:11:21;11,9;52,5
271;2022-05-17 08:16:21;11,9;52,5
272;2022-05-17 08:21:21;11,9;52,5
273;2022-05-17 08:26:21;12;52,5
274;2022-05-17 08:31:21;12;52,5
275;2022-05-17 08:36:21;12;52,5
276;2022-05-17 08:41:21;12;52,5
277;2022-05-17 08:46:21;12;52,5
278;2022-05-17 08:51:21;12;52,6
279;2022-05-17 08:56:21;12,1;52,6
280;2022-05-17 09:01:21;12,1;52,6
281;2022-05-17 09:06:21;12,2;52,6
282;2022-05-17 09:11:21;12,2;52,6
283;2022-05-17 09:16:21;12,3;52,6
284;2022-05-17 09:21:21;12,4;52,6
285;2022-05-17 09:26:21;12,5;52,5
286;2022-05-17 09:31:21;12,6;52,5
287;2022-05-17 09:36:21;12,7;52,4
288;2022-05-17 09:41:21;12,7;52,5
289;2022-05-17 09:46:21;12,9;52,6
290;2022-05-17 09:51:21;13;52,6
291;2022-05-17 09:56:21;13;52,5
292;2022-05-17 10:01:21;13,1;52,5
293;2022-05-17 10:06:21;13,2;52,5
294;2022-05-17 10:11:21;13,3;52,5
295;2022-05-17 10:16:21;13,4;52,5
296;2022-05-17 10:21:21;13,4;52,4
297;2022-05-17 10:26:21;13,5;52,3
298;2022-05-17 10:31:21;13,5;52,2
299;2022-05-17 10:36:21;13,6;52,4
300;2022-05-17 10:41:21;13,7;52,5
301;2022-05-17 10:46:21;13,8;52,4
302;2022-05-17 10:51:21;14;52,2
303;2022-05-17 10:56:21;14;52,1
304;2022-05-17 11:01:21;14,2;52,1
305;2022-05-17 11:06:21;14,3;52,3
306;2022-05-17 11:11:21;14,4;52
307;2022-05-17 11:16:21;14,5;51,8
308;2022-05-17 11:21:21;14,6;51,7
309;2022-05-17 11:26:21;14,7;51,7
310;2022-05-17 11:31:21;14,7;52
311;2022-05-17 11:36:21;14,8;52,6
312;2022-05-17 11:41:21;15;53
313;2022-05-17 11:46:21;15,1;52,7
314;2022-05-17 11:51:21;15,1;52,7
315;2022-05-17 11:56:21;15,2;52,6
316;2022-05-17 12:01:21;15,3;52,7
317;2022-05-17 12:06:21;15,4;52,3
318;2022-05-17 12:11:21;15,5;52,3
319;2022-05-17 12:16:21;15,6;52,4
320;2022-05-17 12:21:21;15,7;52,6
321;2022-05-17 12:26:21;15,8;52,3
322;2022-05-17 12:31:21;15,9;52,3
323;2022-05-17 12:36:21;15,9;52,6
324;2022-05-17 12:41:21;16;52,4
325;2022-05-17 12:46:21;16,1;52,3
326;2022-05-17 12:51:21;16,2;52,2
327;2022-05-17 12:56:21;16,3;52,1
328;2022-05-17 13:01:21;16,5;52
329;2022-05-17 13:06:21;16,6;51,8
330;2022-05-17 13:11:21;16,7;51,8
331;2022-05-17 13:16:21;16,8;51,8
332;2022-05-17 13:21:21;17;51,6
333;2022-05-17 13:26:21;17,1;51,5
334;2022-05-17 13:31:21;17,2;51,5
335;2022-05-17 13:36:21;17,3;51,3
336;2022-05-17 13:41:21;17,4;51
337;2022-05-17 13:46:21;17,4;50,8
338;2022-05-17 13:51:21;17,5;50,7
339;2022-05-17 13:56:21;17,5;50,7
340;2022-05-17 14:01:21;17,6;50,8
341;2022-05-17 14:06:21;17,6;50,6
342;2022-05-17 14:11:21;17,7;50,5
343;2022-05-17 14:16:21;17,7;50,5
344;2022-05-17 14:21:21;17,8;50,3
345;2022-05-17 14:26:21;17,9;50,3
346;2022-05-17 14:31:21;17,9;50,2
347;2022-05-17 14:36:21;18;50,3
348;2022-05-17 14:41:21;18;50,3
349;2022-05-17 14:46:21;18;50,1
350;2022-05-17 14:51:21;18,1;50
351;2022-05-17 14:56:21;18,1;49,8
352;2022-05-17 15:01:21;18,2;49,8
353;2022-05-17 15:06:21;18,2;49,7
354;2022-05-17 15:11:21;18,2;49,7
355;2022-05-17 15:16:21;18,2;49,7
356;2022-05-17 15:21:21;18,3;49,6
357;2022-05-17 15:26:21;18,3;49,6
358;2022-05-17 15:31:21;18,3;49,6
359;2022-05-17 15:36:21;18,4;49,5
360;2022-05-17 15:41:21;18,4;49,5
361;2022-05-17 15:46:21;18,4;49,5
362;2022-05-17 15:51:21;18,4;49,4
363;2022-05-17 15:56:21;18,4;49,4
364;2022-05-17 16:01:21;18,5;49,4
365;2022-05-17 16:06:21;18,5;49,3
366;2022-05-17 16:11:21;18,5;49,2
367;2022-05-17 16:16:21;18,5;49,2
368;2022-05-17 16:21:21;18,4;49,1
369;2022-05-17 16:26:21;18,4;49
370;2022-05-17 16:31:21;18,4;48,9
371;2022-05-17 16:36:21;18,4;49
372;2022-05-17 16:41:21;18,4;49,1
373;2022-05-17 16:46:21;18,3;49,1
374;2022-05-17 16:51:21;18,3;49,1
375;2022-05-17 16:56:21;18,3;49,1
376;2022-05-17 17:01:21;18,3;49,2
377;2022-05-17 17:06:21;18,2;49,3
378;2022-05-17 17:11:21;18,1;49,3
379;2022-05-17 17:16:21;18,1;49,4
380;2022-05-17 17:21:21;18;49,6
381;2022-05-17 17:26:21;18;49,7
382;2022-05-17 17:31:21;17,9;49,9
383;2022-05-17 17:36:21;17,8;50
384;2022-05-17 17:41:21;17,7;50,1
385;2022-05-17 17:46:21;17,6;50,3
386;2022-05-17 17:51:21;17,5;50,4
387;2022-05-17 17:56:21;17,4;50,4
388;2022-05-17 18:01:21;17,3;50,4
389;2022-05-17 18:06:21;17,2;50,4
390;2022-05-17 18:11:21;17,1;50,4
391;2022-05-17 18:16:21;16,9;50,6
392;2022-05-17 18:21:21;16,8;50,7
393;2022-05-17 18:26:21;16,7;50,8
394;2022-05-17 18:31:21;16,6;51
395;2022-05-17 18:36:21;16,5;51,2
396;2022-05-17 18:41:21;16,4;51,4
397;2022-05-17 18:46:21;16,3;51,5
398;2022-05-17 18:51:21;16,2;51,7
399;2022-05-17 18:56:21;16,1;51,9
400;2022-05-17 19:01:21;16;52
401;2022-05-17 19:06:21;16;52,2
402;2022-05-17 19:11:21;15,9;52,3
403;2022-05-17 19:16:21;15,8;52,4
404;2022-05-17 19:21:21;15,7;52,6
405;2022-05-17 19:26:21;15,6;52,7
406;2022-05-17 19:31:21;15,5;52,8
407;2022-05-17 19:36:21;15,4;53
408;2022-05-17 19:41:21;15,4;53,1
409;2022-05-17 19:46:21;15,3;53,2
410;2022-05-17 19:51:21;15,2;53,3
411;2022-05-17 19:56:21;15,2;53,4
412;2022-05-17 20:01:21;15,1;53,5
413;2022-05-17 20:06:21;15;53,6
414;2022-05-17 20:11:21;14,9;53,7
415;2022-05-17 20:16:21;14,9;53,8
416;2022-05-17 20:21:21;14,8;53,9
417;2022-05-17 20:26:21;14,7;54
418;2022-05-17 20:31:21;14,7;54,1
419;2022-05-17 20:36:21;14,7;54,1
420;2022-05-17 20:41:21;14,6;54,2
421;2022-05-17 20:46:21;14,5;54,3
422;2022-05-17 20:51:21;14,5;54,3
423;2022-05-17 20:56:21;14,4;54,4
424;2022-05-17 21:01:21;14,4;54,5
425;2022-05-17 21:06:21;14,3;54,5
426;2022-05-17 21:11:21;14,3;54,5
427;2022-05-17 21:16:21;14,2;54,6
428;2022-05-17 21:21:21;14,1;54,6
429;2022-05-17 21:26:21;14,1;54,7
430;2022-05-17 21:31:21;14;54,8
431;2022-05-17 21:36:21;14;54,8
432;2022-05-17 21:41:21;14;54,8
433;2022-05-17 21:46:21;14;54,9
434;2022-05-17 21:51:21;13,9;54,9
435;2022-05-17 21:56:21;13,9;54,9
436;2022-05-17 22:01:21;13,8;54,9
437;2022-05-17 22:06:21;13,8;54,9
438;2022-05-17 22:11:21;13,8;55
439;2022-05-17 22:16:21;13,7;54,9
440;2022-05-17 22:21:21;13,7;54,9
441;2022-05-17 22:26:21;13,6;55
442;2022-05-17 22:31:21;13,6;55
443;2022-05-17 22:36:21;13,6;55
444;2022-05-17 22:41:21;13,5;55
445;2022-05-17 22:46:21;13,5;54,9
446;2022-05-17 22:51:21;13,5;54,9
447;2022-05-17 22:56:21;13,4;54,9
448;2022-05-17 23:01:21;13,4;54,9
449;2022-05-17 23:06:21;13,4;54,9
450;2022-05-17 23:11:21;13,4;54,9
451;2022-05-17 23:16:21;13,4;54,9
452;2022-05-17 23:21:21;13,4;54,9
453;2022-05-17 23:26:21;13,3;55
454;2022-05-17 23:31:21;13,3;55
455;2022-05-17 23:36:21;13,3;55
456;2022-05-17 23:41:21;13,2;55
457;2022-05-17 23:46:21;13,2;55
458;2022-05-17 23:51:21;13,2;55
459;2022-05-17 23:56:21;13,2;55
460;2022-05-18 00:01:21;13,2;55,1
461;2022-05-18 00:06:21;13,1;55,1
462;2022-05-18 00:11:21;13,1;55,1
463;2022-05-18 00:16:21;13,1;55,1
464;2022-05-18 00:21:21;13,1;55,1
465;2022-05-18 00:26:21;13;55,1
466;2022-05-18 00:31:21;13;55,1
467;2022-05-18 00:36:21;13;55,1
468;2022-05-18 00:41:21;13;55,1
469;2022-05-18 00:46:21;13;55,1
470;2022-05-18 00:51:21;12,9;55,2
471;2022-05-18 00:56:21;12,9;55,2
472;2022-05-18 01:01:21;12,9;55,2
473;2022-05-18 01:06:21;12,9;55,2
474;2022-05-18 01:11:21;12,9;55,2
475;2022-05-18 01:16:21;12,8;55,2
476;2022-05-18 01:21:21;12,8;55,1
477;2022-05-18 01:26:21;12,8;55,1
478;2022-05-18 01:31:21;12,8;55,1
479;2022-05-18 01:36:21;12,8;55,1
480;2022-05-18 01:41:21;12,7;55,1
481;2022-05-18 01:46:21;12,7;55,1
482;2022-05-18 01:51:21;12,7;55
483;2022-05-18 01:56:21;12,7;55
484;2022-05-18 02:01:21;12,7;55
485;2022-05-18 02:06:21;12,7;55
486;2022-05-18 02:11:21;12,7;54,9
487;2022-05-18 02:16:21;12,7;54,9
488;2022-05-18 02:21:21;12,6;54,9
489;2022-05-18 02:26:21;12,6;54,8
490;2022-05-18 02:31:21;12,6;54,8
491;2022-05-18 02:36:21;12,6;54,7
492;2022-05-18 02:41:21;12,5;54,7
493;2022-05-18 02:46:21;12,5;54,6
494;2022-05-18 02:51:21;12,5;54,5
495;2022-05-18 02:56:21;12,5;54,5
496;2022-05-18 03:01:21;12,5;54,4
497;2022-05-18 03:06:21;12,4;54,4
498;2022-05-18 03:11:21;12,4;54,4
499;2022-05-18 03:16:21;12,4;54,4
500;2022-05-18 03:21:21;12,4;54,4
501;2022-05-18 03:26:21;12,4;54,3
502;2022-05-18 03:31:21;12,3;54,3
503;2022-05-18 03:36:21;12,3;54,2
504;2022-05-18 03:41:21;12,3;54,2
505;2022-05-18 03:46:21;12,3;54,2
506;2022-05-18 03:51:21;12,3;54,2
507;2022-05-18 03:56:21;12,2;54,1
508;2022-05-18 04:01:21;12,2;54,1
509;2022-05-18 04:06:21;12,2;54
510;2022-05-18 04:11:21;12,2;53,9
511;2022-05-18 04:16:21;12,2;53,9
512;2022-05-18 04:21:21;12,2;53,9
513;2022-05-18 04:26:21;12,2;53,8
514;2022-05-18 04:31:21;12,1;53,8
515;2022-05-18 04:36:21;12,1;53,8
516;2022-05-18 04:41:21;12,1;53,7
517;2022-05-18 04:46:21;12,1;53,7
518;2022-05-18 04:51:21;12;53,7
519;2022-05-18 04:56:21;12;53,6
520;2022-05-18 05:01:21;12;53,6
521;2022-05-18 05:06:21;12;53,6
522;2022-05-18 05:11:21;12;53,5
523;2022-05-18 05:16:21;12;53,4
524;2022-05-18 05:21:21;12;53,3
525;2022-05-18 05:26:21;12;53,4
526;2022-05-18 05:31:21;11,9;53,3
527;2022-05-18 05:36:21;11,9;53,3
528;2022-05-18 05:41:21;11,9;53,3
529;2022-05-18 05:46:21;11,9;53,3
530;2022-05-18 05:51:21;11,8;53,2
531;2022-05-18 05:56:21;11,8;53,1
532;2022-05-18 06:01:21;11,8;53,1
533;2022-05-18 06:06:21;11,8;53
534;2022-05-18 06:11:21;11,8;53
535;2022-05-18 06:16:21;11,8;52,9
536;2022-05-18 06:21:21;11,8;52,9
537;2022-05-18 06:26:21;11,8;52,9
538;2022-05-18 06:31:21;11,8;52,9
539;2022-05-18 06:36:21;11,8;52,9
540;2022-05-18 06:41:21;11,7;52,9
541;2022-05-18 06:46:21;11,7;52,9
542;2022-05-18 06:51:21;11,7;52,9
543;2022-05-18 06:56:21;11,7;52,9
544;2022-05-18 07:01:21;11,7;52,9
545;2022-05-18 07:06:21;11,7;52,9
546;2022-05-18 07:11:21;11,7;52,9
547;2022-05-18 07:16:21;11,7;52,9
548;2022-05-18 07:21:21;11,6;52,9
549;2022-05-18 07:26:21;11,6;52,9
550;2022-05-18 07:31:21;11,6;52,9
551;2022-05-18 07:36:21;11,6;52,9
552;2022-05-18 07:41:21;11,6;52,9
553;2022-05-18 07:46:21;11,6;52,9
554;2022-05-18 07:51:21;11,5;52,9
555;2022-05-18 07:56:21;11,5;52,9
556;2022-05-18 08:01:21;11,5;52,9
557;2022-05-18 08:06:21;11,5;52,9
558;2022-05-18 08:11:21;11,5;52,9
559;2022-05-18 08:16:21;11,5;52,9
560;2022-05-18 08:21:21;11,5;52,9
561;2022-05-18 08:26:21;11,5;52,9
562;2022-05-18 08:31:21;11,6;53
563;2022-05-18 08:36:21;11,6;53,2
564;2022-05-18 08:41:21;11,6;53,2
565;2022-05-18 08:46:21;11,6;53,2
566;2022-05-18 08:51:21;11,6;53,2
567;2022-05-18 08:56:21;11,6;53,2
568;2022-05-18 09:01:21;11,7;53,3
569;2022-05-18 09:06:21;11,7;53,5
570;2022-05-18 09:11:21;11,8;53,6
571;2022-05-18 09:16:21;11,8;53,6
572;2022-05-18 09:21:21;11,9;53,6
573;2022-05-18 09:26:21;12;53,5
574;2022-05-18 09:31:21;12;53,5
575;2022-05-18 09:36:21;12;53,5
576;2022-05-18 09:41:21;12,1;53,5
577;2022-05-18 09:46:21;12,1;53,5
578;2022-05-18 09:51:21;12,2;53,5
579;2022-05-18 09:56:21;12,2;53,4
580;2022-05-18 10:01:21;12,3;53,5
581;2022-05-18 10:06:21;12,4;53,4
582;2022-05-18 10:11:21;12,5;53,4
583;2022-05-18 10:16:21;12,6;53,4
584;2022-05-18 10:21:21;12,7;53,4
585;2022-05-18 10:26:21;12,7;53,4
586;2022-05-18 10:31:21;12,8;53,3
587;2022-05-18 10:36:21;12,9;53,3
588;2022-05-18 10:41:21;13;53,3
589;2022-05-18 10:46:21;13,1;53,4
590;2022-05-18 10:51:21;13,1;53,6
591;2022-05-18 10:56:21;13,2;53,6
592;2022-05-18 11:01:21;13,3;53,6
593;2022-05-18 11:06:21;13,4;53,5
594;2022-05-18 11:11:21;13,4;53,4
595;2022-05-18 11:16:21;13,4;53,5
596;2022-05-18 11:21:21;13,5;53,5
597;2022-05-18 11:26:21;13,6;53,4
598;2022-05-18 11:31:21;13,6;53,4
599;2022-05-18 11:36:21;13,7;53,3
600;2022-05-18 11:41:21;13,7;53,3
601;2022-05-18 11:46:21;13,8;53,2
602;2022-05-18 11:51:21;13,9;53,1
