RC-4HC Temperature+Humidity Data Logger;;;
User Information;00V303;;
223;2022-03-04 07:59:33;20.3;45.3
224;2022-03-04 08:04:33;20.3;45.3
225;2022-03-04 08:09:33;20.3;45.3
226;2022-03-04 08:14:33;20.2;45.3
227;2022-03-04 08:19:33;20.2;45.3
228;2022-03-04 08:24:33;20.2;45.3
229;2022-03-04 08:29:33;20.2;45.3
230;2022-03-04 08:34:33;20.2;45.3
231;2022-03-04 08:39:33;20.2;45.3
232;2022-03-04 08:44:33;20.2;45.4
233;2022-03-04 08:49:33;20.2;45.4
234;2022-03-04 08:54:33;20.3;45.7
235;2022-03-04 08:59:33;20.3;45.9
236;2022-03-04 09:04:33;20.3;46.1
237;2022-03-04 09:09:33;20.3;46.1
238;2022-03-04 09:14:33;20.3;46.1
239;2022-03-04 09:19:33;20.3;46.1
240;2022-03-04 09:24:33;20.3;46.1
241;2022-03-04 09:29:33;20.3;46.2
242;2022-03-04 09:34:33;20.3;46.1
243;2022-03-04 09:39:33;20.3;46.2
244;2022-03-04 09:44:33;20.3;46.3
245;2022-03-04 09:49:33;20.3;46.4
246;2022-03-04 09:54:33;20.4;46.3
247;2022-03-04 09:59:33;20.4;46.4
248;2022-03-04 10:04:33;20.4;46.3
249;2022-03-04 10:09:33;20.5;46.3
250;2022-03-04 10:14:33;20.5;46.3
251;2022-03-04 10:19:33;20.6;46.5
252;2022-03-04 10:24:33;20.6;46.5
253;2022-03-04 10:29:33;20.6;46.6
254;2022-03-04 10:34:33;20.7;46.6
255;2022-03-04 10:39:33;20.7;46.7
256;2022-03-04 10:44:33;20.7;46.7
257;2022-03-04 10:49:33;20.7;46.7
258;2022-03-04 10:54:33;20.8;46.7
259;2022-03-04 10:59:33;20.8;46.8
260;2022-03-04 11:04:33;20.8;46.9
261;2022-03-04 11:09:33;20.9;46.9
262;2022-03-04 11:14:33;20.9;46.9
263;2022-03-04 11:19:33;20.7;46.9
264;2022-03-04 11:24:33;20.7;46.6
265;2022-03-04 11:29:33;20.6;46.4
266;2022-03-04 11:34:33;20.6;46.2
267;2022-03-04 11:39:33;20.5;46
268;2022-03-04 11:44:33;20.5;45.9
269;2022-03-04 11:49:33;20.6;45.9
270;2022-03-04 11:54:33;20.5;45.7
271;2022-03-04 11:59:33;20.3;45.5
272;2022-03-04 12:04:33;20.3;45.6
273;2022-03-04 12:09:33;20.2;45.5
274;2022-03-04 12:14:33;20;45.3
275;2022-03-04 12:19:33;20.1;46
276;2022-03-04 12:24:33;20.2;46.8
277;2022-03-04 12:29:33;20.2;46.7
278;2022-03-04 12:34:33;20.2;46.5
279;2022-03-04 12:39:33;20.1;46.1
280;2022-03-04 12:44:33;19.9;45.7
281;2022-03-04 12:49:33;19.8;45.5
282;2022-03-04 12:54:33;19.8;46.3
283;2022-03-04 12:59:33;19.8;46.4
284;2022-03-04 13:04:33;19.8;46.1
285;2022-03-04 13:09:33;19.7;45.8
286;2022-03-04 13:14:33;19.7;45.6
287;2022-03-04 13:19:33;19.7;45.5
288;2022-03-04 13:24:33;19.6;45.2
289;2022-03-04 13:29:33;19.6;45.1
290;2022-03-04 13:34:33;19.6;45.1
291;2022-03-04 13:39:33;19.5;44.9
292;2022-03-04 13:44:33;19.5;44.9
293;2022-03-04 13:49:33;19.5;44.9
294;2022-03-04 13:54:33;19.5;44.7
295;2022-03-04 13:59:33;19.5;44.7
296;2022-03-04 14:04:33;19.5;44.6
297;2022-03-04 14:09:33;19.5;44.5
298;2022-03-04 14:14:33;19.6;44.5
299;2022-03-04 14:19:33;19.6;44.9
300;2022-03-04 14:24:33;19.7;45.1
301;2022-03-04 14:29:33;19.7;44.9
302;2022-03-04 14:34:33;19.6;44.7
303;2022-03-04 14:39:33;19.6;44.5
304;2022-03-04 14:44:33;19.6;44.4
305;2022-03-04 14:49:33;19.6;44.4
306;2022-03-04 14:54:33;19.6;44.3
307;2022-03-04 14:59:33;19.6;44.4
308;2022-03-04 15:04:33;19.7;44.8
309;2022-03-04 15:09:33;19.8;45.1
310;2022-03-04 15:14:33;19.8;45.2
311;2022-03-04 15:19:33;19.8;45
312;2022-03-04 15:24:33;19.8;44.9
313;2022-03-04 15:29:33;19.8;45
314;2022-03-04 15:34:33;19.9;45.1
315;2022-03-04 15:39:33;19.9;45.1
316;2022-03-04 15:44:33;20;45.5
317;2022-03-04 15:49:33;20;45.4
318;2022-03-04 15:54:33;20.1;45.7
319;2022-03-04 15:59:33;20.1;45.7
320;2022-03-04 16:04:33;20.1;45.5
321;2022-03-04 16:09:33;20;45.4
322;2022-03-04 16:14:33;20;45.2
323;2022-03-04 16:19:33;20;45.2
324;2022-03-04 16:24:33;20;45.1
325;2022-03-04 16:29:33;20.1;45.3
326;2022-03-04 16:34:33;20.2;45
327;2022-03-04 16:39:33;20.2;44.9
328;2022-03-04 16:44:33;20.1;44.8
329;2022-03-04 16:49:33;20.1;44.7
330;2022-03-04 16:54:33;20.1;44.7
331;2022-03-04 16:59:33;20.1;44.6
332;2022-03-04 17:04:33;20.1;44.5
333;2022-03-04 17:09:33;20.1;44.6
334;2022-03-04 17:14:33;20.1;44.5
335;2022-03-04 17:19:33;20.1;44.6
336;2022-03-04 17:24:33;20.1;44.6
337;2022-03-04 17:29:33;20.1;44.5
338;2022-03-04 17:34:33;20;44.4
339;2022-03-04 17:39:33;20;44.4
340;2022-03-04 17:44:33;20;44.3
341;2022-03-04 17:49:33;20;44.4
342;2022-03-04 17:54:33;20;44.3
343;2022-03-04 17:59:33;20;44.1
344;2022-03-04 18:04:33;20;43.9
345;2022-03-04 18:09:33;19.9;43.7
346;2022-03-04 18:14:33;19.9;43.5
347;2022-03-04 18:19:33;19.9;43.5
348;2022-03-04 18:24:33;19.9;43.3
349;2022-03-04 18:29:33;19.8;43.2
350;2022-03-04 18:34:33;19.8;43.1
351;2022-03-04 18:39:33;19.8;43
352;2022-03-04 18:44:33;19.8;42.9
353;2022-03-04 18:49:33;19.8;42.8
354;2022-03-04 18:54:33;19.8;42.7
355;2022-03-04 18:59:33;19.8;42.6
356;2022-03-04 19:04:33;19.7;42.5
357;2022-03-04 19:09:33;19.7;42.4
358;2022-03-04 19:14:33;19.7;42.4
359;2022-03-04 19:19:33;19.7;42.2
360;2022-03-04 19:24:33;19.6;42.2
361;2022-03-04 19:29:33;19.6;42.1
362;2022-03-04 19:34:33;19.6;42
363;2022-03-04 19:39:33;19.6;42
364;2022-03-04 19:44:33;19.6;41.8
365;2022-03-04 19:49:33;19.5;41.7
366;2022-03-04 19:54:33;19.5;41.7
367;2022-03-04 19:59:33;19.5;41.5
368;2022-03-04 20:04:33;19.5;41.8
369;2022-03-04 20:09:33;19.5;41.6
370;2022-03-04 20:14:33;19.5;41.8
371;2022-03-04 20:19:33;19.5;41.8
372;2022-03-04 20:24:33;19.4;41.9
373;2022-03-04 20:29:33;19.4;42
374;2022-03-04 20:34:33;19.4;41.9
375;2022-03-04 20:39:33;19.4;41.8
376;2022-03-04 20:44:33;19.4;41.6
377;2022-03-04 20:49:33;19.3;41.5
378;2022-03-04 20:54:33;19.3;41.6
379;2022-03-04 20:59:33;19.3;41.5
380;2022-03-04 21:04:33;19.3;42
381;2022-03-04 21:09:33;19.4;42.8
382;2022-03-04 21:14:33;19.5;43
383;2022-03-04 21:19:33;19.5;42.8
384;2022-03-04 21:24:33;19.5;43.2
385;2022-03-04 21:29:33;19.6;43.7
386;2022-03-04 21:34:33;19.6;43.6
387;2022-03-04 21:39:33;19.6;43.7
388;2022-03-04 21:44:33;19.7;44
389;2022-03-04 21:49:33;19.7;43.8
390;2022-03-04 21:54:33;19.7;44
391;2022-03-04 21:59:33;19.8;44.1
392;2022-03-04 22:04:33;19.8;44.1
393;2022-03-04 22:09:33;19.8;44.3
394;2022-03-04 22:14:33;19.8;44.5
395;2022-03-04 22:19:33;19.8;44.6
396;2022-03-04 22:24:33;19.9;44.7
397;2022-03-04 22:29:33;19.9;44.7
398;2022-03-04 22:34:33;20;44.8
399;2022-03-04 22:39:33;20;44.8
400;2022-03-04 22:44:33;20;44.8
401;2022-03-04 22:49:33;20;44.8
402;2022-03-04 22:54:33;20.1;44.9
403;2022-03-04 22:59:33;20.1;44.9
404;2022-03-04 23:04:33;20.1;44.9
405;2022-03-04 23:09:33;20.1;45
406;2022-03-04 23:14:33;20.2;45
407;2022-03-04 23:19:33;20.2;45
408;2022-03-04 23:24:33;20.2;45
409;2022-03-04 23:29:33;20.2;45
410;2022-03-04 23:34:33;20.2;45
411;2022-03-04 23:39:33;20.2;45
412;2022-03-04 23:44:33;20.3;45
413;2022-03-04 23:49:33;20.3;45
414;2022-03-04 23:54:33;20.3;45
415;2022-03-04 23:59:33;20.3;45.1
416;2022-03-05 00:04:33;20.3;45.1
417;2022-03-05 00:09:33;20.3;45
418;2022-03-05 00:14:33;20.3;45
419;2022-03-05 00:19:33;20.3;45
420;2022-03-05 00:24:33;20.3;45
421;2022-03-05 00:29:33;20.3;45
422;2022-03-05 00:34:33;20.3;45
423;2022-03-05 00:39:33;20.3;45
424;2022-03-05 00:44:33;20.3;45
425;2022-03-05 00:49:33;20.3;45
426;2022-03-05 00:54:33;20.4;45
427;2022-03-05 00:59:33;20.4;45
428;2022-03-05 01:04:33;20.4;45
429;2022-03-05 01:09:33;20.4;45
430;2022-03-05 01:14:33;20.4;45
431;2022-03-05 01:19:33;20.4;45
432;2022-03-05 01:24:33;20.4;45
433;2022-03-05 01:29:33;20.4;45
434;2022-03-05 01:34:33;20.4;45
435;2022-03-05 01:39:33;20.4;45
436;2022-03-05 01:44:33;20.4;45
437;2022-03-05 01:49:33;20.4;44.9
438;2022-03-05 01:54:33;20.4;44.9
439;2022-03-05 01:59:33;20.4;44.9
440;2022-03-05 02:04:33;20.4;44.9
441;2022-03-05 02:09:33;20.4;44.9
442;2022-03-05 02:14:33;20.4;44.9
443;2022-03-05 02:19:33;20.4;44.9
444;2022-03-05 02:24:33;20.4;44.9
445;2022-03-05 02:29:33;20.5;44.9
446;2022-03-05 02:34:33;20.5;44.9
447;2022-03-05 02:39:33;20.5;44.9
448;2022-03-05 02:44:33;20.5;44.9
449;2022-03-05 02:49:33;20.5;44.9
450;2022-03-05 02:54:33;20.5;44.9
451;2022-03-05 02:59:33;20.5;44.9
452;2022-03-05 03:04:33;20.5;44.9
453;2022-03-05 03:09:33;20.5;44.9
454;2022-03-05 03:14:33;20.5;44.9
455;2022-03-05 03:19:33;20.5;44.9
456;2022-03-05 03:24:33;20.5;44.9
457;2022-03-05 03:29:33;20.5;44.9
458;2022-03-05 03:34:33;20.5;44.9
459;2022-03-05 03:39:33;20.5;44.9
460;2022-03-05 03:44:33;20.5;44.9
461;2022-03-05 03:49:33;20.5;44.9
462;2022-03-05 03:54:33;20.5;44.9
463;2022-03-05 03:59:33;20.5;44.9
464;2022-03-05 04:04:33;20.5;44.9
465;2022-03-05 04:09:33;20.5;44.9
466;2022-03-05 04:14:33;20.5;44.9
467;2022-03-05 04:19:33;20.5;44.9
468;2022-03-05 04:24:33;20.5;44.9
469;2022-03-05 04:29:33;20.5;44.9
470;2022-03-05 04:34:33;20.5;44.9
471;2022-03-05 04:39:33;20.5;44.9
472;2022-03-05 04:44:33;20.5;44.9
473;2022-03-05 04:49:33;20.5;44.9
474;2022-03-05 04:54:33;20.5;44.9
475;2022-03-05 04:59:33;20.5;44.9
476;2022-03-05 05:04:33;20.5;44.9
477;2022-03-05 05:09:33;20.5;44.9
478;2022-03-05 05:14:33;20.5;44.9
479;2022-03-05 05:19:33;20.5;44.9
480;2022-03-05 05:24:33;20.5;44.9
481;2022-03-05 05:29:33;20.4;44.9
482;2022-03-05 05:34:33;20.4;44.9
483;2022-03-05 05:39:33;20.4;44.9
484;2022-03-05 05:44:33;20.4;44.9
485;2022-03-05 05:49:33;20.4;44.9
486;2022-03-05 05:54:33;20.4;44.9
487;2022-03-05 05:59:33;20.4;44.9
488;2022-03-05 06:04:33;20.4;44.9
489;2022-03-05 06:09:33;20.4;44.9
490;2022-03-05 06:14:33;20.4;45
491;2022-03-05 06:19:33;20.4;45
492;2022-03-05 06:24:33;20.4;45
493;2022-03-05 06:29:33;20.4;45
494;2022-03-05 06:34:33;20.4;45
495;2022-03-05 06:39:33;20.4;45
496;2022-03-05 06:44:33;20.4;45
497;2022-03-05 06:49:33;20.4;45
498;2022-03-05 06:54:33;20.4;45
499;2022-03-05 06:59:33;20.4;45
500;2022-03-05 07:04:33;20.4;45
501;2022-03-05 07:09:33;20.4;45
502;2022-03-05 07:14:33;20.4;45
503;2022-03-05 07:19:33;20.4;45
504;2022-03-05 07:24:33;20.4;45
505;2022-03-05 07:29:33;20.4;45
506;2022-03-05 07:34:33;20.4;45
507;2022-03-05 07:39:33;20.4;45
508;2022-03-05 07:44:33;20.4;45
509;2022-03-05 07:49:33;20.4;45
510;2022-03-05 07:54:33;20.4;45
511;2022-03-05 07:59:33;20.4;45
512;2022-03-05 08:04:33;20.4;45
513;2022-03-05 08:09:33;20.4;45
514;2022-03-05 08:14:33;20.3;45
515;2022-03-05 08:19:33;20.3;45
516;2022-03-05 08:24:33;20.3;45
517;2022-03-05 08:29:33;20.3;45
518;2022-03-05 08:34:33;20.3;45
519;2022-03-05 08:39:33;20.3;45
520;2022-03-05 08:44:33;20.3;45.1
521;2022-03-05 08:49:33;20.3;45.1
522;2022-03-05 08:54:33;20.3;45.1
523;2022-03-05 08:59:33;20.3;45.1
524;2022-03-05 09:04:33;20.3;45.1
525;2022-03-05 09:09:33;20.3;45.1
526;2022-03-05 09:14:33;20.3;45.2
527;2022-03-05 09:19:33;20.3;45.1
528;2022-03-05 09:24:33;20.3;45.2
529;2022-03-05 09:29:33;20.3;45.2
530;2022-03-05 09:34:33;20.3;45.1
531;2022-03-05 09:39:33;20.3;45.2
532;2022-03-05 09:44:33;20.3;45.2
533;2022-03-05 09:49:33;20.4;45.2
534;2022-03-05 09:54:33;20.4;45.2
535;2022-03-05 09:59:33;20.4;45.1
536;2022-03-05 10:04:33;20.4;45.1
537;2022-03-05 10:09:33;20.4;45.1
538;2022-03-05 10:14:33;20.4;45.1
539;2022-03-05 10:19:33;20.4;45.1
540;2022-03-05 10:24:33;20.4;45.2
541;2022-03-05 10:29:33;20.4;45.1
542;2022-03-05 10:34:33;20.4;45.2
543;2022-03-05 10:39:33;20.4;45.2
544;2022-03-05 10:44:33;20.4;45.2
545;2022-03-05 10:49:33;20.5;45.2
546;2022-03-05 10:54:33;20.5;45.2
547;2022-03-05 10:59:33;20.5;45.2
548;2022-03-05 11:04:33;20.5;45.3
549;2022-03-05 11:09:33;20.5;45.3
550;2022-03-05 11:14:33;20.5;45.3
551;2022-03-05 11:19:33;20.5;45.3
552;2022-03-05 11:24:33;20.5;45.3
553;2022-03-05 11:29:33;20.5;45.3
554;2022-03-05 11:34:33;20.5;45.4
555;2022-03-05 11:39:33;20.6;45.4
556;2022-03-05 11:44:33;20.6;45.4
557;2022-03-05 11:49:33;20.6;45.4
558;2022-03-05 11:54:33;20.6;45.4
559;2022-03-05 11:59:33;20.6;45.5
560;2022-03-05 12:04:33;20.6;45.5
561;2022-03-05 12:09:33;20.6;45.5
562;2022-03-05 12:14:33;20.6;45.5
563;2022-03-05 12:19:33;20.6;45.6
564;2022-03-05 12:24:33;20.7;45.6
565;2022-03-05 12:29:33;20.7;45.6
566;2022-03-05 12:34:33;20.7;45.7
567;2022-03-05 12:39:33;20.7;45.7
568;2022-03-05 12:44:33;20.7;45.4
569;2022-03-05 12:49:33;20.7;45.6
570;2022-03-05 12:54:33;20.7;45.5
571;2022-03-05 12:59:33;20.6;45.2
572;2022-03-05 13:04:33;20.6;45
573;2022-03-05 13:09:33;20.5;44.8
574;2022-03-05 13:14:33;20.5;44.6
575;2022-03-05 13:19:33;20.4;44.4
576;2022-03-05 13:24:33;20.3;44.2
577;2022-03-05 13:29:33;20.3;44
578;2022-03-05 13:34:33;20.3;44.8
579;2022-03-05 13:39:33;20.3;45.1
580;2022-03-05 13:44:33;20.3;44.8
581;2022-03-05 13:49:33;20.3;45.9
582;2022-03-05 13:54:33;20.3;45.7
583;2022-03-05 13:59:33;20.3;45.5
584;2022-03-05 14:04:33;20.3;45.6
585;2022-03-05 14:09:33;20.2;45.3
586;2022-03-05 14:14:33;20.1;45.5
587;2022-03-05 14:19:33;20.1;45.3
588;2022-03-05 14:24:33;20.1;44.9
589;2022-03-05 14:29:33;20;45.1
590;2022-03-05 14:34:33;20;44.8
591;2022-03-05 14:39:33;20;44.5
592;2022-03-05 14:44:33;19.9;44.8
593;2022-03-05 14:49:33;19.9;44.7
594;2022-03-05 14:54:33;19.9;44.5
595;2022-03-05 14:59:33;19.9;44.7
596;2022-03-05 15:04:33;19.9;44.5
597;2022-03-05 15:09:33;19.8;44.3
598;2022-03-05 15:14:33;19.8;44.6
599;2022-03-05 15:19:33;19.8;44.2
600;2022-03-05 15:24:33;19.8;44.6
601;2022-03-05 15:29:33;19.8;44.4
