Informe de datos;;;;;
Archivo creado el:2022-05-28 18:47:39;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:32:08
48;2022-05-21 15:27:08;21,7;68,4;;
49;2022-05-21 15:32:08;21,6;68,4;;
50;2022-05-21 15:37:08;21,6;67,9;;
51;2022-05-21 15:42:08;21,6;67,9;;
52;2022-05-21 15:47:08;21,6;67,9;;
53;2022-05-21 15:52:08;21,5;68,4;;
54;2022-05-21 15:57:08;21,4;69,3;;
55;2022-05-21 16:02:08;21,4;69,7;;
56;2022-05-21 16:07:08;21,3;70,1;;
57;2022-05-21 16:12:08;21,2;70,1;;
58;2022-05-21 16:17:08;21,2;70,6;;
59;2022-05-21 16:22:08;21,1;71,9;;
60;2022-05-21 16:27:08;20,9;72,7;;
61;2022-05-21 16:32:08;20,8;73,1;;
62;2022-05-21 16:37:08;20,7;73,1;;
63;2022-05-21 16:42:08;20,6;73,1;;
64;2022-05-21 16:47:08;20,6;72,7;;
65;2022-05-21 16:52:08;20,5;71,8;;
66;2022-05-21 16:57:08;20,3;70,9;;
67;2022-05-21 17:02:08;20,3;70,4;;
68;2022-05-21 17:07:08;20,2;70,4;;
69;2022-05-21 17:12:08;20;70,3;;
70;2022-05-21 17:17:08;20;70,8;;
71;2022-05-21 17:22:08;20;70,8;;
72;2022-05-21 17:27:08;20;70,8;;
73;2022-05-21 17:32:08;20;70,3;;
74;2022-05-21 17:37:08;19,9;70,8;;
75;2022-05-21 17:42:08;19,8;71,2;;
76;2022-05-21 17:47:08;19,8;71,2;;
77;2022-05-21 17:52:08;19,6;71,6;;
78;2022-05-21 17:57:08;19,6;72;;
79;2022-05-21 18:02:08;19,5;72;;
80;2022-05-21 18:07:08;19,6;72;;
81;2022-05-21 18:12:08;19,7;72;;
82;2022-05-21 18:17:08;19,7;72;;
83;2022-05-21 18:22:08;19,8;72,1;;
84;2022-05-21 18:27:08;19,8;72,1;;
85;2022-05-21 18:32:08;19,8;72,1;;
86;2022-05-21 18:37:08;19,8;71,6;;
87;2022-05-21 18:42:08;19,8;72,1;;
88;2022-05-21 18:47:08;19,8;72,1;;
89;2022-05-21 18:52:08;19,8;72,1;;
90;2022-05-21 18:57:08;19,9;72,1;;
91;2022-05-21 19:02:08;19,9;72,1;;
92;2022-05-21 19:07:08;19,9;72,1;;
93;2022-05-21 19:12:08;19,8;72,1;;
94;2022-05-21 19:17:08;19,8;72,1;;
95;2022-05-21 19:22:08;19,8;72,1;;
96;2022-05-21 19:27:08;19,8;72,1;;
97;2022-05-21 19:32:08;19,8;72,1;;
98;2022-05-21 19:37:08;19,8;72,1;;
99;2022-05-21 19:42:08;19,8;72,1;;
100;2022-05-21 19:47:08;19,8;72,1;;
101;2022-05-21 19:52:08;19,8;72,1;;
102;2022-05-21 19:57:08;19,8;72,1;;
103;2022-05-21 20:02:08;19,8;72,1;;
104;2022-05-21 20:07:08;19,7;71,6;;
105;2022-05-21 20:12:08;19,7;71,6;;
106;2022-05-21 20:17:08;19,7;71,6;;
107;2022-05-21 20:22:08;19,7;71,6;;
108;2022-05-21 20:27:08;19,7;71,1;;
109;2022-05-21 20:32:08;19,6;71,1;;
110;2022-05-21 20:37:08;19,6;71,1;;
111;2022-05-21 20:42:08;19,6;71,1;;
112;2022-05-21 20:47:08;19,6;71,1;;
113;2022-05-21 20:52:08;19,5;71,1;;
114;2022-05-21 20:57:08;19,5;71,1;;
115;2022-05-21 21:02:08;19,4;71,1;;
116;2022-05-21 21:07:08;19,4;71,1;;
117;2022-05-21 21:12:08;19,4;71,1;;
118;2022-05-21 21:17:08;19,3;71,1;;
119;2022-05-21 21:22:08;19,3;71,1;;
120;2022-05-21 21:27:08;19,2;71,1;;
121;2022-05-21 21:32:08;19,2;71,1;;
122;2022-05-21 21:37:08;19,2;71,1;;
123;2022-05-21 21:42:08;19,2;71,1;;
124;2022-05-21 21:47:08;19,2;71,5;;
125;2022-05-21 21:52:08;19,2;71,1;;
126;2022-05-21 21:57:08;19,2;71,1;;
127;2022-05-21 22:02:08;19,1;71,1;;
128;2022-05-21 22:07:08;19,1;71;;
129;2022-05-21 22:12:08;19;71;;
130;2022-05-21 22:17:08;19;71;;
131;2022-05-21 22:22:08;18,9;71;;
132;2022-05-21 22:27:08;18,9;71;;
133;2022-05-21 22:32:08;18,9;71;;
134;2022-05-21 22:37:08;18,9;71;;
135;2022-05-21 22:42:08;18,9;71;;
136;2022-05-21 22:47:08;18,8;71;;
137;2022-05-21 22:52:08;18,8;71;;
138;2022-05-21 22:57:08;18,7;71;;
139;2022-05-21 23:02:08;18,7;71;;
140;2022-05-21 23:07:08;18,6;71;;
141;2022-05-21 23:12:08;18,6;71;;
142;2022-05-21 23:17:08;18,6;71;;
143;2022-05-21 23:22:08;18,6;71;;
144;2022-05-21 23:27:08;18,6;71;;
145;2022-05-21 23:32:08;18,6;71,4;;
146;2022-05-21 23:37:08;18,6;71,4;;
147;2022-05-21 23:42:08;18,6;70,9;;
148;2022-05-21 23:47:08;18,6;70,9;;
149;2022-05-21 23:52:08;18,5;70,9;;
150;2022-05-21 23:57:08;18,5;70,9;;
151;2022-05-22 00:02:08;18,5;70,9;;
152;2022-05-22 00:07:08;18,5;70,9;;
153;2022-05-22 00:12:08;18,4;70,9;;
154;2022-05-22 00:17:08;18,4;70,9;;
155;2022-05-22 00:22:08;18,4;70,9;;
156;2022-05-22 00:27:08;18,4;70,9;;
157;2022-05-22 00:32:08;18,2;70,9;;
158;2022-05-22 00:37:08;18,1;70,9;;
159;2022-05-22 00:42:08;18,1;70,9;;
160;2022-05-22 00:47:08;18,1;70,9;;
161;2022-05-22 00:52:08;18,2;70,9;;
162;2022-05-22 00:57:08;18,1;70,9;;
163;2022-05-22 01:02:08;18,1;70,9;;
164;2022-05-22 01:07:08;18;70,9;;
165;2022-05-22 01:12:08;18;70,8;;
166;2022-05-22 01:17:08;18;70,8;;
167;2022-05-22 01:22:08;18;70,8;;
168;2022-05-22 01:27:08;18;71,3;;
169;2022-05-22 01:32:08;18;71,3;;
170;2022-05-22 01:37:08;18;71,3;;
171;2022-05-22 01:42:08;18;71,3;;
172;2022-05-22 01:47:08;18;71,3;;
173;2022-05-22 01:52:08;18;71,3;;
174;2022-05-22 01:57:08;18;71,3;;
175;2022-05-22 02:02:08;18;71,3;;
176;2022-05-22 02:07:08;17,9;70,8;;
177;2022-05-22 02:12:08;17,9;71,3;;
178;2022-05-22 02:17:08;17,9;71,2;;
179;2022-05-22 02:22:08;17,8;71,2;;
180;2022-05-22 02:27:08;17,8;71,2;;
181;2022-05-22 02:32:08;17,8;71,2;;
182;2022-05-22 02:37:08;17,7;71,2;;
183;2022-05-22 02:42:08;17,7;71,2;;
184;2022-05-22 02:47:08;17,7;71,7;;
185;2022-05-22 02:52:08;17,7;71,7;;
186;2022-05-22 02:57:08;17,6;71,6;;
187;2022-05-22 03:02:08;17,5;71,6;;
188;2022-05-22 03:07:08;17,5;71,6;;
189;2022-05-22 03:12:08;17,6;71,6;;
190;2022-05-22 03:17:08;17,6;71,6;;
191;2022-05-22 03:22:08;17,7;71,7;;
192;2022-05-22 03:27:08;17,7;71,7;;
193;2022-05-22 03:32:08;17,6;71,7;;
194;2022-05-22 03:37:08;17,6;71,6;;
195;2022-05-22 03:42:08;17,6;71,6;;
196;2022-05-22 03:47:08;17,6;71,6;;
197;2022-05-22 03:52:08;17,6;71,6;;
198;2022-05-22 03:57:08;17,6;71,6;;
199;2022-05-22 04:02:08;17,7;71,6;;
200;2022-05-22 04:07:08;17,7;72,1;;
201;2022-05-22 04:12:08;17,7;71,7;;
202;2022-05-22 04:17:08;17,7;71,7;;
203;2022-05-22 04:22:08;17,7;72,1;;
204;2022-05-22 04:27:08;17,7;72,1;;
205;2022-05-22 04:32:08;17,7;72,1;;
206;2022-05-22 04:37:08;17,8;72,1;;
207;2022-05-22 04:42:08;17,8;72,1;;
208;2022-05-22 04:47:08;17,8;72,5;;
209;2022-05-22 04:52:08;17,8;72,6;;
210;2022-05-22 04:57:08;17,9;72,6;;
211;2022-05-22 05:02:08;17,9;72,6;;
212;2022-05-22 05:07:08;17,9;73;;
213;2022-05-22 05:12:08;17,9;73;;
214;2022-05-22 05:17:08;17,9;73;;
215;2022-05-22 05:22:08;17,9;73;;
216;2022-05-22 05:27:08;17,9;73;;
217;2022-05-22 05:32:08;17,9;73;;
218;2022-05-22 05:37:08;17,9;73,4;;
219;2022-05-22 05:42:08;17,9;73,4;;
220;2022-05-22 05:47:08;17,9;73,4;;
221;2022-05-22 05:52:08;17,9;73,4;;
222;2022-05-22 05:57:08;17,9;73,4;;
223;2022-05-22 06:02:08;17,9;73,4;;
224;2022-05-22 06:07:08;17,9;73,4;;
225;2022-05-22 06:12:08;17,9;73,4;;
226;2022-05-22 06:17:08;17,9;73,4;;
227;2022-05-22 06:22:08;17,9;73,4;;
228;2022-05-22 06:27:08;17,9;73,4;;
229;2022-05-22 06:32:08;17,9;73,4;;
230;2022-05-22 06:37:08;17,8;73,8;;
231;2022-05-22 06:42:08;17,8;73,8;;
232;2022-05-22 06:47:08;17,8;73,8;;
233;2022-05-22 06:52:08;17,7;74,3;;
234;2022-05-22 06:57:08;17,7;74,2;;
235;2022-05-22 07:02:08;17,6;74,7;;
236;2022-05-22 07:07:08;17,6;74,7;;
237;2022-05-22 07:12:08;17,6;74,7;;
238;2022-05-22 07:17:08;17,6;74,7;;
239;2022-05-22 07:22:08;17,6;74,7;;
240;2022-05-22 07:27:08;17,6;74,7;;
241;2022-05-22 07:32:08;17,7;74,7;;
242;2022-05-22 07:37:08;17,7;74,7;;
243;2022-05-22 07:42:08;17,8;74,7;;
244;2022-05-22 07:47:08;17,9;74,7;;
245;2022-05-22 07:52:08;17,9;74,7;;
246;2022-05-22 07:57:08;18;75,2;;
247;2022-05-22 08:02:08;18,1;74,8;;
248;2022-05-22 08:07:08;18,2;74,8;;
249;2022-05-22 08:12:08;18,3;74,8;;
250;2022-05-22 08:17:08;18,3;74,8;;
251;2022-05-22 08:22:08;18,4;74,8;;
252;2022-05-22 08:27:08;18,6;74,8;;
253;2022-05-22 08:32:08;18,6;74,4;;
254;2022-05-22 08:37:08;18,7;74;;
255;2022-05-22 08:42:08;18,8;73,6;;
256;2022-05-22 08:47:08;18,9;73,6;;
257;2022-05-22 08:52:08;19;72,8;;
258;2022-05-22 08:57:08;19,2;71,9;;
259;2022-05-22 09:02:08;19,2;71,5;;
260;2022-05-22 09:07:08;19,3;72;;
261;2022-05-22 09:12:08;19,4;71,5;;
262;2022-05-22 09:17:08;19,4;71,6;;
263;2022-05-22 09:22:08;19,5;71,1;;
264;2022-05-22 09:27:08;19,5;71,1;;
265;2022-05-22 09:32:08;19,6;71,1;;
266;2022-05-22 09:37:08;19,8;70,7;;
267;2022-05-22 09:42:08;19,8;70,3;;
268;2022-05-22 09:47:08;19,9;70,3;;
269;2022-05-22 09:52:08;20;69,9;;
270;2022-05-22 09:57:08;20;69;;
271;2022-05-22 10:02:08;20,1;69;;
272;2022-05-22 10:07:08;20,2;69;;
273;2022-05-22 10:12:08;20,3;68,6;;
274;2022-05-22 10:17:08;20,4;68,2;;
275;2022-05-22 10:22:08;20,6;67,7;;
276;2022-05-22 10:27:08;20,7;67,3;;
277;2022-05-22 10:32:08;20,8;66,4;;
278;2022-05-22 10:37:08;20,8;66,9;;
279;2022-05-22 10:42:08;20,9;66,4;;
280;2022-05-22 10:47:08;21;66;;
281;2022-05-22 10:52:08;21,1;66,5;;
282;2022-05-22 10:57:08;21,3;65,6;;
283;2022-05-22 11:02:08;21,3;65,1;;
284;2022-05-22 11:07:08;21,5;65,6;;
285;2022-05-22 11:12:08;21,5;65,6;;
286;2022-05-22 11:17:08;21,5;65,6;;
287;2022-05-22 11:22:08;21,5;65,6;;
288;2022-05-22 11:27:08;21,6;65,6;;
289;2022-05-22 11:32:08;21,7;65,7;;
290;2022-05-22 11:37:08;21,8;65,7;;
291;2022-05-22 11:42:08;21,8;65,7;;
292;2022-05-22 11:47:08;21,9;65,7;;
293;2022-05-22 11:52:08;22;65,7;;
294;2022-05-22 11:57:08;22,1;66,2;;
295;2022-05-22 12:02:08;22,1;66,2;;
296;2022-05-22 12:07:08;22,1;65,7;;
297;2022-05-22 12:12:08;22,1;66,2;;
298;2022-05-22 12:17:08;22,2;65,7;;
299;2022-05-22 12:22:08;22,1;65,7;;
300;2022-05-22 12:27:08;22,2;65,7;;
301;2022-05-22 12:32:08;22,3;65,3;;
302;2022-05-22 12:37:08;22,5;65,8;;
303;2022-05-22 12:42:08;22,6;65,3;;
304;2022-05-22 12:47:08;22,6;65,3;;
305;2022-05-22 12:52:08;22,6;64,9;;
306;2022-05-22 12:57:08;22,7;64,9;;
307;2022-05-22 13:02:08;22,8;64,9;;
308;2022-05-22 13:07:08;22,9;64,9;;
309;2022-05-22 13:12:08;22,9;64,5;;
310;2022-05-22 13:17:08;23;64;;
311;2022-05-22 13:22:08;23,1;64;;
312;2022-05-22 13:27:08;23,1;63,5;;
313;2022-05-22 13:32:08;23,2;63,6;;
314;2022-05-22 13:37:08;23,2;63,1;;
315;2022-05-22 13:42:08;23,3;62,6;;
316;2022-05-22 13:47:08;23,4;62,6;;
317;2022-05-22 13:52:08;23,5;62,7;;
318;2022-05-22 13:57:08;23,5;63,1;;
319;2022-05-22 14:02:08;23,6;63,2;;
320;2022-05-22 14:07:08;23,8;62,2;;
321;2022-05-22 14:12:08;23,8;61,8;;
322;2022-05-22 14:17:08;23,8;61,3;;
323;2022-05-22 14:22:08;23,8;61,3;;
324;2022-05-22 14:27:08;23,8;61,3;;
325;2022-05-22 14:32:08;23,7;61,3;;
326;2022-05-22 14:37:08;23,6;60,8;;
327;2022-05-22 14:42:08;23,5;61,2;;
328;2022-05-22 14:47:08;23,5;61,2;;
329;2022-05-22 14:52:08;23,5;61,2;;
330;2022-05-22 14:57:08;23,3;61,2;;
331;2022-05-22 15:02:08;23,2;61,7;;
332;2022-05-22 15:07:08;23,1;62,1;;
333;2022-05-22 15:12:08;23;62,6;;
334;2022-05-22 15:17:08;22,9;63,1;;
335;2022-05-22 15:22:08;22,9;63;;
336;2022-05-22 15:27:08;22,9;64;;
337;2022-05-22 15:32:08;22,8;64,4;;
338;2022-05-22 15:37:08;22,8;65,4;;
339;2022-05-22 15:42:08;22,7;66,3;;
340;2022-05-22 15:47:08;22,6;66,3;;
341;2022-05-22 15:52:08;22,5;67,2;;
342;2022-05-22 15:57:08;22,5;67,2;;
343;2022-05-22 16:02:08;22,4;66,7;;
344;2022-05-22 16:07:08;22,2;66,7;;
345;2022-05-22 16:12:08;22,2;67,1;;
346;2022-05-22 16:17:08;22,2;67,1;;
347;2022-05-22 16:22:08;22,2;67,6;;
348;2022-05-22 16:27:08;22,2;67,6;;
349;2022-05-22 16:32:08;22,2;67,6;;
350;2022-05-22 16:37:08;22,1;67,6;;
351;2022-05-22 16:42:08;22;68,5;;
352;2022-05-22 16:47:08;22;68,9;;
353;2022-05-22 16:52:08;21,9;68,4;;
354;2022-05-22 16:57:08;21,9;68,9;;
355;2022-05-22 17:02:08;21,8;68,9;;
356;2022-05-22 17:07:08;21,8;68,9;;
357;2022-05-22 17:12:08;21,8;69,3;;
358;2022-05-22 17:17:08;21,7;68,9;;
359;2022-05-22 17:22:08;21,7;68,9;;
360;2022-05-22 17:27:08;21,6;69,3;;
361;2022-05-22 17:32:08;21,6;69,3;;
362;2022-05-22 17:37:08;21,5;69,3;;
363;2022-05-22 17:42:08;21,5;69,3;;
364;2022-05-22 17:47:08;21,5;69,3;;
365;2022-05-22 17:52:08;21,5;69,3;;
366;2022-05-22 17:57:08;21,4;69,3;;
367;2022-05-22 18:02:08;21,4;69,2;;
368;2022-05-22 18:07:08;21,4;69,7;;
369;2022-05-22 18:12:08;21,4;69,7;;
370;2022-05-22 18:17:08;21,3;69,7;;
371;2022-05-22 18:22:08;21,3;69,7;;
372;2022-05-22 18:27:08;21,2;69,7;;
373;2022-05-22 18:32:08;21,2;70,1;;
374;2022-05-22 18:37:08;21,2;70,1;;
375;2022-05-22 18:42:08;21,1;70,1;;
376;2022-05-22 18:47:08;21,1;70,1;;
377;2022-05-22 18:52:08;21,1;70,5;;
378;2022-05-22 18:57:08;21;70,5;;
379;2022-05-22 19:02:08;20,9;70,5;;
380;2022-05-22 19:07:08;20,9;70,5;;
381;2022-05-22 19:12:08;20,9;70,5;;
382;2022-05-22 19:17:08;20,9;71;;
383;2022-05-22 19:22:08;20,9;70,5;;
384;2022-05-22 19:27:08;20,9;70,9;;
385;2022-05-22 19:32:08;20,9;71,4;;
386;2022-05-22 19:37:08;20,9;71,4;;
387;2022-05-22 19:42:08;20,9;71,4;;
388;2022-05-22 19:47:08;20,9;70,9;;
389;2022-05-22 19:52:08;20,9;71,4;;
390;2022-05-22 19:57:08;20,9;71,4;;
391;2022-05-22 20:02:08;20,9;71,4;;
392;2022-05-22 20:07:08;20,9;71,4;;
393;2022-05-22 20:12:08;20,9;71,4;;
394;2022-05-22 20:17:08;20,8;70,9;;
395;2022-05-22 20:22:08;20,8;71,4;;
396;2022-05-22 20:27:08;20,8;70,9;;
397;2022-05-22 20:32:08;20,8;71,4;;
398;2022-05-22 20:37:08;20,8;71,4;;
399;2022-05-22 20:42:08;20,8;71,4;;
400;2022-05-22 20:47:08;20,8;71,4;;
401;2022-05-22 20:52:08;20,7;71,4;;
402;2022-05-22 20:57:08;20,7;71,8;;
403;2022-05-22 21:02:08;20,7;71,8;;
404;2022-05-22 21:07:08;20,7;71,8;;
405;2022-05-22 21:12:08;20,6;71,8;;
406;2022-05-22 21:17:08;20,6;71,8;;
407;2022-05-22 21:22:08;20,6;71,8;;
408;2022-05-22 21:27:08;20,6;71,8;;
409;2022-05-22 21:32:08;20,6;71,8;;
410;2022-05-22 21:37:08;20,6;71,8;;
411;2022-05-22 21:42:08;20,5;71,8;;
412;2022-05-22 21:47:08;20,5;71,8;;
413;2022-05-22 21:52:08;20,5;71,8;;
414;2022-05-22 21:57:08;20,5;71,8;;
415;2022-05-22 22:02:08;20,5;71,8;;
416;2022-05-22 22:07:08;20,5;71,8;;
417;2022-05-22 22:12:08;20,5;71,8;;
418;2022-05-22 22:17:08;20,4;71,7;;
419;2022-05-22 22:22:08;20,4;71,7;;
420;2022-05-22 22:27:08;20,3;71,7;;
421;2022-05-22 22:32:08;20,3;72,2;;
422;2022-05-22 22:37:08;20,3;72,2;;
423;2022-05-22 22:42:08;20,3;72,2;;
424;2022-05-22 22:47:08;20,3;72,2;;
425;2022-05-22 22:52:08;20,3;72,2;;
426;2022-05-22 22:57:08;20,3;71,7;;
427;2022-05-22 23:02:08;20,3;70,8;;
428;2022-05-22 23:07:08;20,2;69,5;;
429;2022-05-22 23:12:08;20,1;69;;
430;2022-05-22 23:17:08;20;69;;
431;2022-05-22 23:22:08;19,9;69;;
432;2022-05-22 23:27:08;19,8;68,5;;
433;2022-05-22 23:32:08;19,7;68,9;;
434;2022-05-22 23:37:08;19,7;68,9;;
435;2022-05-22 23:42:08;19,7;69,4;;
436;2022-05-22 23:47:08;19,6;69,8;;
437;2022-05-22 23:52:08;19,6;69,8;;
438;2022-05-22 23:57:08;19,6;70,3;;
439;2022-05-23 00:02:08;19,6;69,4;;
440;2022-05-23 00:07:08;19,6;69,4;;
441;2022-05-23 00:12:08;19,5;69,3;;
442;2022-05-23 00:17:08;19,3;69,8;;
443;2022-05-23 00:22:08;19,2;69,8;;
444;2022-05-23 00:27:08;19,2;69,3;;
445;2022-05-23 00:32:08;19,2;68,8;;
446;2022-05-23 00:37:08;19,2;68,9;;
447;2022-05-23 00:42:08;19,3;68,9;;
448;2022-05-23 00:47:08;19,2;69,3;;
449;2022-05-23 00:52:08;19,3;68,9;;
450;2022-05-23 00:57:08;19,3;69,3;;
451;2022-05-23 01:02:08;19,4;69,3;;
452;2022-05-23 01:07:08;19,4;69,3;;
453;2022-05-23 01:12:08;19,3;69,3;;
454;2022-05-23 01:17:08;19,3;69,3;;
455;2022-05-23 01:22:08;19,3;68,9;;
456;2022-05-23 01:27:08;19,3;68,9;;
457;2022-05-23 01:32:08;19,3;68,9;;
458;2022-05-23 01:37:08;19,3;69,3;;
459;2022-05-23 01:42:08;19,3;69,3;;
460;2022-05-23 01:47:08;19,2;68,9;;
461;2022-05-23 01:52:08;19,2;68,9;;
462;2022-05-23 01:57:08;19,2;68,9;;
463;2022-05-23 02:02:08;19,2;68,9;;
464;2022-05-23 02:07:08;19,2;68,9;;
465;2022-05-23 02:12:08;19,2;68,9;;
466;2022-05-23 02:17:08;19,2;68,8;;
467;2022-05-23 02:22:08;19,2;68,8;;
468;2022-05-23 02:27:08;19;68,8;;
469;2022-05-23 02:32:08;19;68,8;;
470;2022-05-23 02:37:08;19;69,3;;
471;2022-05-23 02:42:08;18,9;69,2;;
472;2022-05-23 02:47:08;18,8;68,8;;
473;2022-05-23 02:52:08;18,8;69,2;;
474;2022-05-23 02:57:08;18,7;68,8;;
475;2022-05-23 03:02:08;18,6;68,7;;
476;2022-05-23 03:07:08;18,5;68,7;;
477;2022-05-23 03:12:08;18,4;68,3;;
478;2022-05-23 03:17:08;18,3;68,2;;
479;2022-05-23 03:22:08;18,2;68,7;;
480;2022-05-23 03:27:08;18,2;68,7;;
481;2022-05-23 03:32:08;18,1;69,1;;
482;2022-05-23 03:37:08;18,2;68,7;;
483;2022-05-23 03:42:08;18,2;69,1;;
484;2022-05-23 03:47:08;18,2;69,1;;
485;2022-05-23 03:52:08;18,3;68,7;;
486;2022-05-23 03:57:08;18,3;68,7;;
487;2022-05-23 04:02:08;18,3;68,7;;
488;2022-05-23 04:07:08;18,3;68,7;;
489;2022-05-23 04:12:08;18,4;68,7;;
490;2022-05-23 04:17:08;18,4;69,1;;
491;2022-05-23 04:22:08;18,4;69,1;;
492;2022-05-23 04:27:08;18,4;69,1;;
493;2022-05-23 04:32:08;18,4;69,1;;
494;2022-05-23 04:37:08;18,4;69,1;;
495;2022-05-23 04:42:08;18,4;69,2;;
496;2022-05-23 04:47:08;18,4;69,2;;
497;2022-05-23 04:52:08;18,4;69,1;;
498;2022-05-23 04:57:08;18,4;69,1;;
499;2022-05-23 05:02:08;18,4;69,1;;
500;2022-05-23 05:07:08;18,3;69,6;;
501;2022-05-23 05:12:08;18,3;69,6;;
502;2022-05-23 05:17:08;18,3;69,6;;
503;2022-05-23 05:22:08;18,3;69,6;;
504;2022-05-23 05:27:08;18,3;69,6;;
505;2022-05-23 05:32:08;18,3;69,1;;
506;2022-05-23 05:37:08;18,3;69,1;;
507;2022-05-23 05:42:08;18,3;69,1;;
508;2022-05-23 05:47:08;18,3;69,1;;
509;2022-05-23 05:52:08;18,3;69,1;;
510;2022-05-23 05:57:08;18,3;69,1;;
511;2022-05-23 06:02:08;18,3;68,7;;
512;2022-05-23 06:07:08;18,2;68,7;;
513;2022-05-23 06:12:08;18,2;68,7;;
514;2022-05-23 06:17:08;18,1;68,7;;
515;2022-05-23 06:22:08;18,1;69,1;;
516;2022-05-23 06:27:08;18,1;69,1;;
517;2022-05-23 06:32:08;18;69,1;;
518;2022-05-23 06:37:08;18;69,5;;
519;2022-05-23 06:42:08;18;69,5;;
520;2022-05-23 06:47:08;18;69,1;;
521;2022-05-23 06:52:08;18;69,5;;
522;2022-05-23 06:57:08;18;69,5;;
523;2022-05-23 07:02:08;18,1;69,5;;
524;2022-05-23 07:07:08;18;69,5;;
525;2022-05-23 07:12:08;18;69,5;;
526;2022-05-23 07:17:08;18;70;;
527;2022-05-23 07:22:08;18;70;;
528;2022-05-23 07:27:08;18;70,4;;
529;2022-05-23 07:32:08;18;70,4;;
530;2022-05-23 07:37:08;18;70,4;;
531;2022-05-23 07:42:08;18;70;;
532;2022-05-23 07:47:08;18;70;;
533;2022-05-23 07:52:08;18;70;;
534;2022-05-23 07:57:08;18;69,5;;
535;2022-05-23 08:02:08;18,1;69,5;;
536;2022-05-23 08:07:08;18,1;69,5;;
537;2022-05-23 08:12:08;18,2;69,5;;
538;2022-05-23 08:17:08;18,3;69,6;;
